Date,Year,Month,Day,RetroID,Visitor,Home,Site,Home,FirstBase,SecondBase,ThirdBase,LeftField,RightField,AllUmpires,Ejections,Changes
1930/08/31,1930,08,31,BOS193008310,Philadelphia Athletics,Boston Red Sox,Braves Field,George Moriarty,Bill Guthrie,(none),George Hildebrand,,,George Moriarty;Bill Guthrie;George Hildebrand,,
1930/09/24,1930,09,24,BOS193009240,Washington Senators,Boston Red Sox,Fenway Park,Bill McGowan,Roy Van Graflan,(none),Bill Guthrie,,,Bill McGowan;Roy Van Graflan;Bill Guthrie,,
1930/09/25,1930,09,25,BOS193009250,Washington Senators,Boston Red Sox,Fenway Park,Roy Van Graflan,Bill Guthrie,(none),Bill McGowan,,,Roy Van Graflan;Bill Guthrie;Bill McGowan,,
1930/09/26,1930,09,26,BOS193009260,Washington Senators,Boston Red Sox,Fenway Park,Bill Guthrie,Roy Van Graflan,(none),(none),,,Bill Guthrie;Roy Van Graflan,,
1930/09/27,1930,09,27,BOS193009270,Washington Senators,Boston Red Sox,Fenway Park,Roy Van Graflan,Bill Guthrie,(none),(none),,,Roy Van Graflan;Bill Guthrie,,
1930/09/28,1930,09,28,BOS193009280,New York Yankees,Boston Red Sox,Braves Field,Bill Guthrie,Roy Van Graflan,(none),(none),,,Bill Guthrie;Roy Van Graflan,,
1930/04/15,1930,04,15,BRO193004150,Philadelphia Phillies,Brooklyn Dodgers,Ebbets Field,Charlie Moran,Beans Reardon,(none),Ted McGrew,,,Charlie Moran;Beans Reardon;Ted McGrew,,
1930/04/19,1930,04,19,BRO193004190,Boston Braves,Brooklyn Dodgers,Ebbets Field,George Magerkurth,Michael Donohue,(none),Cy Rigler,,,George Magerkurth;Michael Donohue;Cy Rigler,,
1930/04/20,1930,04,20,BRO193004200,Boston Braves,Brooklyn Dodgers,Ebbets Field,Michael Donohue,Cy Rigler,(none),George Magerkurth,,,Michael Donohue;Cy Rigler;George Magerkurth,,
1930/04/21,1930,04,21,BRO193004210,Boston Braves,Brooklyn Dodgers,Ebbets Field,Cy Rigler,George Magerkurth,(none),Michael Donohue,,,Cy Rigler;George Magerkurth;Michael Donohue,,
1930/04/27,1930,04,27,BRO193004270,New York Giants,Brooklyn Dodgers,Ebbets Field,Michael Donohue,Cy Rigler,(none),George Magerkurth,,,Michael Donohue;Cy Rigler;George Magerkurth,,
1930/05/11,1930,05,11,BRO193005110,Pittsburgh Pirates,Brooklyn Dodgers,Ebbets Field,Charlie Moran,Beans Reardon,(none),(none),,,Charlie Moran;Beans Reardon,,
1930/05/18,1930,05,18,BRO193005181,Philadelphia Phillies,Brooklyn Dodgers,Ebbets Field,Bob Clarke,Cy Pfirman,(none),(none),,,Bob Clarke;Cy Pfirman,,
1930/05/18,1930,05,18,BRO193005182,Philadelphia Phillies,Brooklyn Dodgers,Ebbets Field,Cy Pfirman,Bob Clarke,(none),(none),,,Cy Pfirman;Bob Clarke,,
1930/05/25,1930,05,25,BRO193005250,New York Giants,Brooklyn Dodgers,Ebbets Field,Bill Klem,Cy Pfirman,(none),Michael Donohue,,,Bill Klem;Cy Pfirman;Michael Donohue,,
1930/05/26,1930,05,26,BRO193005260,New York Giants,Brooklyn Dodgers,Ebbets Field,Cy Pfirman,Michael Donohue,(none),Bill Klem,,,Cy Pfirman;Michael Donohue;Bill Klem,,
1930/05/27,1930,05,27,BRO193005270,New York Giants,Brooklyn Dodgers,Ebbets Field,Michael Donohue,Bill Klem,(none),Cy Pfirman,,,Michael Donohue;Bill Klem;Cy Pfirman,,
1930/05/29,1930,05,29,BRO193005290,New York Giants,Brooklyn Dodgers,Ebbets Field,Bill Klem,Cy Pfirman,(none),Michael Donohue,,,Bill Klem;Cy Pfirman;Michael Donohue,,
1930/05/30,1930,05,30,BRO193005301,Philadelphia Phillies,Brooklyn Dodgers,Ebbets Field,Cy Pfirman,Lou Jorda,(none),Michael Donohue,,,Cy Pfirman;Lou Jorda;Michael Donohue,,
1930/05/30,1930,05,30,BRO193005302,Philadelphia Phillies,Brooklyn Dodgers,Ebbets Field,Lou Jorda,Michael Donohue,(none),Cy Pfirman,,,Lou Jorda;Michael Donohue;Cy Pfirman,,
1930/05/31,1930,05,31,BRO193005310,Philadelphia Phillies,Brooklyn Dodgers,Ebbets Field,Cy Pfirman,Lou Jorda,(none),(none),,,Cy Pfirman;Lou Jorda,,
1930/06/01,1930,06,01,BRO193006010,Philadelphia Phillies,Brooklyn Dodgers,Ebbets Field,Lou Jorda,Cy Pfirman,(none),(none),,,Lou Jorda;Cy Pfirman,,
1930/06/03,1930,06,03,BRO193006030,Pittsburgh Pirates,Brooklyn Dodgers,Ebbets Field,Beans Reardon,George Magerkurth,(none),Ted McGrew,,,Beans Reardon;George Magerkurth;Ted McGrew,,
1930/06/04,1930,06,04,BRO193006040,Pittsburgh Pirates,Brooklyn Dodgers,Ebbets Field,George Magerkurth,Ted McGrew,(none),Beans Reardon,,,George Magerkurth;Ted McGrew;Beans Reardon,,
1930/06/05,1930,06,05,BRO193006050,Pittsburgh Pirates,Brooklyn Dodgers,Ebbets Field,Ted McGrew,Beans Reardon,(none),George Magerkurth,,,Ted McGrew;Beans Reardon;George Magerkurth,,
1930/06/06,1930,06,06,BRO193006060,Chicago Cubs,Brooklyn Dodgers,Ebbets Field,Ernie Quigley,Cy Pfirman,(none),Jim Scott,,,Ernie Quigley;Cy Pfirman;Jim Scott,,
1930/06/07,1930,06,07,BRO193006070,Chicago Cubs,Brooklyn Dodgers,Ebbets Field,Cy Pfirman,Jim Scott,(none),Ernie Quigley,,,Cy Pfirman;Jim Scott;Ernie Quigley,,
1930/06/08,1930,06,08,BRO193006080,Chicago Cubs,Brooklyn Dodgers,Ebbets Field,Jim Scott,Ernie Quigley,(none),Cy Pfirman,,,Jim Scott;Ernie Quigley;Cy Pfirman,,
1930/06/11,1930,06,11,BRO193006110,Cincinnati Reds,Brooklyn Dodgers,Ebbets Field,Bill Klem,Charlie Moran,(none),Bob Clarke,,,Bill Klem;Charlie Moran;Bob Clarke,,
1930/06/12,1930,06,12,BRO193006120,Cincinnati Reds,Brooklyn Dodgers,Ebbets Field,Charlie Moran,Bob Clarke,(none),Bill Klem,,,Charlie Moran;Bob Clarke;Bill Klem,,
1930/06/13,1930,06,13,BRO193006130,Cincinnati Reds,Brooklyn Dodgers,Ebbets Field,Bob Clarke,Bill Klem,(none),Charlie Moran,,,Bob Clarke;Bill Klem;Charlie Moran,,
1930/06/14,1930,06,14,BRO193006140,St. Louis Cardinals,Brooklyn Dodgers,Ebbets Field,Michael Donohue,Cy Rigler,(none),Lou Jorda,,,Michael Donohue;Cy Rigler;Lou Jorda,,
1930/06/15,1930,06,15,BRO193006150,St. Louis Cardinals,Brooklyn Dodgers,Ebbets Field,Cy Rigler,Lou Jorda,(none),Michael Donohue,,,Cy Rigler;Lou Jorda;Michael Donohue,,
1930/06/16,1930,06,16,BRO193006160,St. Louis Cardinals,Brooklyn Dodgers,Ebbets Field,Lou Jorda,Michael Donohue,(none),Cy Rigler,,,Lou Jorda;Michael Donohue;Cy Rigler,,
1930/06/22,1930,06,22,BRO193006220,Pittsburgh Pirates,Brooklyn Dodgers,Ebbets Field,Bill Klem,Charlie Moran,(none),Dolly Stark,,,Bill Klem;Charlie Moran;Dolly Stark,,
1930/07/06,1930,07,06,BRO193007060,Boston Braves,Brooklyn Dodgers,Ebbets Field,Beans Reardon,Dolly Stark,(none),Charlie Moran,,,Beans Reardon;Dolly Stark;Charlie Moran,,
1930/07/07,1930,07,07,BRO193007070,Boston Braves,Brooklyn Dodgers,Ebbets Field,Dolly Stark,Bill Klem,(none),George Magerkurth,,,Dolly Stark;Bill Klem;George Magerkurth,,
1930/07/08,1930,07,08,BRO193007080,Boston Braves,Brooklyn Dodgers,Ebbets Field,George Magerkurth,Bill Klem,(none),Dolly Stark,,,George Magerkurth;Bill Klem;Dolly Stark,,
1930/07/09,1930,07,09,BRO193007091,Boston Braves,Brooklyn Dodgers,Ebbets Field,Bill Klem,Dolly Stark,(none),George Magerkurth,,,Bill Klem;Dolly Stark;George Magerkurth,,
1930/07/09,1930,07,09,BRO193007092,Boston Braves,Brooklyn Dodgers,Ebbets Field,Dolly Stark,George Magerkurth,(none),Bill Klem,,,Dolly Stark;George Magerkurth;Bill Klem,,
1930/07/13,1930,07,13,BRO193007130,Pittsburgh Pirates,Brooklyn Dodgers,Ebbets Field,Charlie Moran,Beans Reardon,(none),Bob Clarke,,,Charlie Moran;Beans Reardon;Bob Clarke,,
1930/07/14,1930,07,14,BRO193007140,Pittsburgh Pirates,Brooklyn Dodgers,Ebbets Field,Beans Reardon,Bob Clarke,(none),Charlie Moran,,,Beans Reardon;Bob Clarke;Charlie Moran,,
1930/07/15,1930,07,15,BRO193007150,Pittsburgh Pirates,Brooklyn Dodgers,Ebbets Field,Bob Clarke,Charlie Moran,(none),Beans Reardon,,,Bob Clarke;Charlie Moran;Beans Reardon,,
1930/07/16,1930,07,16,BRO193007161,Chicago Cubs,Brooklyn Dodgers,Ebbets Field,Bill Klem,Dolly Stark,(none),George Magerkurth,,,Bill Klem;Dolly Stark;George Magerkurth,,
1930/07/16,1930,07,16,BRO193007162,Chicago Cubs,Brooklyn Dodgers,Ebbets Field,Dolly Stark,George Magerkurth,(none),Bill Klem,,,Dolly Stark;George Magerkurth;Bill Klem,Ivy Olson ejected by Bill Klem;Joe McCarthy ejected by George Magerkurth;Jimmy Burke ejected by George Magerkurth,
1930/07/17,1930,07,17,BRO193007170,Chicago Cubs,Brooklyn Dodgers,Ebbets Field,George Magerkurth,Bill Klem,(none),Dolly Stark,,,George Magerkurth;Bill Klem;Dolly Stark,,
1930/07/18,1930,07,18,BRO193007180,Chicago Cubs,Brooklyn Dodgers,Ebbets Field,Bill Klem,Dolly Stark,(none),George Magerkurth,,,Bill Klem;Dolly Stark;George Magerkurth,,
1930/07/19,1930,07,19,BRO193007190,Chicago Cubs,Brooklyn Dodgers,Ebbets Field,Dolly Stark,George Magerkurth,(none),Bill Klem,,,Dolly Stark;George Magerkurth;Bill Klem,,
1930/07/20,1930,07,20,BRO193007200,St. Louis Cardinals,Brooklyn Dodgers,Ebbets Field,Ted McGrew,Cy Rigler,(none),Lou Jorda,,,Ted McGrew;Cy Rigler;Lou Jorda,Al Lopez ejected by Ted McGrew;Flint Rhem ejected by Ted McGrew,
1930/07/21,1930,07,21,BRO193007211,St. Louis Cardinals,Brooklyn Dodgers,Ebbets Field,Cy Rigler,Lou Jorda,(none),Ted McGrew,,,Cy Rigler;Lou Jorda;Ted McGrew,,
1930/07/21,1930,07,21,BRO193007212,St. Louis Cardinals,Brooklyn Dodgers,Ebbets Field,Lou Jorda,Ted McGrew,(none),Cy Rigler,,,Lou Jorda;Ted McGrew;Cy Rigler,,
1930/07/22,1930,07,22,BRO193007220,St. Louis Cardinals,Brooklyn Dodgers,Ebbets Field,Ted McGrew,Cy Rigler,(none),Lou Jorda,,,Ted McGrew;Cy Rigler;Lou Jorda,,
1930/07/23,1930,07,23,BRO193007230,St. Louis Cardinals,Brooklyn Dodgers,Ebbets Field,Cy Rigler,Lou Jorda,(none),Ted McGrew,,,Cy Rigler;Lou Jorda;Ted McGrew,,
1930/07/24,1930,07,24,BRO193007241,Cincinnati Reds,Brooklyn Dodgers,Ebbets Field,Ernie Quigley,Jim Scott,(none),Cy Pfirman,,,Ernie Quigley;Jim Scott;Cy Pfirman,,
1930/07/24,1930,07,24,BRO193007242,Cincinnati Reds,Brooklyn Dodgers,Ebbets Field,Jim Scott,Cy Pfirman,(none),Ernie Quigley,,,Jim Scott;Cy Pfirman;Ernie Quigley,,
1930/07/25,1930,07,25,BRO193007250,Cincinnati Reds,Brooklyn Dodgers,Ebbets Field,Cy Pfirman,Ernie Quigley,(none),Jim Scott,,,Cy Pfirman;Ernie Quigley;Jim Scott,,
1930/07/26,1930,07,26,BRO193007260,Cincinnati Reds,Brooklyn Dodgers,Ebbets Field,Ernie Quigley,Jim Scott,(none),Cy Pfirman,,,Ernie Quigley;Jim Scott;Cy Pfirman,,
1930/07/27,1930,07,27,BRO193007271,Philadelphia Phillies,Brooklyn Dodgers,Ebbets Field,Lou Jorda,Cy Rigler,(none),Michael Donohue,,,Lou Jorda;Cy Rigler;Michael Donohue,,
1930/07/27,1930,07,27,BRO193007272,Philadelphia Phillies,Brooklyn Dodgers,Ebbets Field,Cy Rigler,Michael Donohue,(none),Lou Jorda,,,Cy Rigler;Michael Donohue;Lou Jorda,,
1930/08/02,1930,08,02,BRO193008020,New York Giants,Brooklyn Dodgers,Ebbets Field,Cy Rigler,Lou Jorda,(none),Beans Reardon,,,Cy Rigler;Lou Jorda;Beans Reardon,,
1930/08/03,1930,08,03,BRO193008030,New York Giants,Brooklyn Dodgers,Ebbets Field,Lou Jorda,Beans Reardon,(none),Cy Rigler,,,Lou Jorda;Beans Reardon;Cy Rigler,,
1930/08/04,1930,08,04,BRO193008040,New York Giants,Brooklyn Dodgers,Ebbets Field,Beans Reardon,Charlie Moran,(none),Bob Clarke,,,Beans Reardon;Charlie Moran;Bob Clarke,,
1930/08/05,1930,08,05,BRO193008050,New York Giants,Brooklyn Dodgers,Ebbets Field,Charlie Moran,Bob Clarke,(none),Beans Reardon,,,Charlie Moran;Bob Clarke;Beans Reardon,Wally Roettger ejected by Beans Reardon,
1930/08/17,1930,08,17,BRO193008170,Pittsburgh Pirates,Brooklyn Dodgers,Ebbets Field,Ted McGrew,Beans Reardon,(none),Charlie Moran,,,Ted McGrew;Beans Reardon;Charlie Moran,,
1930/08/31,1930,08,31,BRO193008310,Philadelphia Phillies,Brooklyn Dodgers,Ebbets Field,Ted McGrew,Beans Reardon,(none),Michael Donohue,,,Ted McGrew;Beans Reardon;Michael Donohue,,
1930/09/06,1930,09,06,BRO193009060,Philadelphia Phillies,Brooklyn Dodgers,Ebbets Field,Jim Scott,Ernie Quigley,(none),Ted McGrew,,,Jim Scott;Ernie Quigley;Ted McGrew,,
