Date,Year,Month,Day,RetroID,Visitor,Home,Site,Home,FirstBase,SecondBase,ThirdBase,LeftField,RightField,AllUmpires,Ejections,Changes
1933/05/10,1933,05,10,CHA193305100,New York Yankees,Chicago White Sox,Comiskey Park I,Lou Kolls,Bill Dinneen,(none),George Hildebrand,,,Lou Kolls;Bill Dinneen;George Hildebrand,,
1933/05/13,1933,05,13,CHA193305130,Washington Senators,Chicago White Sox,Comiskey Park I,Bill Dinneen,George Hildebrand,(none),Lou Kolls,,,Bill Dinneen;George Hildebrand;Lou Kolls,,
1933/05/14,1933,05,14,CHA193305141,Washington Senators,Chicago White Sox,Comiskey Park I,Lou Kolls,George Hildebrand,(none),Bill Dinneen,,,Lou Kolls;George Hildebrand;Bill Dinneen,,
1933/05/14,1933,05,14,CHA193305142,Washington Senators,Chicago White Sox,Comiskey Park I,Bill Dinneen,George Hildebrand,(none),Lou Kolls,,,Bill Dinneen;George Hildebrand;Lou Kolls,,
1933/05/30,1933,05,30,CHA193305301,Cleveland Guardians,Chicago White Sox,Comiskey Park I,Lou Kolls,Bill Dinneen,(none),Red Ormsby,,,Lou Kolls;Bill Dinneen;Red Ormsby,,
1933/05/30,1933,05,30,CHA193305302,Cleveland Guardians,Chicago White Sox,Comiskey Park I,Bill Dinneen,Red Ormsby,(none),Lou Kolls,,,Bill Dinneen;Red Ormsby;Lou Kolls,,
1933/06/08,1933,06,08,CHA193306080,Detroit Tigers,Chicago White Sox,Comiskey Park I,Harry Geisel,George Moriarty,(none),(none),,,Harry Geisel;George Moriarty,,
1933/06/09,1933,06,09,CHA193306090,Detroit Tigers,Chicago White Sox,Comiskey Park I,George Moriarty,Harry Geisel,(none),(none),,,George Moriarty;Harry Geisel,Hank Greenberg ejected by George Moriarty,
1933/06/10,1933,06,10,CHA193306100,Detroit Tigers,Chicago White Sox,Comiskey Park I,Harry Geisel,George Moriarty,(none),(none),,,Harry Geisel;George Moriarty,,
1933/06/11,1933,06,11,CHA193306112,Detroit Tigers,Chicago White Sox,Comiskey Park I,Harry Geisel,George Moriarty,(none),(none),,,Harry Geisel;George Moriarty,,
1933/06/12,1933,06,12,CHA193306120,St.Louis Browns,Chicago White Sox,Comiskey Park I,George Moriarty,Harry Geisel,(none),(none),,,George Moriarty;Harry Geisel,,
1933/06/13,1933,06,13,CHA193306130,St.Louis Browns,Chicago White Sox,Comiskey Park I,Harry Geisel,George Moriarty,(none),(none),,,Harry Geisel;George Moriarty,,
1933/06/14,1933,06,14,CHA193306140,St.Louis Browns,Chicago White Sox,Comiskey Park I,George Moriarty,Harry Geisel,(none),(none),,,George Moriarty;Harry Geisel,,
1933/06/17,1933,06,17,CHA193306170,New York Yankees,Chicago White Sox,Comiskey Park I,Brick Owens,Red Ormsby,(none),Bill McGowan,,,Brick Owens;Red Ormsby;Bill McGowan,Al Simmons ejected by Red Ormsby,
1933/06/18,1933,06,18,CHA193306181,New York Yankees,Chicago White Sox,Comiskey Park I,Red Ormsby,Bill McGowan,(none),Brick Owens,,,Red Ormsby;Bill McGowan;Brick Owens,,
1933/06/18,1933,06,18,CHA193306182,New York Yankees,Chicago White Sox,Comiskey Park I,Bill McGowan,Brick Owens,(none),Red Ormsby,,,Bill McGowan;Brick Owens;Red Ormsby,,
1933/06/19,1933,06,19,CHA193306190,New York Yankees,Chicago White Sox,Comiskey Park I,Brick Owens,Red Ormsby,(none),Bill McGowan,,,Brick Owens;Red Ormsby;Bill McGowan,,
1933/06/20,1933,06,20,CHA193306200,New York Yankees,Chicago White Sox,Comiskey Park I,Red Ormsby,Bill McGowan,(none),Brick Owens,,,Red Ormsby;Bill McGowan;Brick Owens,,
1933/06/21,1933,06,21,CHA193306210,Washington Senators,Chicago White Sox,Comiskey Park I,Bill McGowan,Brick Owens,(none),Red Ormsby,,,Bill McGowan;Brick Owens;Red Ormsby,,
1933/06/22,1933,06,22,CHA193306220,Washington Senators,Chicago White Sox,Comiskey Park I,Brick Owens,Red Ormsby,(none),Bill McGowan,,,Brick Owens;Red Ormsby;Bill McGowan,Jackie Hayes ejected by Red Ormsby,
1933/06/23,1933,06,23,CHA193306230,Washington Senators,Chicago White Sox,Comiskey Park I,Bill McGowan,Brick Owens,(none),(none),,,Bill McGowan;Brick Owens,,
1933/06/24,1933,06,24,CHA193306240,Washington Senators,Chicago White Sox,Comiskey Park I,Brick Owens,Bill McGowan,(none),(none),,,Brick Owens;Bill McGowan,,
1933/06/25,1933,06,25,CHA193306251,Philadelphia Athletics,Chicago White Sox,Comiskey Park I,Lou Kolls,Bill Dinneen,(none),(none),,,Lou Kolls;Bill Dinneen,,
1933/06/25,1933,06,25,CHA193306252,Philadelphia Athletics,Chicago White Sox,Comiskey Park I,Bill Dinneen,Lou Kolls,(none),(none),,,Bill Dinneen;Lou Kolls,,
1933/06/26,1933,06,26,CHA193306260,Philadelphia Athletics,Chicago White Sox,Comiskey Park I,Lou Kolls,Bill Dinneen,(none),(none),,,Lou Kolls;Bill Dinneen,,
1933/06/27,1933,06,27,CHA193306270,Philadelphia Athletics,Chicago White Sox,Comiskey Park I,Bill Dinneen,Lou Kolls,(none),(none),,,Bill Dinneen;Lou Kolls,,
1933/06/28,1933,06,28,CHA193306280,Philadelphia Athletics,Chicago White Sox,Comiskey Park I,Lou Kolls,Bill Dinneen,(none),(none),,,Lou Kolls;Bill Dinneen,,
1933/06/30,1933,06,30,CHA193306300,Boston Red Sox,Chicago White Sox,Comiskey Park I,Bill Dinneen,George Hildebrand,(none),Lou Kolls,,,Bill Dinneen;George Hildebrand;Lou Kolls,,
1933/07/01,1933,07,01,CHA193307010,Boston Red Sox,Chicago White Sox,Comiskey Park I,Lou Kolls,George Hildebrand,(none),Bill Dinneen,,,Lou Kolls;George Hildebrand;Bill Dinneen,,
1933/07/25,1933,07,25,CHA193307250,Cleveland Guardians,Chicago White Sox,Comiskey Park I,Brick Owens,Roy Van Graflan,(none),(none),,,Brick Owens;Roy Van Graflan,,
1933/07/26,1933,07,26,CHA193307260,Cleveland Guardians,Chicago White Sox,Comiskey Park I,Roy Van Graflan,Brick Owens,(none),(none),,,Roy Van Graflan;Brick Owens,,
1933/07/27,1933,07,27,CHA193307270,Cleveland Guardians,Chicago White Sox,Comiskey Park I,Brick Owens,Roy Van Graflan,(none),(none),,,Brick Owens;Roy Van Graflan,,
1933/07/29,1933,07,29,CHA193307290,St.Louis Browns,Chicago White Sox,Comiskey Park I,Roy Van Graflan,Brick Owens,(none),(none),,,Roy Van Graflan;Brick Owens,,
1933/08/10,1933,08,10,CHA193308100,Detroit Tigers,Chicago White Sox,Comiskey Park I,Bill Dinneen,Lou Kolls,(none),George Hildebrand,,,Bill Dinneen;Lou Kolls;George Hildebrand,,
1933/08/11,1933,08,11,CHA193308110,Detroit Tigers,Chicago White Sox,Comiskey Park I,Lou Kolls,George Hildebrand,(none),Bill Dinneen,,,Lou Kolls;George Hildebrand;Bill Dinneen,,
1933/08/12,1933,08,12,CHA193308120,Detroit Tigers,Chicago White Sox,Comiskey Park I,Bill Dinneen,George Hildebrand,(none),Lou Kolls,,,Bill Dinneen;George Hildebrand;Lou Kolls,,
1933/08/13,1933,08,13,CHA193308130,Detroit Tigers,Chicago White Sox,Comiskey Park I,Lou Kolls,George Hildebrand,(none),Bill Dinneen,,,Lou Kolls;George Hildebrand;Bill Dinneen,Billy Rogell ejected by Lou Kolls,
1933/08/15,1933,08,15,CHA193308150,Washington Senators,Chicago White Sox,Comiskey Park I,George Moriarty,Harry Geisel,(none),Lou Kolls,,,George Moriarty;Harry Geisel;Lou Kolls,Lew Fonseca ejected by Lou Kolls,
1933/08/16,1933,08,16,CHA193308160,Washington Senators,Chicago White Sox,Comiskey Park I,Harry Geisel,Lou Kolls,(none),George Moriarty,,,Harry Geisel;Lou Kolls;George Moriarty,,
1933/08/17,1933,08,17,CHA193308170,Washington Senators,Chicago White Sox,Comiskey Park I,Lou Kolls,George Moriarty,(none),Harry Geisel,,,Lou Kolls;George Moriarty;Harry Geisel,,
1933/08/18,1933,08,18,CHA193308180,Washington Senators,Chicago White Sox,Comiskey Park I,George Moriarty,Harry Geisel,(none),Lou Kolls,,,George Moriarty;Harry Geisel;Lou Kolls,,
1933/08/19,1933,08,19,CHA193308190,New York Yankees,Chicago White Sox,Comiskey Park I,Harry Geisel,Lou Kolls,(none),George Moriarty,,,Harry Geisel;Lou Kolls;George Moriarty,,
1933/08/20,1933,08,20,CHA193308201,New York Yankees,Chicago White Sox,Comiskey Park I,Lou Kolls,George Moriarty,(none),Harry Geisel,,,Lou Kolls;George Moriarty;Harry Geisel,,
1933/08/20,1933,08,20,CHA193308202,New York Yankees,Chicago White Sox,Comiskey Park I,George Moriarty,Harry Geisel,(none),Lou Kolls,,,George Moriarty;Harry Geisel;Lou Kolls,,
1933/08/21,1933,08,21,CHA193308210,New York Yankees,Chicago White Sox,Comiskey Park I,Harry Geisel,Lou Kolls,(none),George Moriarty,,,Harry Geisel;Lou Kolls;George Moriarty,,
1933/08/22,1933,08,22,CHA193308221,Boston Red Sox,Chicago White Sox,Comiskey Park I,Bill Summers,Bill McGowan,(none),(none),,,Bill Summers;Bill McGowan,,
1933/08/22,1933,08,22,CHA193308222,Boston Red Sox,Chicago White Sox,Comiskey Park I,Bill McGowan,Bill Summers,(none),(none),,,Bill McGowan;Bill Summers,,
1933/08/23,1933,08,23,CHA193308231,Boston Red Sox,Chicago White Sox,Comiskey Park I,Bill McGowan,Bill Summers,(none),(none),,,Bill McGowan;Bill Summers,,
1933/08/23,1933,08,23,CHA193308232,Boston Red Sox,Chicago White Sox,Comiskey Park I,Bill Summers,Bill McGowan,(none),(none),,,Bill Summers;Bill McGowan,,
1933/08/24,1933,08,24,CHA193308241,Boston Red Sox,Chicago White Sox,Comiskey Park I,Bill Summers,Bill McGowan,(none),(none),,,Bill Summers;Bill McGowan,,
1933/08/24,1933,08,24,CHA193308242,Boston Red Sox,Chicago White Sox,Comiskey Park I,Bill McGowan,Bill Summers,(none),(none),,,Bill McGowan;Bill Summers,,
1933/08/25,1933,08,25,CHA193308250,Boston Red Sox,Chicago White Sox,Comiskey Park I,Bill Summers,Bill McGowan,(none),(none),,,Bill Summers;Bill McGowan,,
1933/08/26,1933,08,26,CHA193308260,Philadelphia Athletics,Chicago White Sox,Comiskey Park I,Bill McGowan,Bill Summers,(none),(none),,,Bill McGowan;Bill Summers,,
1933/08/27,1933,08,27,CHA193308271,Philadelphia Athletics,Chicago White Sox,Comiskey Park I,Bill Summers,Bill McGowan,(none),(none),,,Bill Summers;Bill McGowan,,
1933/08/27,1933,08,27,CHA193308272,Philadelphia Athletics,Chicago White Sox,Comiskey Park I,Bill McGowan,Bill Summers,(none),(none),,,Bill McGowan;Bill Summers,,
1933/08/28,1933,08,28,CHA193308280,Philadelphia Athletics,Chicago White Sox,Comiskey Park I,Bill Summers,Bill McGowan,(none),(none),,,Bill Summers;Bill McGowan,,
1933/08/29,1933,08,29,CHA193308290,Philadelphia Athletics,Chicago White Sox,Comiskey Park I,Bill McGowan,Bill Summers,(none),(none),,,Bill McGowan;Bill Summers,,
1933/08/31,1933,08,31,CHA193308310,Cleveland Guardians,Chicago White Sox,Comiskey Park I,Bill Summers,Bill McGowan,(none),(none),,,Bill Summers;Bill McGowan,,
1933/09/02,1933,09,02,CHA193309020,Cleveland Guardians,Chicago White Sox,Comiskey Park I,Bill McGowan,Bill Summers,(none),(none),,,Bill McGowan;Bill Summers,,
1933/09/03,1933,09,03,CHA193309030,Cleveland Guardians,Chicago White Sox,Comiskey Park I,Bill Summers,Bill McGowan,(none),(none),,,Bill Summers;Bill McGowan,,
1933/09/30,1933,09,30,CHA193309300,St.Louis Browns,Chicago White Sox,Comiskey Park I,Brick Owens,George Hildebrand,(none),Lou Kolls,,,Brick Owens;George Hildebrand;Lou Kolls,,
1933/04/12,1933,04,12,CHN193304120,St. Louis Cardinals,Chicago Cubs,Wrigley Field,Cy Rigler,George Magerkurth,(none),(none),,,Cy Rigler;George Magerkurth,,
1933/04/13,1933,04,13,CHN193304130,St. Louis Cardinals,Chicago Cubs,Wrigley Field,George Magerkurth,Cy Rigler,(none),(none),,,George Magerkurth;Cy Rigler,,
1933/04/15,1933,04,15,CHN193304150,Pittsburgh Pirates,Chicago Cubs,Wrigley Field,Cy Rigler,George Magerkurth,(none),(none),,,Cy Rigler;George Magerkurth,,
1933/04/18,1933,04,18,CHN193304180,Pittsburgh Pirates,Chicago Cubs,Wrigley Field,George Magerkurth,Cy Rigler,(none),(none),,,George Magerkurth;Cy Rigler,,
1933/04/28,1933,04,28,CHN193304280,Cincinnati Reds,Chicago Cubs,Wrigley Field,Beans Reardon,Ted McGrew,(none),Charlie Moran,,,Beans Reardon;Ted McGrew;Charlie Moran,,
1933/04/29,1933,04,29,CHN193304290,Cincinnati Reds,Chicago Cubs,Wrigley Field,Ted McGrew,Charlie Moran,(none),Beans Reardon,,,Ted McGrew;Charlie Moran;Beans Reardon,,
1933/04/30,1933,04,30,CHN193304301,St. Louis Cardinals,Chicago Cubs,Wrigley Field,Charlie Moran,Beans Reardon,(none),Ted McGrew,,,Charlie Moran;Beans Reardon;Ted McGrew,Jimmie Wilson ejected by Charlie Moran,
1933/05/16,1933,05,16,CHN193305160,New York Giants,Chicago Cubs,Wrigley Field,Dolly Stark,Cy Rigler,(none),(none),,,Dolly Stark;Cy Rigler,,
1933/05/18,1933,05,18,CHN193305181,New York Giants,Chicago Cubs,Wrigley Field,Cy Rigler,Dolly Stark,(none),(none),,,Cy Rigler;Dolly Stark,,
1933/05/18,1933,05,18,CHN193305182,New York Giants,Chicago Cubs,Wrigley Field,Dolly Stark,Cy Rigler,(none),(none),,,Dolly Stark;Cy Rigler,,
1933/05/20,1933,05,20,CHN193305200,Brooklyn Dodgers,Chicago Cubs,Wrigley Field,Cy Rigler,Dolly Stark,(none),(none),,,Cy Rigler;Dolly Stark,,
1933/05/21,1933,05,21,CHN193305211,Brooklyn Dodgers,Chicago Cubs,Wrigley Field,Dolly Stark,Cy Rigler,(none),(none),,,Dolly Stark;Cy Rigler,,
1933/05/21,1933,05,21,CHN193305212,Brooklyn Dodgers,Chicago Cubs,Wrigley Field,Cy Rigler,Dolly Stark,(none),(none),,,Cy Rigler;Dolly Stark,,
1933/05/22,1933,05,22,CHN193305220,Philadelphia Phillies,Chicago Cubs,Wrigley Field,George Magerkurth,Beans Reardon,(none),(none),,,George Magerkurth;Beans Reardon,,
1933/05/23,1933,05,23,CHN193305230,Philadelphia Phillies,Chicago Cubs,Wrigley Field,Beans Reardon,George Magerkurth,(none),(none),,,Beans Reardon;George Magerkurth,,
1933/05/24,1933,05,24,CHN193305240,Philadelphia Phillies,Chicago Cubs,Wrigley Field,George Magerkurth,Beans Reardon,(none),(none),,,George Magerkurth;Beans Reardon,,
1933/05/25,1933,05,25,CHN193305250,Boston Braves,Chicago Cubs,Wrigley Field,Ernie Quigley,George Barr,(none),(none),,,Ernie Quigley;George Barr,,
1933/05/26,1933,05,26,CHN193305260,Boston Braves,Chicago Cubs,Wrigley Field,George Barr,Charlie Moran,(none),(none),,,George Barr;Charlie Moran,,
1933/05/28,1933,05,28,CHN193305281,Boston Braves,Chicago Cubs,Wrigley Field,Charlie Moran,George Barr,(none),(none),,,Charlie Moran;George Barr,,
1933/05/28,1933,05,28,CHN193305282,Boston Braves,Chicago Cubs,Wrigley Field,George Barr,Charlie Moran,(none),(none),,,George Barr;Charlie Moran,Charlie Grimm ejected by George Barr,
1933/06/01,1933,06,01,CHN193306010,St. Louis Cardinals,Chicago Cubs,Wrigley Field,Cy Rigler,Dolly Stark,(none),(none),,,Cy Rigler;Dolly Stark,,
1933/06/03,1933,06,03,CHN193306030,St. Louis Cardinals,Chicago Cubs,Wrigley Field,Cy Rigler,Dolly Stark,(none),(none),,,Cy Rigler;Dolly Stark,,
1933/06/04,1933,06,04,CHN193306041,Pittsburgh Pirates,Chicago Cubs,Wrigley Field,Cy Rigler,Dolly Stark,(none),(none),,,Cy Rigler;Dolly Stark,,
1933/06/04,1933,06,04,CHN193306042,Pittsburgh Pirates,Chicago Cubs,Wrigley Field,Dolly Stark,Cy Rigler,(none),(none),,,Dolly Stark;Cy Rigler,,
1933/06/06,1933,06,06,CHN193306060,Pittsburgh Pirates,Chicago Cubs,Wrigley Field,Cy Rigler,Dolly Stark,(none),(none),,,Cy Rigler;Dolly Stark,,
1933/06/07,1933,06,07,CHN193306070,Pittsburgh Pirates,Chicago Cubs,Wrigley Field,Dolly Stark,Cy Rigler,(none),(none),,,Dolly Stark;Cy Rigler,,
1933/06/15,1933,06,15,CHN193306150,Pittsburgh Pirates,Chicago Cubs,Wrigley Field,George Barr,Cy Pfirman,(none),(none),,,George Barr;Cy Pfirman,,
1933/06/16,1933,06,16,CHN193306160,Pittsburgh Pirates,Chicago Cubs,Wrigley Field,Cy Pfirman,George Barr,(none),(none),,,Cy Pfirman;George Barr,,
1933/07/04,1933,07,04,CHN193307041,Cincinnati Reds,Chicago Cubs,Wrigley Field,Beans Reardon,Charlie Moran,(none),(none),,,Beans Reardon;Charlie Moran,,
1933/07/04,1933,07,04,CHN193307042,Cincinnati Reds,Chicago Cubs,Wrigley Field,Charlie Moran,Beans Reardon,(none),(none),,,Charlie Moran;Beans Reardon,,
1933/07/05,1933,07,05,CHN193307050,Cincinnati Reds,Chicago Cubs,Wrigley Field,Beans Reardon,Cy Rigler,(none),(none),,,Beans Reardon;Cy Rigler,,
1933/07/07,1933,07,07,CHN193307070,New York Giants,Chicago Cubs,Wrigley Field,Cy Rigler,Dolly Stark,(none),(none),,,Cy Rigler;Dolly Stark,,
1933/07/08,1933,07,08,CHN193307080,New York Giants,Chicago Cubs,Wrigley Field,Dolly Stark,Cy Rigler,(none),(none),,,Dolly Stark;Cy Rigler,,
1933/07/09,1933,07,09,CHN193307091,New York Giants,Chicago Cubs,Wrigley Field,Cy Rigler,Dolly Stark,(none),(none),,,Cy Rigler;Dolly Stark,,
1933/07/09,1933,07,09,CHN193307092,New York Giants,Chicago Cubs,Wrigley Field,Dolly Stark,Cy Rigler,(none),(none),,,Dolly Stark;Cy Rigler,,
1933/07/11,1933,07,11,CHN193307110,Brooklyn Dodgers,Chicago Cubs,Wrigley Field,Ernie Quigley,Ted McGrew,(none),George Magerkurth,,,Ernie Quigley;Ted McGrew;George Magerkurth,,
1933/07/12,1933,07,12,CHN193307120,Brooklyn Dodgers,Chicago Cubs,Wrigley Field,Ted McGrew,George Magerkurth,(none),Ernie Quigley,,,Ted McGrew;George Magerkurth;Ernie Quigley,,
1933/07/13,1933,07,13,CHN193307130,Brooklyn Dodgers,Chicago Cubs,Wrigley Field,George Magerkurth,Ernie Quigley,(none),Ted McGrew,,,George Magerkurth;Ernie Quigley;Ted McGrew,,
1933/07/14,1933,07,14,CHN193307140,Brooklyn Dodgers,Chicago Cubs,Wrigley Field,Ernie Quigley,Cy Pfirman,(none),(none),,,Ernie Quigley;Cy Pfirman,Al Lopez ejected by Ernie Quigley;Van Mungo ejected by Ernie Quigley,
1933/07/15,1933,07,15,CHN193307150,Boston Braves,Chicago Cubs,Wrigley Field,Beans Reardon,George Barr,(none),(none),,,Beans Reardon;George Barr,,
1933/07/16,1933,07,16,CHN193307161,Boston Braves,Chicago Cubs,Wrigley Field,George Barr,Beans Reardon,(none),(none),,,George Barr;Beans Reardon,,
1933/07/16,1933,07,16,CHN193307162,Boston Braves,Chicago Cubs,Wrigley Field,Beans Reardon,George Barr,(none),(none),,,Beans Reardon;George Barr,,
1933/07/18,1933,07,18,CHN193307180,Boston Braves,Chicago Cubs,Wrigley Field,George Barr,Beans Reardon,(none),(none),,,George Barr;Beans Reardon,,
1933/07/20,1933,07,20,CHN193307200,Philadelphia Phillies,Chicago Cubs,Wrigley Field,Dolly Stark,Cy Rigler,(none),(none),,,Dolly Stark;Cy Rigler,,
1933/07/22,1933,07,22,CHN193307220,Philadelphia Phillies,Chicago Cubs,Wrigley Field,Cy Rigler,Dolly Stark,(none),(none),,,Cy Rigler;Dolly Stark,Spud Davis ejected by Cy Rigler,
1933/07/23,1933,07,23,CHN193307231,Philadelphia Phillies,Chicago Cubs,Wrigley Field,Dolly Stark,Cy Rigler,(none),(none),,,Dolly Stark;Cy Rigler,,
1933/07/23,1933,07,23,CHN193307232,Philadelphia Phillies,Chicago Cubs,Wrigley Field,Cy Rigler,Dolly Stark,(none),(none),,,Cy Rigler;Dolly Stark,,
1933/08/01,1933,08,01,CHN193308010,Cincinnati Reds,Chicago Cubs,Wrigley Field,Bill Klem,Cy Pfirman,(none),(none),,,Bill Klem;Cy Pfirman,,
1933/08/02,1933,08,02,CHN193308020,Cincinnati Reds,Chicago Cubs,Wrigley Field,Cy Pfirman,Bill Klem,(none),(none),,,Cy Pfirman;Bill Klem,,
1933/08/03,1933,08,03,CHN193308030,Cincinnati Reds,Chicago Cubs,Wrigley Field,Bill Klem,Cy Pfirman,(none),(none),,,Bill Klem;Cy Pfirman,,
1933/08/05,1933,08,05,CHN193308050,Pittsburgh Pirates,Chicago Cubs,Wrigley Field,George Magerkurth,Ted McGrew,(none),(none),,,George Magerkurth;Ted McGrew,,
1933/08/06,1933,08,06,CHN193308060,Pittsburgh Pirates,Chicago Cubs,Wrigley Field,Ted McGrew,George Magerkurth,(none),(none),,,Ted McGrew;George Magerkurth,,
1933/08/08,1933,08,08,CHN193308080,St. Louis Cardinals,Chicago Cubs,Wrigley Field,George Magerkurth,Ted McGrew,(none),(none),,,George Magerkurth;Ted McGrew,,
1933/08/09,1933,08,09,CHN193308090,St. Louis Cardinals,Chicago Cubs,Wrigley Field,Ted McGrew,George Magerkurth,(none),(none),,,Ted McGrew;George Magerkurth,,
1933/08/13,1933,08,13,CHN193308130,Pittsburgh Pirates,Chicago Cubs,Wrigley Field,George Magerkurth,Ted McGrew,(none),Cy Pfirman,,,George Magerkurth;Ted McGrew;Cy Pfirman,,
1933/09/03,1933,09,03,CHN193309030,St. Louis Cardinals,Chicago Cubs,Wrigley Field,Charlie Moran,Cy Rigler,(none),George Barr,,,Charlie Moran;Cy Rigler;George Barr,,
1933/09/04,1933,09,04,CHN193309041,St. Louis Cardinals,Chicago Cubs,Wrigley Field,Cy Rigler,George Barr,(none),Charlie Moran,,,Cy Rigler;George Barr;Charlie Moran,,
1933/09/04,1933,09,04,CHN193309042,St. Louis Cardinals,Chicago Cubs,Wrigley Field,George Barr,Charlie Moran,(none),Cy Rigler,,,George Barr;Charlie Moran;Cy Rigler,,
1933/09/06,1933,09,06,CHN193309060,Boston Braves,Chicago Cubs,Wrigley Field,Ernie Quigley,Beans Reardon,(none),Ted McGrew,,,Ernie Quigley;Beans Reardon;Ted McGrew,,
1933/09/07,1933,09,07,CHN193309070,Boston Braves,Chicago Cubs,Wrigley Field,Beans Reardon,Ted McGrew,(none),Ernie Quigley,,,Beans Reardon;Ted McGrew;Ernie Quigley,,
1933/09/08,1933,09,08,CHN193309080,Boston Braves,Chicago Cubs,Wrigley Field,Ted McGrew,Ernie Quigley,(none),Beans Reardon,,,Ted McGrew;Ernie Quigley;Beans Reardon,,
1933/09/09,1933,09,09,CHN193309090,Philadelphia Phillies,Chicago Cubs,Wrigley Field,Cy Rigler,George Magerkurth,(none),(none),,,Cy Rigler;George Magerkurth,,
1933/09/12,1933,09,12,CHN193309120,Philadelphia Phillies,Chicago Cubs,Wrigley Field,George Magerkurth,Cy Rigler,(none),(none),,,George Magerkurth;Cy Rigler,,
1933/09/13,1933,09,13,CHN193309130,New York Giants,Chicago Cubs,Wrigley Field,Ernie Quigley,Cy Pfirman,(none),Dolly Stark,,,Ernie Quigley;Cy Pfirman;Dolly Stark,,
1933/09/14,1933,09,14,CHN193309140,New York Giants,Chicago Cubs,Wrigley Field,Cy Pfirman,Dolly Stark,(none),Ernie Quigley,,,Cy Pfirman;Dolly Stark;Ernie Quigley,,
1933/09/15,1933,09,15,CHN193309151,New York Giants,Chicago Cubs,Wrigley Field,Dolly Stark,Ernie Quigley,(none),Cy Pfirman,,,Dolly Stark;Ernie Quigley;Cy Pfirman,Pat Malone ejected by Dolly Stark;Kiddo Davis ejected by Dolly Stark,
1933/09/15,1933,09,15,CHN193309152,New York Giants,Chicago Cubs,Wrigley Field,Ernie Quigley,Cy Pfirman,(none),Dolly Stark,,,Ernie Quigley;Cy Pfirman;Dolly Stark,,
1933/09/16,1933,09,16,CHN193309161,New York Giants,Chicago Cubs,Wrigley Field,Cy Pfirman,Dolly Stark,(none),Ernie Quigley,,,Cy Pfirman;Dolly Stark;Ernie Quigley,,
1933/09/16,1933,09,16,CHN193309162,New York Giants,Chicago Cubs,Wrigley Field,Dolly Stark,Ernie Quigley,(none),Cy Pfirman,,,Dolly Stark;Ernie Quigley;Cy Pfirman,,
1933/09/17,1933,09,17,CHN193309171,Brooklyn Dodgers,Chicago Cubs,Wrigley Field,Charlie Moran,Beans Reardon,(none),George Magerkurth,,,Charlie Moran;Beans Reardon;George Magerkurth,,
1933/09/17,1933,09,17,CHN193309172,Brooklyn Dodgers,Chicago Cubs,Wrigley Field,Beans Reardon,George Magerkurth,(none),Charlie Moran,,,Beans Reardon;George Magerkurth;Charlie Moran,,
1933/09/18,1933,09,18,CHN193309180,Brooklyn Dodgers,Chicago Cubs,Wrigley Field,George Magerkurth,Charlie Moran,(none),Beans Reardon,,,George Magerkurth;Charlie Moran;Beans Reardon,,
1933/09/19,1933,09,19,CHN193309190,Brooklyn Dodgers,Chicago Cubs,Wrigley Field,Charlie Moran,Beans Reardon,(none),George Magerkurth,,,Charlie Moran;Beans Reardon;George Magerkurth,,
1933/09/23,1933,09,23,CHN193309230,Cincinnati Reds,Chicago Cubs,Wrigley Field,Cy Rigler,George Magerkurth,(none),Ted McGrew,,,Cy Rigler;George Magerkurth;Ted McGrew,,
1933/09/24,1933,09,24,CHN193309241,Cincinnati Reds,Chicago Cubs,Wrigley Field,George Magerkurth,Ted McGrew,(none),Cy Rigler,,,George Magerkurth;Ted McGrew;Cy Rigler,,
1933/09/24,1933,09,24,CHN193309242,Cincinnati Reds,Chicago Cubs,Wrigley Field,Ted McGrew,Cy Rigler,(none),George Magerkurth,,,Ted McGrew;Cy Rigler;George Magerkurth,,
1933/04/12,1933,04,12,CIN193304120,Pittsburgh Pirates,Cincinnati Reds,Crosley Field,Charlie Moran,Beans Reardon,(none),Ted McGrew,,,Charlie Moran;Beans Reardon;Ted McGrew,,
1933/04/13,1933,04,13,CIN193304130,Pittsburgh Pirates,Cincinnati Reds,Crosley Field,Beans Reardon,Ted McGrew,(none),Charlie Moran,,,Beans Reardon;Ted McGrew;Charlie Moran,,
1933/04/16,1933,04,16,CIN193304160,St. Louis Cardinals,Cincinnati Reds,Crosley Field,Ted McGrew,Charlie Moran,(none),Beans Reardon,,,Ted McGrew;Charlie Moran;Beans Reardon,,
1933/04/23,1933,04,23,CIN193304230,Chicago Cubs,Cincinnati Reds,Crosley Field,Cy Rigler,George Magerkurth,(none),(none),,,Cy Rigler;George Magerkurth,,
1933/04/25,1933,04,25,CIN193304250,Chicago Cubs,Cincinnati Reds,Crosley Field,George Magerkurth,Cy Rigler,(none),(none),,,George Magerkurth;Cy Rigler,,
1933/04/30,1933,04,30,CIN193304300,Pittsburgh Pirates,Cincinnati Reds,Crosley Field,Cy Rigler,George Magerkurth,(none),(none),,,Cy Rigler;George Magerkurth,,
1933/05/14,1933,05,14,CIN193305141,Chicago Cubs,Cincinnati Reds,Crosley Field,Beans Reardon,George Magerkurth,(none),(none),,,Beans Reardon;George Magerkurth,,
1933/05/14,1933,05,14,CIN193305142,Chicago Cubs,Cincinnati Reds,Crosley Field,George Magerkurth,Beans Reardon,(none),(none),,,George Magerkurth;Beans Reardon,,
