Date,Year,Month,Day,RetroID,Visitor,Home,Site,Home,FirstBase,SecondBase,ThirdBase,LeftField,RightField,AllUmpires,Ejections,Changes
1961/07/18,1961,07,18,SLN196107182,Chicago Cubs,St. Louis Cardinals,Sportsman's Park III,Al Barlick,Mel Steiner,Bill Jackowski,Ed Vargo,Shag Crawford,,Al Barlick;Mel Steiner;Bill Jackowski;Ed Vargo;Shag Crawford,,
1961/07/19,1961,07,19,SLN196107190,San Francisco Giants,St. Louis Cardinals,Sportsman's Park III,Mel Steiner,Bill Jackowski,Ed Vargo,Shag Crawford,Al Barlick,,Mel Steiner;Bill Jackowski;Ed Vargo;Shag Crawford;Al Barlick,,
1961/07/20,1961,07,20,SLN196107200,San Francisco Giants,St. Louis Cardinals,Sportsman's Park III,Bill Jackowski,Ed Vargo,Shag Crawford,Al Barlick,Mel Steiner,,Bill Jackowski;Ed Vargo;Shag Crawford;Al Barlick;Mel Steiner,,
1961/07/21,1961,07,21,SLN196107210,Los Angeles Dodgers,St. Louis Cardinals,Sportsman's Park III,Jocko Conlan,Ken Burkhart,Chris Pelekoudas,Augie Donatelli,,,Jocko Conlan;Ken Burkhart;Chris Pelekoudas;Augie Donatelli,,
1961/07/22,1961,07,22,SLN196107220,Los Angeles Dodgers,St. Louis Cardinals,Sportsman's Park III,Ken Burkhart,Chris Pelekoudas,Augie Donatelli,Jocko Conlan,,,Ken Burkhart;Chris Pelekoudas;Augie Donatelli;Jocko Conlan,,
1961/07/23,1961,07,23,SLN196107230,Los Angeles Dodgers,St. Louis Cardinals,Sportsman's Park III,Chris Pelekoudas,Augie Donatelli,Jocko Conlan,Ken Burkhart,,,Chris Pelekoudas;Augie Donatelli;Jocko Conlan;Ken Burkhart,Johnny Podres ejected by Chris Pelekoudas;Walter Alston ejected by Chris Pelekoudas,
1961/08/02,1961,08,02,SLN196108020,Pittsburgh Pirates,St. Louis Cardinals,Sportsman's Park III,Al Barlick,Bill Jackowski,Ed Vargo,Shag Crawford,,,Al Barlick;Bill Jackowski;Ed Vargo;Shag Crawford,,
1961/08/03,1961,08,03,SLN196108030,Pittsburgh Pirates,St. Louis Cardinals,Sportsman's Park III,Bill Jackowski,Ed Vargo,Shag Crawford,Al Barlick,,,Bill Jackowski;Ed Vargo;Shag Crawford;Al Barlick,,
1961/08/04,1961,08,04,SLN196108040,Philadelphia Phillies,St. Louis Cardinals,Sportsman's Park III,Jocko Conlan,Ken Burkhart,Chris Pelekoudas,Augie Donatelli,,,Jocko Conlan;Ken Burkhart;Chris Pelekoudas;Augie Donatelli,,
1961/08/05,1961,08,05,SLN196108050,Philadelphia Phillies,St. Louis Cardinals,Sportsman's Park III,Ken Burkhart,Chris Pelekoudas,Augie Donatelli,Jocko Conlan,,,Ken Burkhart;Chris Pelekoudas;Augie Donatelli;Jocko Conlan,,
1961/08/06,1961,08,06,SLN196108061,Philadelphia Phillies,St. Louis Cardinals,Sportsman's Park III,Chris Pelekoudas,Augie Donatelli,Jocko Conlan,Ken Burkhart,,,Chris Pelekoudas;Augie Donatelli;Jocko Conlan;Ken Burkhart,,
1961/08/06,1961,08,06,SLN196108062,Philadelphia Phillies,St. Louis Cardinals,Sportsman's Park III,Augie Donatelli,Jocko Conlan,Ken Burkhart,Chris Pelekoudas,,,Augie Donatelli;Jocko Conlan;Ken Burkhart;Chris Pelekoudas,,
1961/08/07,1961,08,07,SLN196108070,Cincinnati Reds,St. Louis Cardinals,Sportsman's Park III,Jocko Conlan,Ken Burkhart,Chris Pelekoudas,Augie Donatelli,,,Jocko Conlan;Ken Burkhart;Chris Pelekoudas;Augie Donatelli,,
1961/08/08,1961,08,08,SLN196108080,Cincinnati Reds,St. Louis Cardinals,Sportsman's Park III,Ken Burkhart,Chris Pelekoudas,Augie Donatelli,Jocko Conlan,,,Ken Burkhart;Chris Pelekoudas;Augie Donatelli;Jocko Conlan,Joey Jay ejected by Chris Pelekoudas,
1961/08/22,1961,08,22,SLN196108220,Los Angeles Dodgers,St. Louis Cardinals,Sportsman's Park III,Al Forman,Tom Gorman,Dusty Boggess,Stan Landes,,,Al Forman;Tom Gorman;Dusty Boggess;Stan Landes,,
1961/08/23,1961,08,23,SLN196108230,Los Angeles Dodgers,St. Louis Cardinals,Sportsman's Park III,Tom Gorman,Dusty Boggess,Stan Landes,Al Forman,,,Tom Gorman;Dusty Boggess;Stan Landes;Al Forman,,
1961/08/24,1961,08,24,SLN196108240,Los Angeles Dodgers,St. Louis Cardinals,Sportsman's Park III,Dusty Boggess,Stan Landes,Al Forman,Tom Gorman,,,Dusty Boggess;Stan Landes;Al Forman;Tom Gorman,,
1961/08/25,1961,08,25,SLN196108250,San Francisco Giants,St. Louis Cardinals,Sportsman's Park III,Augie Donatelli,Tony Venzon,Frank Secory,Ed Sudol,,,Augie Donatelli;Tony Venzon;Frank Secory;Ed Sudol,,
1961/08/26,1961,08,26,SLN196108260,San Francisco Giants,St. Louis Cardinals,Sportsman's Park III,Tony Venzon,Frank Secory,Ed Sudol,Augie Donatelli,,,Tony Venzon;Frank Secory;Ed Sudol;Augie Donatelli,,
1961/08/27,1961,08,27,SLN196108270,San Francisco Giants,St. Louis Cardinals,Sportsman's Park III,Frank Secory,Ed Sudol,Augie Donatelli,Tony Venzon,,,Frank Secory;Ed Sudol;Augie Donatelli;Tony Venzon,,
1961/09/01,1961,09,01,SLN196109010,Pittsburgh Pirates,St. Louis Cardinals,Sportsman's Park III,Dusty Boggess,Stan Landes,Al Forman,Tom Gorman,,,Dusty Boggess;Stan Landes;Al Forman;Tom Gorman,,
1961/09/02,1961,09,02,SLN196109020,Pittsburgh Pirates,St. Louis Cardinals,Sportsman's Park III,Stan Landes,Al Forman,Tom Gorman,Dusty Boggess,,,Stan Landes;Al Forman;Tom Gorman;Dusty Boggess,,
1961/09/03,1961,09,03,SLN196109030,Pittsburgh Pirates,St. Louis Cardinals,Sportsman's Park III,Al Forman,Tom Gorman,Dusty Boggess,Stan Landes,,,Al Forman;Tom Gorman;Dusty Boggess;Stan Landes,,
1961/09/04,1961,09,04,SLN196109040,Pittsburgh Pirates,St. Louis Cardinals,Sportsman's Park III,Tom Gorman,Dusty Boggess,Stan Landes,Al Forman,,,Tom Gorman;Dusty Boggess;Stan Landes;Al Forman,,
1961/09/05,1961,09,05,SLN196109050,Cincinnati Reds,St. Louis Cardinals,Sportsman's Park III,Ed Vargo,Shag Crawford,Al Barlick,Bill Jackowski,,,Ed Vargo;Shag Crawford;Al Barlick;Bill Jackowski,,
1961/09/06,1961,09,06,SLN196109060,Cincinnati Reds,St. Louis Cardinals,Sportsman's Park III,Shag Crawford,Al Barlick,Bill Jackowski,Ed Vargo,,,Shag Crawford;Al Barlick;Bill Jackowski;Ed Vargo,,
1961/09/11,1961,09,11,SLN196109110,Milwaukee Braves,St. Louis Cardinals,Sportsman's Park III,Mel Steiner,Jocko Conlan,Chris Pelekoudas,Ken Burkhart,Frank Walsh,,Mel Steiner;Jocko Conlan;Chris Pelekoudas;Ken Burkhart;Frank Walsh,,
1961/09/12,1961,09,12,SLN196109120,Milwaukee Braves,St. Louis Cardinals,Sportsman's Park III,Jocko Conlan,Chris Pelekoudas,Ken Burkhart,Frank Walsh,Mel Steiner,,Jocko Conlan;Chris Pelekoudas;Ken Burkhart;Frank Walsh;Mel Steiner,,
1961/09/14,1961,09,14,SLN196109141,Chicago Cubs,St. Louis Cardinals,Sportsman's Park III,Chris Pelekoudas,Ken Burkhart,Frank Walsh,Mel Steiner,Jocko Conlan,,Chris Pelekoudas;Ken Burkhart;Frank Walsh;Mel Steiner;Jocko Conlan,,
1961/09/14,1961,09,14,SLN196109142,Chicago Cubs,St. Louis Cardinals,Sportsman's Park III,Ken Burkhart,Frank Walsh,Mel Steiner,Jocko Conlan,Chris Pelekoudas,,Ken Burkhart;Frank Walsh;Mel Steiner;Jocko Conlan;Chris Pelekoudas,,
1961/09/19,1961,09,19,SLN196109190,Philadelphia Phillies,St. Louis Cardinals,Sportsman's Park III,Bill Jackowski,Ed Vargo,Lee Weyer,Shag Crawford,Al Barlick,,Bill Jackowski;Ed Vargo;Lee Weyer;Shag Crawford;Al Barlick,Harry Walker ejected by Ed Vargo,
1961/09/20,1961,09,20,SLN196109200,Philadelphia Phillies,St. Louis Cardinals,Sportsman's Park III,Lee Weyer,Ed Vargo,Shag Crawford,Al Barlick,Bill Jackowski,,Lee Weyer;Ed Vargo;Shag Crawford;Al Barlick;Bill Jackowski,Harry Walker ejected by Al Barlick,
1961/09/22,1961,09,22,SLN196109220,Los Angeles Dodgers,St. Louis Cardinals,Sportsman's Park III,Ed Vargo,Shag Crawford,Al Barlick,Bill Jackowski,Lee Weyer,,Ed Vargo;Shag Crawford;Al Barlick;Bill Jackowski;Lee Weyer,,
1961/09/23,1961,09,23,SLN196109230,Los Angeles Dodgers,St. Louis Cardinals,Sportsman's Park III,Shag Crawford,Al Barlick,Bill Jackowski,Lee Weyer,Ed Vargo,,Shag Crawford;Al Barlick;Bill Jackowski;Lee Weyer;Ed Vargo,,
1961/09/24,1961,09,24,SLN196109240,Los Angeles Dodgers,St. Louis Cardinals,Sportsman's Park III,Al Barlick,Bill Jackowski,Lee Weyer,Ed Vargo,Shag Crawford,,Al Barlick;Bill Jackowski;Lee Weyer;Ed Vargo;Shag Crawford,,
1961/04/10,1961,04,10,WS2196104100,Chicago White Sox,Washington Senators,Griffith Stadium,Charlie Berry,Frank Umont,Bob Stewart,Joe Linsalata,,,Charlie Berry;Frank Umont;Bob Stewart;Joe Linsalata,,
1961/04/14,1961,04,14,WS2196104140,Cleveland Indians,Washington Senators,Griffith Stadium,Frank Umont,Bob Stewart,Joe Linsalata,Charlie Berry,,,Frank Umont;Bob Stewart;Joe Linsalata;Charlie Berry,,
1961/04/15,1961,04,15,WS2196104150,Cleveland Indians,Washington Senators,Griffith Stadium,Bob Stewart,Joe Linsalata,Charlie Berry,Frank Umont,,,Bob Stewart;Joe Linsalata;Charlie Berry;Frank Umont,,
1961/04/16,1961,04,16,WS2196104160,Cleveland Indians,Washington Senators,Griffith Stadium,Joe Linsalata,Charlie Berry,Frank Umont,Bob Stewart,,,Joe Linsalata;Charlie Berry;Frank Umont;Bob Stewart,,
1961/04/27,1961,04,27,WS2196104270,Baltimore Orioles,Washington Senators,Griffith Stadium,Eddie Hurley,Bill Kinnamon,Jim Honochick,Red Flaherty,,,Eddie Hurley;Bill Kinnamon;Jim Honochick;Red Flaherty,,
1961/04/28,1961,04,28,WS2196104280,Baltimore Orioles,Washington Senators,Griffith Stadium,Bill Kinnamon,Jim Honochick,Red Flaherty,Eddie Hurley,,,Bill Kinnamon;Jim Honochick;Red Flaherty;Eddie Hurley,,
1961/04/29,1961,04,29,WS2196104290,Baltimore Orioles,Washington Senators,Griffith Stadium,Jim Honochick,Red Flaherty,Eddie Hurley,Bill Kinnamon,,,Jim Honochick;Red Flaherty;Eddie Hurley;Bill Kinnamon,,
1961/04/30,1961,04,30,WS2196104301,New York Yankees,Washington Senators,Griffith Stadium,Joe Paparella,Sam Carrigan,Ed Runge,Cal Drummond,,,Joe Paparella;Sam Carrigan;Ed Runge;Cal Drummond,,
1961/04/30,1961,04,30,WS2196104302,New York Yankees,Washington Senators,Griffith Stadium,Sam Carrigan,Ed Runge,Cal Drummond,Joe Paparella,,,Sam Carrigan;Ed Runge;Cal Drummond;Joe Paparella,,
1961/05/02,1961,05,02,WS2196105020,Detroit Tigers,Washington Senators,Griffith Stadium,Ed Runge,Cal Drummond,Joe Paparella,Sam Carrigan,,,Ed Runge;Cal Drummond;Joe Paparella;Sam Carrigan,,
1961/05/03,1961,05,03,WS2196105030,Detroit Tigers,Washington Senators,Griffith Stadium,Cal Drummond,Joe Paparella,Sam Carrigan,Ed Runge,,,Cal Drummond;Joe Paparella;Sam Carrigan;Ed Runge,,
1961/05/04,1961,05,04,WS2196105040,Detroit Tigers,Washington Senators,Griffith Stadium,Joe Paparella,Sam Carrigan,Ed Runge,Cal Drummond,,,Joe Paparella;Sam Carrigan;Ed Runge;Cal Drummond,,
1961/05/12,1961,05,12,WS2196105120,Boston Red Sox,Washington Senators,Griffith Stadium,Bill McKinley,Hank Soar,Nestor Chylak,Al Smith,,,Bill McKinley;Hank Soar;Nestor Chylak;Al Smith,,
1961/05/13,1961,05,13,WS2196105130,Boston Red Sox,Washington Senators,Griffith Stadium,Hank Soar,Nestor Chylak,Al Smith,Bill McKinley,,,Hank Soar;Nestor Chylak;Al Smith;Bill McKinley,,
1961/05/14,1961,05,14,WS2196105141,Boston Red Sox,Washington Senators,Griffith Stadium,Nestor Chylak,Al Smith,Bill McKinley,Hank Soar,,,Nestor Chylak;Al Smith;Bill McKinley;Hank Soar,,
1961/05/14,1961,05,14,WS2196105142,Boston Red Sox,Washington Senators,Griffith Stadium,Al Smith,Bill McKinley,Hank Soar,Nestor Chylak,,,Al Smith;Bill McKinley;Hank Soar;Nestor Chylak,,
1961/05/26,1961,05,26,WS2196105260,Minnesota Twins,Washington Senators,Griffith Stadium,Sam Carrigan,Cal Drummond,Joe Paparella,Ed Runge,,,Sam Carrigan;Cal Drummond;Joe Paparella;Ed Runge,,
1961/05/27,1961,05,27,WS2196105270,Minnesota Twins,Washington Senators,Griffith Stadium,Cal Drummond,Joe Paparella,Ed Runge,Sam Carrigan,,,Cal Drummond;Joe Paparella;Ed Runge;Sam Carrigan,,
1961/05/28,1961,05,28,WS2196105280,Minnesota Twins,Washington Senators,Griffith Stadium,Joe Paparella,Ed Runge,Sam Carrigan,Cal Drummond,,,Joe Paparella;Ed Runge;Sam Carrigan;Cal Drummond,,
1961/05/30,1961,05,30,WS2196105300,Los Angeles Angels,Washington Senators,Griffith Stadium,John Rice,Johnny Stevens,Harry Schwarts,Larry Napp,,,John Rice;Johnny Stevens;Harry Schwarts;Larry Napp,,
1961/05/31,1961,05,31,WS2196105310,Los Angeles Angels,Washington Senators,Griffith Stadium,Johnny Stevens,Harry Schwarts,Larry Napp,John Rice,,,Johnny Stevens;Harry Schwarts;Larry Napp;John Rice,,
1961/06/01,1961,06,01,WS2196106010,Los Angeles Angels,Washington Senators,Griffith Stadium,Harry Schwarts,Larry Napp,John Rice,Johnny Stevens,,,Harry Schwarts;Larry Napp;John Rice;Johnny Stevens,,
1961/06/02,1961,06,02,WS2196106020,Kansas City Athletics,Washington Senators,Griffith Stadium,Larry Napp,John Rice,Johnny Stevens,Harry Schwarts,,,Larry Napp;John Rice;Johnny Stevens;Harry Schwarts,,
1961/06/03,1961,06,03,WS2196106030,Kansas City Athletics,Washington Senators,Griffith Stadium,John Rice,Johnny Stevens,Harry Schwarts,Larry Napp,,,John Rice;Johnny Stevens;Harry Schwarts;Larry Napp,,
1961/06/04,1961,06,04,WS2196106040,Kansas City Athletics,Washington Senators,Griffith Stadium,Johnny Stevens,Harry Schwarts,Larry Napp,John Rice,,,Johnny Stevens;Harry Schwarts;Larry Napp;John Rice,,
1961/06/05,1961,06,05,WS2196106050,Cleveland Indians,Washington Senators,Griffith Stadium,Eddie Hurley,Jim Honochick,Red Flaherty,Bill Kinnamon,,,Eddie Hurley;Jim Honochick;Red Flaherty;Bill Kinnamon,,
1961/06/06,1961,06,06,WS2196106060,Cleveland Indians,Washington Senators,Griffith Stadium,Jim Honochick,Red Flaherty,Bill Kinnamon,Eddie Hurley,,,Jim Honochick;Red Flaherty;Bill Kinnamon;Eddie Hurley,,
1961/06/07,1961,06,07,WS2196106070,Cleveland Indians,Washington Senators,Griffith Stadium,Red Flaherty,Bill Kinnamon,Eddie Hurley,Jim Honochick,,,Red Flaherty;Bill Kinnamon;Eddie Hurley;Jim Honochick,,
1961/06/09,1961,06,09,WS2196106091,Chicago White Sox,Washington Senators,Griffith Stadium,Bill Kinnamon,Eddie Hurley,Jim Honochick,Red Flaherty,,,Bill Kinnamon;Eddie Hurley;Jim Honochick;Red Flaherty,,
1961/06/09,1961,06,09,WS2196106092,Chicago White Sox,Washington Senators,Griffith Stadium,Eddie Hurley,Jim Honochick,Red Flaherty,Bill Kinnamon,,,Eddie Hurley;Jim Honochick;Red Flaherty;Bill Kinnamon,Nellie Fox ejected by Jim Honochick,
1961/06/10,1961,06,10,WS2196106100,Chicago White Sox,Washington Senators,Griffith Stadium,Jim Honochick,Red Flaherty,Bill Kinnamon,Eddie Hurley,,,Jim Honochick;Red Flaherty;Bill Kinnamon;Eddie Hurley,,
1961/06/20,1961,06,20,WS2196106200,Detroit Tigers,Washington Senators,Griffith Stadium,Harry Schwarts,Larry Napp,Johnny Stevens,John Rice,,,Harry Schwarts;Larry Napp;Johnny Stevens;John Rice,,
1961/06/22,1961,06,22,WS2196106220,Detroit Tigers,Washington Senators,Griffith Stadium,Larry Napp,Johnny Stevens,John Rice,Harry Schwarts,,,Larry Napp;Johnny Stevens;John Rice;Harry Schwarts,,
1961/07/03,1961,07,03,WS2196107030,Boston Red Sox,Washington Senators,Griffith Stadium,Joe Paparella,Ed Runge,Sam Carrigan,Cal Drummond,,,Joe Paparella;Ed Runge;Sam Carrigan;Cal Drummond,,
1961/07/04,1961,07,04,WS2196107040,Boston Red Sox,Washington Senators,Griffith Stadium,Ed Runge,Sam Carrigan,Cal Drummond,Joe Paparella,,,Ed Runge;Sam Carrigan;Cal Drummond;Joe Paparella,,
1961/07/05,1961,07,05,WS2196107050,Baltimore Orioles,Washington Senators,Griffith Stadium,John Rice,Harry Schwarts,Larry Napp,Johnny Stevens,,,John Rice;Harry Schwarts;Larry Napp;Johnny Stevens,,
1961/07/06,1961,07,06,WS2196107060,Baltimore Orioles,Washington Senators,Griffith Stadium,Harry Schwarts,Larry Napp,Johnny Stevens,John Rice,,,Harry Schwarts;Larry Napp;Johnny Stevens;John Rice,,
1961/07/07,1961,07,07,WS2196107070,Minnesota Twins,Washington Senators,Griffith Stadium,Larry Napp,Johnny Stevens,John Rice,Harry Schwarts,,,Larry Napp;Johnny Stevens;John Rice;Harry Schwarts,,
1961/07/08,1961,07,08,WS2196107080,Minnesota Twins,Washington Senators,Griffith Stadium,Johnny Stevens,John Rice,Harry Schwarts,Larry Napp,,,Johnny Stevens;John Rice;Harry Schwarts;Larry Napp,,
1961/07/09,1961,07,09,WS2196107090,Minnesota Twins,Washington Senators,Griffith Stadium,John Rice,Harry Schwarts,Larry Napp,Johnny Stevens,,,John Rice;Harry Schwarts;Larry Napp;Johnny Stevens,,
1961/07/14,1961,07,14,WS2196107141,Kansas City Athletics,Washington Senators,Griffith Stadium,Charlie Berry,Joe Linsalata,Frank Umont,Bob Stewart,,,Charlie Berry;Joe Linsalata;Frank Umont;Bob Stewart,,
1961/07/14,1961,07,14,WS2196107142,Kansas City Athletics,Washington Senators,Griffith Stadium,Joe Linsalata,Frank Umont,Bob Stewart,Charlie Berry,,,Joe Linsalata;Frank Umont;Bob Stewart;Charlie Berry,,
1961/07/15,1961,07,15,WS2196107150,Kansas City Athletics,Washington Senators,Griffith Stadium,Frank Umont,Bob Stewart,Charlie Berry,Joe Linsalata,,,Frank Umont;Bob Stewart;Charlie Berry;Joe Linsalata,,
1961/07/16,1961,07,16,WS2196107161,Los Angeles Angels,Washington Senators,Griffith Stadium,Al Smith,Hank Soar,Bill McKinley,Nestor Chylak,,,Al Smith;Hank Soar;Bill McKinley;Nestor Chylak,,
1961/07/16,1961,07,16,WS2196107162,Los Angeles Angels,Washington Senators,Griffith Stadium,Hank Soar,Bill McKinley,Nestor Chylak,Al Smith,,,Hank Soar;Bill McKinley;Nestor Chylak;Al Smith,,
1961/07/18,1961,07,18,WS2196107180,New York Yankees,Washington Senators,Griffith Stadium,Bill McKinley,Nestor Chylak,Al Smith,Hank Soar,,,Bill McKinley;Nestor Chylak;Al Smith;Hank Soar,,
1961/07/19,1961,07,19,WS2196107191,New York Yankees,Washington Senators,Griffith Stadium,Nestor Chylak,Al Smith,Hank Soar,Bill McKinley,,,Nestor Chylak;Al Smith;Hank Soar;Bill McKinley,,
1961/07/19,1961,07,19,WS2196107192,New York Yankees,Washington Senators,Griffith Stadium,Al Smith,Hank Soar,Bill McKinley,Nestor Chylak,,,Al Smith;Hank Soar;Bill McKinley;Nestor Chylak,,
1961/08/11,1961,08,11,WS2196108110,New York Yankees,Washington Senators,Griffith Stadium,Frank Umont,Bob Stewart,Charlie Berry,Joe Linsalata,,,Frank Umont;Bob Stewart;Charlie Berry;Joe Linsalata,,
1961/08/12,1961,08,12,WS2196108120,New York Yankees,Washington Senators,Griffith Stadium,Bob Stewart,Charlie Berry,Joe Linsalata,Frank Umont,,,Bob Stewart;Charlie Berry;Joe Linsalata;Frank Umont,,
1961/08/13,1961,08,13,WS2196108131,New York Yankees,Washington Senators,Griffith Stadium,Charlie Berry,Joe Linsalata,Frank Umont,Bob Stewart,,,Charlie Berry;Joe Linsalata;Frank Umont;Bob Stewart,,
1961/08/13,1961,08,13,WS2196108132,New York Yankees,Washington Senators,Griffith Stadium,Joe Linsalata,Frank Umont,Bob Stewart,Charlie Berry,,,Joe Linsalata;Frank Umont;Bob Stewart;Charlie Berry,,
1961/08/14,1961,08,14,WS2196108140,Los Angeles Angels,Washington Senators,Griffith Stadium,Frank Umont,Bob Stewart,Charlie Berry,Joe Linsalata,,,Frank Umont;Bob Stewart;Charlie Berry;Joe Linsalata,,
1961/08/15,1961,08,15,WS2196108150,Los Angeles Angels,Washington Senators,Griffith Stadium,Bob Stewart,Charlie Berry,Joe Linsalata,Frank Umont,,,Bob Stewart;Charlie Berry;Joe Linsalata;Frank Umont,,
1961/08/16,1961,08,16,WS2196108160,Los Angeles Angels,Washington Senators,Griffith Stadium,Charlie Berry,Joe Linsalata,Frank Umont,Bob Stewart,,,Charlie Berry;Joe Linsalata;Frank Umont;Bob Stewart,,
1961/08/17,1961,08,17,WS2196108170,Los Angeles Angels,Washington Senators,Griffith Stadium,Joe Linsalata,Frank Umont,Bob Stewart,Charlie Berry,,,Joe Linsalata;Frank Umont;Bob Stewart;Charlie Berry,,
1961/08/18,1961,08,18,WS2196108180,Baltimore Orioles,Washington Senators,Griffith Stadium,Eddie Hurley,Red Flaherty,Jim Honochick,Bill Kinnamon,,,Eddie Hurley;Red Flaherty;Jim Honochick;Bill Kinnamon,,
1961/08/19,1961,08,19,WS2196108190,Baltimore Orioles,Washington Senators,Griffith Stadium,Red Flaherty,Jim Honochick,Bill Kinnamon,Eddie Hurley,,,Red Flaherty;Jim Honochick;Bill Kinnamon;Eddie Hurley,,
1961/08/20,1961,08,20,WS2196108200,Baltimore Orioles,Washington Senators,Griffith Stadium,Jim Honochick,Bill Kinnamon,Eddie Hurley,Red Flaherty,,,Jim Honochick;Bill Kinnamon;Eddie Hurley;Red Flaherty,,
1961/08/25,1961,08,25,WS2196108250,Detroit Tigers,Washington Senators,Griffith Stadium,Johnny Stevens,John Rice,Harry Schwarts,Larry Napp,,,Johnny Stevens;John Rice;Harry Schwarts;Larry Napp,,
1961/08/27,1961,08,27,WS2196108271,Detroit Tigers,Washington Senators,Griffith Stadium,John Rice,Harry Schwarts,Larry Napp,Johnny Stevens,,,John Rice;Harry Schwarts;Larry Napp;Johnny Stevens,,
1961/08/27,1961,08,27,WS2196108272,Detroit Tigers,Washington Senators,Griffith Stadium,Harry Schwarts,Larry Napp,Johnny Stevens,John Rice,,,Harry Schwarts;Larry Napp;Johnny Stevens;John Rice,,
1961/08/28,1961,08,28,WS2196108280,Detroit Tigers,Washington Senators,Griffith Stadium,Larry Napp,Johnny Stevens,John Rice,Harry Schwarts,,,Larry Napp;Johnny Stevens;John Rice;Harry Schwarts,,
1961/08/29,1961,08,29,WS2196108290,Cleveland Indians,Washington Senators,Griffith Stadium,Johnny Stevens,John Rice,Harry Schwarts,Larry Napp,,,Johnny Stevens;John Rice;Harry Schwarts;Larry Napp,,
1961/08/30,1961,08,30,WS2196108300,Cleveland Indians,Washington Senators,Griffith Stadium,John Rice,Harry Schwarts,Larry Napp,Johnny Stevens,,,John Rice;Harry Schwarts;Larry Napp;Johnny Stevens,,
1961/08/31,1961,08,31,WS2196108310,Cleveland Indians,Washington Senators,Griffith Stadium,Harry Schwarts,Larry Napp,Johnny Stevens,John Rice,,,Harry Schwarts;Larry Napp;Johnny Stevens;John Rice,,
1961/09/01,1961,09,01,WS2196109011,Chicago White Sox,Washington Senators,Griffith Stadium,Hank Soar,Bill McKinley,Sam Carrigan,Al Smith,,,Hank Soar;Bill McKinley;Sam Carrigan;Al Smith,,
1961/09/01,1961,09,01,WS2196109012,Chicago White Sox,Washington Senators,Griffith Stadium,Bill McKinley,Sam Carrigan,Al Smith,Hank Soar,,,Bill McKinley;Sam Carrigan;Al Smith;Hank Soar,,
1961/09/02,1961,09,02,WS2196109020,Chicago White Sox,Washington Senators,Griffith Stadium,Sam Carrigan,Al Smith,Hank Soar,Bill McKinley,,,Sam Carrigan;Al Smith;Hank Soar;Bill McKinley,,
1961/09/03,1961,09,03,WS2196109031,Chicago White Sox,Washington Senators,Griffith Stadium,Al Smith,Hank Soar,Bill McKinley,Sam Carrigan,,,Al Smith;Hank Soar;Bill McKinley;Sam Carrigan,,
1961/09/03,1961,09,03,WS2196109032,Chicago White Sox,Washington Senators,Griffith Stadium,Hank Soar,Bill McKinley,Sam Carrigan,Al Smith,,,Hank Soar;Bill McKinley;Sam Carrigan;Al Smith,,
1961/09/11,1961,09,11,WS2196109110,Boston Red Sox,Washington Senators,Griffith Stadium,Bob Stewart,Charlie Berry,Frank Umont,Joe Linsalata,,,Bob Stewart;Charlie Berry;Frank Umont;Joe Linsalata,,
1961/09/12,1961,09,12,WS2196109120,Boston Red Sox,Washington Senators,Griffith Stadium,Charlie Berry,Frank Umont,Joe Linsalata,Bob Stewart,,,Charlie Berry;Frank Umont;Joe Linsalata;Bob Stewart,,
1961/09/13,1961,09,13,WS2196109130,Boston Red Sox,Washington Senators,Griffith Stadium,Frank Umont,Joe Linsalata,Bob Stewart,Charlie Berry,,,Frank Umont;Joe Linsalata;Bob Stewart;Charlie Berry,,
1961/09/15,1961,09,15,WS2196109150,Kansas City Athletics,Washington Senators,Griffith Stadium,Joe Linsalata,Bob Stewart,Charlie Berry,Frank Umont,,,Joe Linsalata;Bob Stewart;Charlie Berry;Frank Umont,,
1961/09/16,1961,09,16,WS2196109160,Kansas City Athletics,Washington Senators,Griffith Stadium,Bob Stewart,Charlie Berry,Frank Umont,Joe Linsalata,,,Bob Stewart;Charlie Berry;Frank Umont;Joe Linsalata,,
1961/09/17,1961,09,17,WS2196109170,Kansas City Athletics,Washington Senators,Griffith Stadium,Charlie Berry,Frank Umont,Joe Linsalata,Bob Stewart,,,Charlie Berry;Frank Umont;Joe Linsalata;Bob Stewart,,
1961/09/19,1961,09,19,WS2196109190,Minnesota Twins,Washington Senators,Griffith Stadium,Red Flaherty,Bill Kinnamon,Bill Haller,Eddie Hurley,,,Red Flaherty;Bill Kinnamon;Bill Haller;Eddie Hurley,,
1961/09/21,1961,09,21,WS2196109210,Minnesota Twins,Washington Senators,Griffith Stadium,Bill Kinnamon,Bill Haller,Eddie Hurley,Red Flaherty,,,Bill Kinnamon;Bill Haller;Eddie Hurley;Red Flaherty,,
1962/04/14,1962,04,14,BAL196204140,Boston Red Sox,Baltimore Orioles,Memorial Stadium,Hank Soar,John Rice,Bill Kinnamon,Joe Paparella,,,Hank Soar;John Rice;Bill Kinnamon;Joe Paparella,,
1962/04/15,1962,04,15,BAL196204151,Boston Red Sox,Baltimore Orioles,Memorial Stadium,John Rice,Bill Kinnamon,Joe Paparella,Hank Soar,,,John Rice;Bill Kinnamon;Joe Paparella;Hank Soar,,
