Date,Year,Month,Day,RetroID,Visitor,Home,Site,Home,FirstBase,SecondBase,ThirdBase,LeftField,RightField,AllUmpires,Ejections,Changes
1960/05/30,1960,05,30,BAL196005302,Boston Red Sox,Baltimore Orioles,Memorial Stadium,Jim Honochick,Nestor Chylak,Bill McKinley,Johnny Stevens,,,Jim Honochick;Nestor Chylak;Bill McKinley;Johnny Stevens,,
1960/05/31,1960,05,31,BAL196005310,New York Yankees,Baltimore Orioles,Memorial Stadium,Nestor Chylak,Bill McKinley,Johnny Stevens,Jim Honochick,,,Nestor Chylak;Bill McKinley;Johnny Stevens;Jim Honochick,,
1960/06/01,1960,06,01,BAL196006010,New York Yankees,Baltimore Orioles,Memorial Stadium,Bill McKinley,Johnny Stevens,Jim Honochick,Nestor Chylak,,,Bill McKinley;Johnny Stevens;Jim Honochick;Nestor Chylak,,
1960/06/02,1960,06,02,BAL196006020,New York Yankees,Baltimore Orioles,Memorial Stadium,Johnny Stevens,Jim Honochick,Nestor Chylak,Bill McKinley,,,Johnny Stevens;Jim Honochick;Nestor Chylak;Bill McKinley,,
1960/06/04,1960,06,04,BAL196006040,Washington Senators,Baltimore Orioles,Memorial Stadium,Nestor Chylak,Bill McKinley,Johnny Stevens,Jim Honochick,,,Nestor Chylak;Bill McKinley;Johnny Stevens;Jim Honochick,,
1960/06/06,1960,06,06,BAL196006060,Washington Senators,Baltimore Orioles,Memorial Stadium,Johnny Stevens,Jim Honochick,Nestor Chylak,Bill McKinley,,,Johnny Stevens;Jim Honochick;Nestor Chylak;Bill McKinley,,
1960/06/07,1960,06,07,BAL196006070,Detroit Tigers,Baltimore Orioles,Memorial Stadium,Al Smith,Ed Runge,Joe Paparella,John Rice,,,Al Smith;Ed Runge;Joe Paparella;John Rice,,
1960/06/08,1960,06,08,BAL196006080,Detroit Tigers,Baltimore Orioles,Memorial Stadium,Ed Runge,Joe Paparella,John Rice,Al Smith,,,Ed Runge;Joe Paparella;John Rice;Al Smith,,
1960/06/09,1960,06,09,BAL196006091,Detroit Tigers,Baltimore Orioles,Memorial Stadium,Joe Paparella,John Rice,Al Smith,Ed Runge,,,Joe Paparella;John Rice;Al Smith;Ed Runge,,
1960/06/09,1960,06,09,BAL196006092,Detroit Tigers,Baltimore Orioles,Memorial Stadium,John Rice,Al Smith,Ed Runge,Joe Paparella,,,John Rice;Al Smith;Ed Runge;Joe Paparella,Jimmy Dykes ejected by Ed Runge,
1960/06/10,1960,06,10,BAL196006100,Kansas City Athletics,Baltimore Orioles,Memorial Stadium,Al Smith,Ed Runge,Joe Paparella,John Rice,,,Al Smith;Ed Runge;Joe Paparella;John Rice,,
1960/06/11,1960,06,11,BAL196006110,Kansas City Athletics,Baltimore Orioles,Memorial Stadium,Ed Runge,Joe Paparella,John Rice,Al Smith,,,Ed Runge;Joe Paparella;John Rice;Al Smith,,
1960/06/12,1960,06,12,BAL196006121,Kansas City Athletics,Baltimore Orioles,Memorial Stadium,Joe Paparella,John Rice,Al Smith,Ed Runge,,,Joe Paparella;John Rice;Al Smith;Ed Runge,,
1960/06/12,1960,06,12,BAL196006122,Kansas City Athletics,Baltimore Orioles,Memorial Stadium,John Rice,Al Smith,Ed Runge,Joe Paparella,,,John Rice;Al Smith;Ed Runge;Joe Paparella,,
1960/06/27,1960,06,27,BAL196006270,Washington Senators,Baltimore Orioles,Memorial Stadium,Joe Paparella,John Rice,Al Smith,Ed Runge,,,Joe Paparella;John Rice;Al Smith;Ed Runge,Paul Richards ejected by Joe Paparella,
1960/06/28,1960,06,28,BAL196006280,Cleveland Indians,Baltimore Orioles,Memorial Stadium,John Rice,Al Smith,Ed Runge,Joe Paparella,,,John Rice;Al Smith;Ed Runge;Joe Paparella,,
1960/06/29,1960,06,29,BAL196006290,Cleveland Indians,Baltimore Orioles,Memorial Stadium,Al Smith,Ed Runge,Joe Paparella,John Rice,,,Al Smith;Ed Runge;Joe Paparella;John Rice,Paul Richards ejected by Al Smith,
1960/06/30,1960,06,30,BAL196006300,Cleveland Indians,Baltimore Orioles,Memorial Stadium,Ed Runge,Joe Paparella,John Rice,Al Smith,,,Ed Runge;Joe Paparella;John Rice;Al Smith,,
1960/07/01,1960,07,01,BAL196007010,Chicago White Sox,Baltimore Orioles,Memorial Stadium,Joe Paparella,John Rice,Al Smith,Ed Runge,,,Joe Paparella;John Rice;Al Smith;Ed Runge,,
1960/07/02,1960,07,02,BAL196007020,Chicago White Sox,Baltimore Orioles,Memorial Stadium,John Rice,Al Smith,Ed Runge,Joe Paparella,,,John Rice;Al Smith;Ed Runge;Joe Paparella,,
1960/07/03,1960,07,03,BAL196007030,Chicago White Sox,Baltimore Orioles,Memorial Stadium,Al Smith,Ed Runge,Joe Paparella,John Rice,,,Al Smith;Ed Runge;Joe Paparella;John Rice,,
1960/07/06,1960,07,06,BAL196007060,New York Yankees,Baltimore Orioles,Memorial Stadium,Eddie Hurley,Bob Stewart,Hank Soar,Red Flaherty,,,Eddie Hurley;Bob Stewart;Hank Soar;Red Flaherty,,
1960/07/07,1960,07,07,BAL196007070,New York Yankees,Baltimore Orioles,Memorial Stadium,Bob Stewart,Hank Soar,Red Flaherty,Eddie Hurley,,,Bob Stewart;Hank Soar;Red Flaherty;Eddie Hurley,,
1960/07/08,1960,07,08,BAL196007080,Washington Senators,Baltimore Orioles,Memorial Stadium,Hank Soar,Red Flaherty,Eddie Hurley,Bob Stewart,,,Hank Soar;Red Flaherty;Eddie Hurley;Bob Stewart,,
1960/07/09,1960,07,09,BAL196007090,Washington Senators,Baltimore Orioles,Memorial Stadium,Red Flaherty,Eddie Hurley,Bob Stewart,Hank Soar,,,Red Flaherty;Eddie Hurley;Bob Stewart;Hank Soar,,
1960/07/10,1960,07,10,BAL196007100,Washington Senators,Baltimore Orioles,Memorial Stadium,Eddie Hurley,Bob Stewart,Hank Soar,Red Flaherty,,,Eddie Hurley;Bob Stewart;Hank Soar;Red Flaherty,,
1960/07/22,1960,07,22,BAL196007220,Detroit Tigers,Baltimore Orioles,Memorial Stadium,Larry Napp,Frank Umont,Cal Drummond,Charlie Berry,,,Larry Napp;Frank Umont;Cal Drummond;Charlie Berry,,
1960/07/23,1960,07,23,BAL196007231,Detroit Tigers,Baltimore Orioles,Memorial Stadium,Frank Umont,Cal Drummond,Charlie Berry,Larry Napp,,,Frank Umont;Cal Drummond;Charlie Berry;Larry Napp,,
1960/07/23,1960,07,23,BAL196007232,Detroit Tigers,Baltimore Orioles,Memorial Stadium,Cal Drummond,Charlie Berry,Larry Napp,Frank Umont,,,Cal Drummond;Charlie Berry;Larry Napp;Frank Umont,,
1960/07/24,1960,07,24,BAL196007240,Detroit Tigers,Baltimore Orioles,Memorial Stadium,Charlie Berry,Larry Napp,Frank Umont,Cal Drummond,,,Charlie Berry;Larry Napp;Frank Umont;Cal Drummond,,
1960/07/26,1960,07,26,BAL196007260,Kansas City Athletics,Baltimore Orioles,Memorial Stadium,Larry Napp,Frank Umont,Cal Drummond,Charlie Berry,,,Larry Napp;Frank Umont;Cal Drummond;Charlie Berry,,
1960/07/28,1960,07,28,BAL196007280,Kansas City Athletics,Baltimore Orioles,Memorial Stadium,Frank Umont,Cal Drummond,Charlie Berry,Larry Napp,,,Frank Umont;Cal Drummond;Charlie Berry;Larry Napp,,
1960/07/29,1960,07,29,BAL196007290,Cleveland Indians,Baltimore Orioles,Memorial Stadium,Nestor Chylak,Johnny Stevens,Bill McKinley,Jim Honochick,,,Nestor Chylak;Johnny Stevens;Bill McKinley;Jim Honochick,,
1960/07/30,1960,07,30,BAL196007300,Cleveland Indians,Baltimore Orioles,Memorial Stadium,Johnny Stevens,Bill McKinley,Jim Honochick,Nestor Chylak,,,Johnny Stevens;Bill McKinley;Jim Honochick;Nestor Chylak,,
1960/07/31,1960,07,31,BAL196007310,Cleveland Indians,Baltimore Orioles,Memorial Stadium,Bill McKinley,Jim Honochick,Nestor Chylak,Johnny Stevens,,,Bill McKinley;Jim Honochick;Nestor Chylak;Johnny Stevens,,
1960/08/01,1960,08,01,BAL196008010,Chicago White Sox,Baltimore Orioles,Memorial Stadium,Jim Honochick,Nestor Chylak,Johnny Stevens,Bill McKinley,,,Jim Honochick;Nestor Chylak;Johnny Stevens;Bill McKinley,Paul Richards ejected by Jim Honochick,
1960/08/02,1960,08,02,BAL196008020,Chicago White Sox,Baltimore Orioles,Memorial Stadium,Nestor Chylak,Johnny Stevens,Bill McKinley,Jim Honochick,,,Nestor Chylak;Johnny Stevens;Bill McKinley;Jim Honochick,,
1960/08/03,1960,08,03,BAL196008030,Chicago White Sox,Baltimore Orioles,Memorial Stadium,Johnny Stevens,Bill McKinley,Jim Honochick,Nestor Chylak,,,Johnny Stevens;Bill McKinley;Jim Honochick;Nestor Chylak,,
1960/08/12,1960,08,12,BAL196008120,Boston Red Sox,Baltimore Orioles,Memorial Stadium,Bob Stewart,Hank Soar,Red Flaherty,Eddie Hurley,,,Bob Stewart;Hank Soar;Red Flaherty;Eddie Hurley,,
1960/08/13,1960,08,13,BAL196008130,Boston Red Sox,Baltimore Orioles,Memorial Stadium,Hank Soar,Red Flaherty,Eddie Hurley,Bob Stewart,,,Hank Soar;Red Flaherty;Eddie Hurley;Bob Stewart,,
1960/08/14,1960,08,14,BAL196008140,Boston Red Sox,Baltimore Orioles,Memorial Stadium,Red Flaherty,Eddie Hurley,Bob Stewart,Hank Soar,,,Red Flaherty;Eddie Hurley;Bob Stewart;Hank Soar,,
1960/08/17,1960,08,17,BAL196008170,Washington Senators,Baltimore Orioles,Memorial Stadium,John Rice,Al Smith,Joe Paparella,Ed Runge,,,John Rice;Al Smith;Joe Paparella;Ed Runge,Bob Allison ejected by John Rice;Paul Richards ejected by Al Smith,
1960/08/18,1960,08,18,BAL196008180,Washington Senators,Baltimore Orioles,Memorial Stadium,Al Smith,Joe Paparella,Ed Runge,John Rice,,,Al Smith;Joe Paparella;Ed Runge;John Rice,,
1960/08/23,1960,08,23,BAL196008230,Detroit Tigers,Baltimore Orioles,Memorial Stadium,Bill McKinley,Hank Soar,Ed Runge,Al Smith,,,Bill McKinley;Hank Soar;Ed Runge;Al Smith,,
1960/08/24,1960,08,24,BAL196008240,Detroit Tigers,Baltimore Orioles,Memorial Stadium,Hank Soar,Ed Runge,Al Smith,Bill McKinley,,,Hank Soar;Ed Runge;Al Smith;Bill McKinley,,
1960/08/25,1960,08,25,BAL196008250,Detroit Tigers,Baltimore Orioles,Memorial Stadium,Ed Runge,Al Smith,Bill McKinley,Hank Soar,,,Ed Runge;Al Smith;Bill McKinley;Hank Soar,,
1960/08/26,1960,08,26,BAL196008261,Kansas City Athletics,Baltimore Orioles,Memorial Stadium,Al Smith,Bill McKinley,Hank Soar,Ed Runge,,,Al Smith;Bill McKinley;Hank Soar;Ed Runge,,
1960/08/26,1960,08,26,BAL196008262,Kansas City Athletics,Baltimore Orioles,Memorial Stadium,Bill McKinley,Hank Soar,Ed Runge,Al Smith,,,Bill McKinley;Hank Soar;Ed Runge;Al Smith,Jim Gentile ejected by Hank Soar,
1960/08/27,1960,08,27,BAL196008270,Kansas City Athletics,Baltimore Orioles,Memorial Stadium,Hank Soar,Ed Runge,Al Smith,Bill McKinley,,,Hank Soar;Ed Runge;Al Smith;Bill McKinley,,
1960/08/28,1960,08,28,BAL196008280,Chicago White Sox,Baltimore Orioles,Memorial Stadium,Johnny Stevens,Red Flaherty,John Rice,Eddie Hurley,,,Johnny Stevens;Red Flaherty;John Rice;Eddie Hurley,Nellie Fox ejected by Eddie Hurley,
1960/08/29,1960,08,29,BAL196008290,Chicago White Sox,Baltimore Orioles,Memorial Stadium,Red Flaherty,John Rice,Eddie Hurley,Johnny Stevens,,,Red Flaherty;John Rice;Eddie Hurley;Johnny Stevens,,
1960/08/30,1960,08,30,BAL196008300,Cleveland Indians,Baltimore Orioles,Memorial Stadium,John Rice,Eddie Hurley,Johnny Stevens,Red Flaherty,,,John Rice;Eddie Hurley;Johnny Stevens;Red Flaherty,,
1960/08/31,1960,08,31,BAL196008310,Cleveland Indians,Baltimore Orioles,Memorial Stadium,Eddie Hurley,Johnny Stevens,Red Flaherty,John Rice,,,Eddie Hurley;Johnny Stevens;Red Flaherty;John Rice,,
1960/09/02,1960,09,02,BAL196009020,New York Yankees,Baltimore Orioles,Memorial Stadium,Charlie Berry,Larry Napp,Bob Stewart,Frank Umont,,,Charlie Berry;Larry Napp;Bob Stewart;Frank Umont,,
1960/09/03,1960,09,03,BAL196009030,New York Yankees,Baltimore Orioles,Memorial Stadium,Larry Napp,Bob Stewart,Frank Umont,Charlie Berry,,,Larry Napp;Bob Stewart;Frank Umont;Charlie Berry,,Home: Charlie Berry 9th inning;SecondBase: (None) 9th inning;ThirdBase: Frank Umont 9th inning
1960/09/04,1960,09,04,BAL196009040,New York Yankees,Baltimore Orioles,Memorial Stadium,Bob Stewart,Frank Umont,Charlie Berry,Larry Napp,,,Bob Stewart;Frank Umont;Charlie Berry;Larry Napp,,
1960/09/20,1960,09,20,BAL196009200,Boston Red Sox,Baltimore Orioles,Memorial Stadium,Larry Napp,Frank Umont,Bob Stewart,Charlie Berry,,,Larry Napp;Frank Umont;Bob Stewart;Charlie Berry,,
1960/09/21,1960,09,21,BAL196009210,Boston Red Sox,Baltimore Orioles,Memorial Stadium,Frank Umont,Bob Stewart,Charlie Berry,Larry Napp,,,Frank Umont;Bob Stewart;Charlie Berry;Larry Napp,,
1960/04/19,1960,04,19,BOS196004190,New York Yankees,Boston Red Sox,Fenway Park,Eddie Hurley,Hank Soar,Red Flaherty,Bob Stewart,,,Eddie Hurley;Hank Soar;Red Flaherty;Bob Stewart,,
1960/04/20,1960,04,20,BOS196004200,New York Yankees,Boston Red Sox,Fenway Park,Hank Soar,Red Flaherty,Bob Stewart,Eddie Hurley,,,Hank Soar;Red Flaherty;Bob Stewart;Eddie Hurley,,
1960/04/21,1960,04,21,BOS196004210,New York Yankees,Boston Red Sox,Fenway Park,Red Flaherty,Bob Stewart,Eddie Hurley,Hank Soar,,,Red Flaherty;Bob Stewart;Eddie Hurley;Hank Soar,,
1960/04/30,1960,04,30,BOS196004300,Washington Senators,Boston Red Sox,Fenway Park,Larry Napp,Frank Umont,Cal Drummond,Charlie Berry,,,Larry Napp;Frank Umont;Cal Drummond;Charlie Berry,,
1960/05/03,1960,05,03,BOS196005030,Kansas City Athletics,Boston Red Sox,Fenway Park,Jim Honochick,Nestor Chylak,Bill McKinley,Johnny Stevens,,,Jim Honochick;Nestor Chylak;Bill McKinley;Johnny Stevens,,
1960/05/04,1960,05,04,BOS196005040,Kansas City Athletics,Boston Red Sox,Fenway Park,Nestor Chylak,Bill McKinley,Johnny Stevens,Jim Honochick,,,Nestor Chylak;Bill McKinley;Johnny Stevens;Jim Honochick,,
1960/05/06,1960,05,06,BOS196005060,Detroit Tigers,Boston Red Sox,Fenway Park,Bill McKinley,Johnny Stevens,Jim Honochick,Nestor Chylak,,,Bill McKinley;Johnny Stevens;Jim Honochick;Nestor Chylak,,
1960/05/07,1960,05,07,BOS196005070,Detroit Tigers,Boston Red Sox,Fenway Park,Johnny Stevens,Jim Honochick,Nestor Chylak,Bill McKinley,,,Johnny Stevens;Jim Honochick;Nestor Chylak;Bill McKinley,,
1960/05/10,1960,05,10,BOS196005100,Chicago White Sox,Boston Red Sox,Fenway Park,Hank Soar,Red Flaherty,Bob Stewart,Eddie Hurley,,,Hank Soar;Red Flaherty;Bob Stewart;Eddie Hurley,,
1960/05/12,1960,05,12,BOS196005120,Chicago White Sox,Boston Red Sox,Fenway Park,Red Flaherty,Bob Stewart,Eddie Hurley,Hank Soar,,,Red Flaherty;Bob Stewart;Eddie Hurley;Hank Soar,,
1960/05/14,1960,05,14,BOS196005140,Baltimore Orioles,Boston Red Sox,Fenway Park,John Rice,Ed Runge,Joe Paparella,Al Smith,,,John Rice;Ed Runge;Joe Paparella;Al Smith,,
1960/05/15,1960,05,15,BOS196005151,Baltimore Orioles,Boston Red Sox,Fenway Park,Ed Runge,Joe Paparella,Al Smith,John Rice,,,Ed Runge;Joe Paparella;Al Smith;John Rice,,
1960/05/15,1960,05,15,BOS196005152,Baltimore Orioles,Boston Red Sox,Fenway Park,Joe Paparella,Al Smith,John Rice,Ed Runge,,,Joe Paparella;Al Smith;John Rice;Ed Runge,,
1960/05/31,1960,05,31,BOS196005310,Washington Senators,Boston Red Sox,Fenway Park,Ed Runge,Joe Paparella,John Rice,Al Smith,,,Ed Runge;Joe Paparella;John Rice;Al Smith,,
1960/06/02,1960,06,02,BOS196006021,Washington Senators,Boston Red Sox,Fenway Park,Joe Paparella,John Rice,Al Smith,Ed Runge,,,Joe Paparella;John Rice;Al Smith;Ed Runge,,
1960/06/02,1960,06,02,BOS196006022,Washington Senators,Boston Red Sox,Fenway Park,John Rice,Al Smith,Ed Runge,Joe Paparella,,,John Rice;Al Smith;Ed Runge;Joe Paparella,,
1960/06/07,1960,06,07,BOS196006070,Cleveland Indians,Boston Red Sox,Fenway Park,Jim Honochick,Nestor Chylak,Bill McKinley,Johnny Stevens,,,Jim Honochick;Nestor Chylak;Bill McKinley;Johnny Stevens,Don Buddin ejected by Jim Honochick,
1960/06/08,1960,06,08,BOS196006081,Cleveland Indians,Boston Red Sox,Fenway Park,Nestor Chylak,Bill McKinley,Johnny Stevens,Jim Honochick,,,Nestor Chylak;Bill McKinley;Johnny Stevens;Jim Honochick,,
1960/06/08,1960,06,08,BOS196006082,Cleveland Indians,Boston Red Sox,Fenway Park,Bill McKinley,Johnny Stevens,Jim Honochick,Nestor Chylak,,,Bill McKinley;Johnny Stevens;Jim Honochick;Nestor Chylak,,
1960/06/09,1960,06,09,BOS196006090,Cleveland Indians,Boston Red Sox,Fenway Park,Johnny Stevens,Jim Honochick,Nestor Chylak,Bill McKinley,,,Johnny Stevens;Jim Honochick;Nestor Chylak;Bill McKinley,,
1960/06/10,1960,06,10,BOS196006100,Chicago White Sox,Boston Red Sox,Fenway Park,Jim Honochick,Nestor Chylak,Eddie Hurley,Bill McKinley,,,Jim Honochick;Nestor Chylak;Eddie Hurley;Bill McKinley,Al Lopez ejected by Jim Honochick,
1960/06/11,1960,06,11,BOS196006111,Chicago White Sox,Boston Red Sox,Fenway Park,Nestor Chylak,Eddie Hurley,Bill McKinley,Jim Honochick,,,Nestor Chylak;Eddie Hurley;Bill McKinley;Jim Honochick,,
1960/06/11,1960,06,11,BOS196006112,Chicago White Sox,Boston Red Sox,Fenway Park,Eddie Hurley,Bill McKinley,Jim Honochick,Nestor Chylak,,,Eddie Hurley;Bill McKinley;Jim Honochick;Nestor Chylak,,
1960/06/12,1960,06,12,BOS196006120,Chicago White Sox,Boston Red Sox,Fenway Park,Bill McKinley,Jim Honochick,Nestor Chylak,Eddie Hurley,,,Bill McKinley;Jim Honochick;Nestor Chylak;Eddie Hurley,,
1960/06/28,1960,06,28,BOS196006280,Detroit Tigers,Boston Red Sox,Fenway Park,Bob Stewart,Hank Soar,Red Flaherty,Eddie Hurley,,,Bob Stewart;Hank Soar;Red Flaherty;Eddie Hurley,,
1960/06/29,1960,06,29,BOS196006290,Detroit Tigers,Boston Red Sox,Fenway Park,Hank Soar,Red Flaherty,Eddie Hurley,Bob Stewart,,,Hank Soar;Red Flaherty;Eddie Hurley;Bob Stewart,,
1960/06/30,1960,06,30,BOS196006300,Detroit Tigers,Boston Red Sox,Fenway Park,Red Flaherty,Eddie Hurley,Bob Stewart,Hank Soar,,,Red Flaherty;Eddie Hurley;Bob Stewart;Hank Soar,Red Wilson ejected by Hank Soar,
1960/07/02,1960,07,02,BOS196007020,Kansas City Athletics,Boston Red Sox,Fenway Park,Eddie Hurley,Bob Stewart,Hank Soar,Red Flaherty,,,Eddie Hurley;Bob Stewart;Hank Soar;Red Flaherty,,
1960/07/03,1960,07,03,BOS196007030,Kansas City Athletics,Boston Red Sox,Fenway Park,Bob Stewart,Hank Soar,Red Flaherty,Eddie Hurley,,,Bob Stewart;Hank Soar;Red Flaherty;Eddie Hurley,,
1960/07/04,1960,07,04,BOS196007041,Baltimore Orioles,Boston Red Sox,Fenway Park,Larry Napp,Frank Umont,Cal Drummond,Charlie Berry,,,Larry Napp;Frank Umont;Cal Drummond;Charlie Berry,,
1960/07/04,1960,07,04,BOS196007042,Baltimore Orioles,Boston Red Sox,Fenway Park,Frank Umont,Cal Drummond,Charlie Berry,Larry Napp,,,Frank Umont;Cal Drummond;Charlie Berry;Larry Napp,,
1960/07/05,1960,07,05,BOS196007050,Baltimore Orioles,Boston Red Sox,Fenway Park,Cal Drummond,Charlie Berry,Larry Napp,Frank Umont,,,Cal Drummond;Charlie Berry;Larry Napp;Frank Umont,,
1960/07/06,1960,07,06,BOS196007060,Washington Senators,Boston Red Sox,Fenway Park,Charlie Berry,Larry Napp,Frank Umont,Cal Drummond,,,Charlie Berry;Larry Napp;Frank Umont;Cal Drummond,,
1960/07/07,1960,07,07,BOS196007071,Washington Senators,Boston Red Sox,Fenway Park,Larry Napp,Frank Umont,Cal Drummond,Charlie Berry,,,Larry Napp;Frank Umont;Cal Drummond;Charlie Berry,,
1960/07/07,1960,07,07,BOS196007072,Washington Senators,Boston Red Sox,Fenway Park,Frank Umont,Cal Drummond,Charlie Berry,Larry Napp,,,Frank Umont;Cal Drummond;Charlie Berry;Larry Napp,,
1960/07/08,1960,07,08,BOS196007080,New York Yankees,Boston Red Sox,Fenway Park,Cal Drummond,Charlie Berry,Larry Napp,Frank Umont,,,Cal Drummond;Charlie Berry;Larry Napp;Frank Umont,,
1960/07/09,1960,07,09,BOS196007090,New York Yankees,Boston Red Sox,Fenway Park,Charlie Berry,Larry Napp,Frank Umont,Cal Drummond,,,Charlie Berry;Larry Napp;Frank Umont;Cal Drummond,,
1960/07/10,1960,07,10,BOS196007100,New York Yankees,Boston Red Sox,Fenway Park,Larry Napp,Frank Umont,Cal Drummond,Charlie Berry,,,Larry Napp;Frank Umont;Cal Drummond;Charlie Berry,,
1960/07/22,1960,07,22,BOS196007220,Cleveland Indians,Boston Red Sox,Fenway Park,Red Flaherty,Eddie Hurley,Bob Stewart,Hank Soar,,,Red Flaherty;Eddie Hurley;Bob Stewart;Hank Soar,,
1960/07/23,1960,07,23,BOS196007230,Cleveland Indians,Boston Red Sox,Fenway Park,Eddie Hurley,Bob Stewart,Hank Soar,Red Flaherty,,,Eddie Hurley;Bob Stewart;Hank Soar;Red Flaherty,Ken Aspromonte ejected by Bob Stewart;Jim Piersall ejected by Eddie Hurley;Joe Gordon ejected by Eddie Hurley;Mel Harder ejected by Eddie Hurley,
1960/07/24,1960,07,24,BOS196007241,Cleveland Indians,Boston Red Sox,Fenway Park,Bob Stewart,Hank Soar,Red Flaherty,Eddie Hurley,,,Bob Stewart;Hank Soar;Red Flaherty;Eddie Hurley,John Romano ejected by Bob Stewart,
1960/07/24,1960,07,24,BOS196007242,Cleveland Indians,Boston Red Sox,Fenway Park,Hank Soar,Red Flaherty,Eddie Hurley,Bob Stewart,,,Hank Soar;Red Flaherty;Eddie Hurley;Bob Stewart,Vic Power ejected by Eddie Hurley;Joe Gordon ejected by Hank Soar,
