Date,Year,Month,Day,RetroID,Visitor,Home,Site,Home,FirstBase,SecondBase,ThirdBase,LeftField,RightField,AllUmpires,Ejections,Changes
1950/09/27,1950,09,27,NY1195009271,Philadelphia Phillies,New York Giants,Polo Grounds V,Larry Goetz,Frank Dascoli,Lou Jorda,Augie Donatelli,,,Larry Goetz;Frank Dascoli;Lou Jorda;Augie Donatelli,,
1950/09/27,1950,09,27,NY1195009272,Philadelphia Phillies,New York Giants,Polo Grounds V,Frank Dascoli,Lou Jorda,Augie Donatelli,Larry Goetz,,,Frank Dascoli;Lou Jorda;Augie Donatelli;Larry Goetz,,
1950/09/28,1950,09,28,NY1195009281,Philadelphia Phillies,New York Giants,Polo Grounds V,Lou Jorda,Augie Donatelli,Larry Goetz,Frank Dascoli,,,Lou Jorda;Augie Donatelli;Larry Goetz;Frank Dascoli,,
1950/09/28,1950,09,28,NY1195009282,Philadelphia Phillies,New York Giants,Polo Grounds V,Augie Donatelli,Larry Goetz,Frank Dascoli,Lou Jorda,,,Augie Donatelli;Larry Goetz;Frank Dascoli;Lou Jorda,,
1950/04/21,1950,04,21,NYA195004210,Washington Senators,New York Yankees,Yankee Stadium I,Jim Honochick,Bill McGowan,Bill McKinley,Eddie Hurley,,,Jim Honochick;Bill McGowan;Bill McKinley;Eddie Hurley,,
1950/04/22,1950,04,22,NYA195004220,Washington Senators,New York Yankees,Yankee Stadium I,Bill McGowan,Bill McKinley,Eddie Hurley,Jim Honochick,,,Bill McGowan;Bill McKinley;Eddie Hurley;Jim Honochick,,
1950/04/26,1950,04,26,NYA195004260,Boston Red Sox,New York Yankees,Yankee Stadium I,Eddie Rommel,Joe Paparella,(none),Cal Hubbard,,,Eddie Rommel;Joe Paparella;Cal Hubbard,,
1950/04/27,1950,04,27,NYA195004270,Boston Red Sox,New York Yankees,Yankee Stadium I,Joe Paparella,Cal Hubbard,(none),Eddie Rommel,,,Joe Paparella;Cal Hubbard;Eddie Rommel,,
1950/05/03,1950,05,03,NYA195005030,Chicago White Sox,New York Yankees,Yankee Stadium I,Bill Summers,Bill Grieve,(none),Johnny Stevens,,,Bill Summers;Bill Grieve;Johnny Stevens,,
1950/05/04,1950,05,04,NYA195005040,Chicago White Sox,New York Yankees,Yankee Stadium I,Bill Grieve,Johnny Stevens,(none),Bill Summers,,,Bill Grieve;Johnny Stevens;Bill Summers,,
1950/05/06,1950,05,06,NYA195005061,Cleveland Guardians,New York Yankees,Yankee Stadium I,Johnny Stevens,Bill Summers,(none),Bill Grieve,,,Johnny Stevens;Bill Summers;Bill Grieve,Johnny Lindell ejected by Johnny Stevens,
1950/05/06,1950,05,06,NYA195005062,Cleveland Guardians,New York Yankees,Yankee Stadium I,Bill Summers,Bill Grieve,(none),Johnny Stevens,,,Bill Summers;Bill Grieve;Johnny Stevens,,
1950/05/07,1950,05,07,NYA195005070,Detroit Tigers,New York Yankees,Yankee Stadium I,Charlie Berry,Hank Soar,Jim Boyer,Art Passarella,,,Charlie Berry;Hank Soar;Jim Boyer;Art Passarella,,
1950/05/08,1950,05,08,NYA195005080,Detroit Tigers,New York Yankees,Yankee Stadium I,Hank Soar,Jim Boyer,Art Passarella,Charlie Berry,,,Hank Soar;Jim Boyer;Art Passarella;Charlie Berry,,
1950/05/09,1950,05,09,NYA195005090,St.Louis Browns,New York Yankees,Yankee Stadium I,Jim Boyer,Art Passarella,Charlie Berry,Hank Soar,,,Jim Boyer;Art Passarella;Charlie Berry;Hank Soar,,
1950/05/11,1950,05,11,NYA195005111,St.Louis Browns,New York Yankees,Yankee Stadium I,Art Passarella,Charlie Berry,Hank Soar,Jim Boyer,,,Art Passarella;Charlie Berry;Hank Soar;Jim Boyer,,
1950/05/11,1950,05,11,NYA195005112,St.Louis Browns,New York Yankees,Yankee Stadium I,Charlie Berry,Hank Soar,Jim Boyer,Art Passarella,,,Charlie Berry;Hank Soar;Jim Boyer;Art Passarella,,
1950/05/12,1950,05,12,NYA195005120,Philadelphia Athletics,New York Yankees,Yankee Stadium I,Bill Summers,Bill Grieve,(none),Johnny Stevens,,,Bill Summers;Bill Grieve;Johnny Stevens,,
1950/05/13,1950,05,13,NYA195005130,Philadelphia Athletics,New York Yankees,Yankee Stadium I,Bill Grieve,Johnny Stevens,(none),Bill Summers,,,Bill Grieve;Johnny Stevens;Bill Summers,,
1950/05/14,1950,05,14,NYA195005140,Philadelphia Athletics,New York Yankees,Yankee Stadium I,Johnny Stevens,Bill Summers,(none),Bill Grieve,,,Johnny Stevens;Bill Summers;Bill Grieve,,
1950/05/30,1950,05,30,NYA195005301,Boston Red Sox,New York Yankees,Yankee Stadium I,Johnny Stevens,Bill Summers,(none),Bill Grieve,,,Johnny Stevens;Bill Summers;Bill Grieve,,
1950/05/30,1950,05,30,NYA195005302,Boston Red Sox,New York Yankees,Yankee Stadium I,Bill Summers,Bill Grieve,(none),Johnny Stevens,,,Bill Summers;Bill Grieve;Johnny Stevens,,
1950/06/01,1950,06,01,NYA195006010,Chicago White Sox,New York Yankees,Yankee Stadium I,Eddie Rommel,Joe Paparella,(none),Cal Hubbard,,,Eddie Rommel;Joe Paparella;Cal Hubbard,,
1950/06/02,1950,06,02,NYA195006020,Chicago White Sox,New York Yankees,Yankee Stadium I,Joe Paparella,Cal Hubbard,(none),Eddie Rommel,,,Joe Paparella;Cal Hubbard;Eddie Rommel,,
1950/06/03,1950,06,03,NYA195006031,Chicago White Sox,New York Yankees,Yankee Stadium I,Cal Hubbard,Eddie Rommel,(none),Joe Paparella,,,Cal Hubbard;Eddie Rommel;Joe Paparella,,
1950/06/03,1950,06,03,NYA195006032,Chicago White Sox,New York Yankees,Yankee Stadium I,Eddie Rommel,Joe Paparella,(none),Cal Hubbard,,,Eddie Rommel;Joe Paparella;Cal Hubbard,,
1950/06/04,1950,06,04,NYA195006040,Cleveland Guardians,New York Yankees,Yankee Stadium I,Joe Paparella,Cal Hubbard,(none),Eddie Rommel,,,Joe Paparella;Cal Hubbard;Eddie Rommel,,
1950/06/05,1950,06,05,NYA195006050,Cleveland Guardians,New York Yankees,Yankee Stadium I,Cal Hubbard,Eddie Rommel,(none),Joe Paparella,,,Cal Hubbard;Eddie Rommel;Joe Paparella,,
1950/06/06,1950,06,06,NYA195006060,Cleveland Guardians,New York Yankees,Yankee Stadium I,Eddie Rommel,Joe Paparella,(none),Cal Hubbard,,,Eddie Rommel;Joe Paparella;Cal Hubbard,,
1950/06/07,1950,06,07,NYA195006070,Detroit Tigers,New York Yankees,Yankee Stadium I,Eddie Hurley,Jim Honochick,Bill McKinley,Bill McGowan,,,Eddie Hurley;Jim Honochick;Bill McKinley;Bill McGowan,,
1950/06/08,1950,06,08,NYA195006080,Detroit Tigers,New York Yankees,Yankee Stadium I,Jim Honochick,Bill McKinley,Bill McGowan,Eddie Hurley,,,Jim Honochick;Bill McKinley;Bill McGowan;Eddie Hurley,,
1950/06/09,1950,06,09,NYA195006090,Detroit Tigers,New York Yankees,Yankee Stadium I,Bill McKinley,Bill McGowan,Eddie Hurley,Jim Honochick,,,Bill McKinley;Bill McGowan;Eddie Hurley;Jim Honochick,,
1950/06/11,1950,06,11,NYA195006111,St.Louis Browns,New York Yankees,Yankee Stadium I,Eddie Hurley,Jim Honochick,Bill McKinley,Bill McGowan,,,Eddie Hurley;Jim Honochick;Bill McKinley;Bill McGowan,,
1950/06/11,1950,06,11,NYA195006112,St.Louis Browns,New York Yankees,Yankee Stadium I,Jim Honochick,Bill McKinley,Bill McGowan,Eddie Hurley,,,Jim Honochick;Bill McKinley;Bill McGowan;Eddie Hurley,,
1950/06/27,1950,06,27,NYA195006270,Washington Senators,New York Yankees,Yankee Stadium I,Hank Soar,Charlie Berry,Jim Boyer,Art Passarella,,,Hank Soar;Charlie Berry;Jim Boyer;Art Passarella,,
1950/06/28,1950,06,28,NYA195006280,Washington Senators,New York Yankees,Yankee Stadium I,Charlie Berry,Art Passarella,(none),Hank Soar,,,Charlie Berry;Art Passarella;Hank Soar,,
1950/06/29,1950,06,29,NYA195006290,Washington Senators,New York Yankees,Yankee Stadium I,Jim Boyer,Art Passarella,Hank Soar,Charlie Berry,,,Jim Boyer;Art Passarella;Hank Soar;Charlie Berry,,
1950/07/05,1950,07,05,NYA195007050,Philadelphia Athletics,New York Yankees,Yankee Stadium I,Jim Honochick,Bill Grieve,(none),Bill Summers,,,Jim Honochick;Bill Grieve;Bill Summers,,
1950/07/06,1950,07,06,NYA195007060,Philadelphia Athletics,New York Yankees,Yankee Stadium I,Bill Grieve,Bill Summers,(none),Jim Honochick,,,Bill Grieve;Bill Summers;Jim Honochick,,
1950/07/07,1950,07,07,NYA195007070,Boston Red Sox,New York Yankees,Yankee Stadium I,Bill Summers,Jim Honochick,Eddie Rommel,Bill Grieve,,,Bill Summers;Jim Honochick;Eddie Rommel;Bill Grieve,,
1950/07/08,1950,07,08,NYA195007080,Boston Red Sox,New York Yankees,Yankee Stadium I,Jim Honochick,Eddie Rommel,Bill Grieve,Bill Summers,,,Jim Honochick;Eddie Rommel;Bill Grieve;Bill Summers,,
1950/07/09,1950,07,09,NYA195007090,Boston Red Sox,New York Yankees,Yankee Stadium I,Eddie Rommel,Bill Grieve,Bill Summers,Jim Honochick,,,Eddie Rommel;Bill Grieve;Bill Summers;Jim Honochick,,
1950/07/14,1950,07,14,NYA195007140,Cleveland Guardians,New York Yankees,Yankee Stadium I,Charlie Berry,Art Passarella,Eddie Hurley,Jim Boyer,,,Charlie Berry;Art Passarella;Eddie Hurley;Jim Boyer,,
1950/07/15,1950,07,15,NYA195007150,Cleveland Guardians,New York Yankees,Yankee Stadium I,Art Passarella,Eddie Hurley,Jim Boyer,Charlie Berry,,,Art Passarella;Eddie Hurley;Jim Boyer;Charlie Berry,,
1950/07/16,1950,07,16,NYA195007161,Chicago White Sox,New York Yankees,Yankee Stadium I,Eddie Hurley,Jim Boyer,Charlie Berry,Art Passarella,,,Eddie Hurley;Jim Boyer;Charlie Berry;Art Passarella,,
1950/07/16,1950,07,16,NYA195007162,Chicago White Sox,New York Yankees,Yankee Stadium I,Jim Boyer,Charlie Berry,Art Passarella,Eddie Hurley,,,Jim Boyer;Charlie Berry;Art Passarella;Eddie Hurley,,
1950/07/17,1950,07,17,NYA195007170,Chicago White Sox,New York Yankees,Yankee Stadium I,Charlie Berry,Art Passarella,Eddie Hurley,Jim Boyer,,,Charlie Berry;Art Passarella;Eddie Hurley;Jim Boyer,,
1950/07/18,1950,07,18,NYA195007180,St.Louis Browns,New York Yankees,Yankee Stadium I,Bill Grieve,Bill Summers,(none),Johnny Stevens,,,Bill Grieve;Bill Summers;Johnny Stevens,,
1950/07/19,1950,07,19,NYA195007191,St.Louis Browns,New York Yankees,Yankee Stadium I,Bill Summers,Johnny Stevens,(none),Bill Grieve,,,Bill Summers;Johnny Stevens;Bill Grieve,,
1950/07/19,1950,07,19,NYA195007192,St.Louis Browns,New York Yankees,Yankee Stadium I,Johnny Stevens,Bill Grieve,(none),Bill Summers,,,Johnny Stevens;Bill Grieve;Bill Summers,Zack Taylor ejected by Bill Grieve,
1950/07/21,1950,07,21,NYA195007210,Detroit Tigers,New York Yankees,Yankee Stadium I,Bill Grieve,Bill Summers,Cal Hubbard,Johnny Stevens,,,Bill Grieve;Bill Summers;Cal Hubbard;Johnny Stevens,,
1950/07/22,1950,07,22,NYA195007220,Detroit Tigers,New York Yankees,Yankee Stadium I,Bill Summers,Cal Hubbard,Johnny Stevens,Bill Grieve,,,Bill Summers;Cal Hubbard;Johnny Stevens;Bill Grieve,,
1950/07/23,1950,07,23,NYA195007230,Detroit Tigers,New York Yankees,Yankee Stadium I,Cal Hubbard,Johnny Stevens,Bill Grieve,Bill Summers,,,Cal Hubbard;Johnny Stevens;Bill Grieve;Bill Summers,,
1950/08/08,1950,08,08,NYA195008080,Boston Red Sox,New York Yankees,Yankee Stadium I,Cal Hubbard,Joe Paparella,Eddie Hurley,Eddie Rommel,,,Cal Hubbard;Joe Paparella;Eddie Hurley;Eddie Rommel,,
1950/08/09,1950,08,09,NYA195008090,Boston Red Sox,New York Yankees,Yankee Stadium I,Joe Paparella,Eddie Hurley,Eddie Rommel,Cal Hubbard,,,Joe Paparella;Eddie Hurley;Eddie Rommel;Cal Hubbard,,
1950/08/10,1950,08,10,NYA195008100,Philadelphia Athletics,New York Yankees,Yankee Stadium I,Eddie Hurley,Bill McGowan,(none),Eddie Rommel,,,Eddie Hurley;Bill McGowan;Eddie Rommel,,
1950/08/11,1950,08,11,NYA195008110,Philadelphia Athletics,New York Yankees,Yankee Stadium I,Bill McGowan,Eddie Rommel,(none),Eddie Hurley,,,Bill McGowan;Eddie Rommel;Eddie Hurley,,
1950/08/12,1950,08,12,NYA195008120,Philadelphia Athletics,New York Yankees,Yankee Stadium I,Eddie Rommel,Eddie Hurley,(none),Bill McGowan,,,Eddie Rommel;Eddie Hurley;Bill McGowan,,
1950/08/13,1950,08,13,NYA195008130,Philadelphia Athletics,New York Yankees,Yankee Stadium I,Eddie Hurley,Bill McGowan,(none),Eddie Rommel,,,Eddie Hurley;Bill McGowan;Eddie Rommel,,
1950/08/22,1950,08,22,NYA195008220,Detroit Tigers,New York Yankees,Yankee Stadium I,Hank Soar,Eddie Hurley,Bill McKinley,Bill McGowan,,,Hank Soar;Eddie Hurley;Bill McKinley;Bill McGowan,,
1950/08/23,1950,08,23,NYA195008230,Detroit Tigers,New York Yankees,Yankee Stadium I,Eddie Hurley,Bill McKinley,Bill McGowan,Hank Soar,,,Eddie Hurley;Bill McKinley;Bill McGowan;Hank Soar,,
1950/08/24,1950,08,24,NYA195008240,Detroit Tigers,New York Yankees,Yankee Stadium I,Bill McKinley,Bill McGowan,Hank Soar,Eddie Hurley,,,Bill McKinley;Bill McGowan;Hank Soar;Eddie Hurley,,
1950/08/25,1950,08,25,NYA195008250,St.Louis Browns,New York Yankees,Yankee Stadium I,Bill McGowan,Hank Soar,(none),Eddie Hurley,,,Bill McGowan;Hank Soar;Eddie Hurley,,
1950/08/26,1950,08,26,NYA195008260,St.Louis Browns,New York Yankees,Yankee Stadium I,Hank Soar,Eddie Hurley,(none),Bill McGowan,,,Hank Soar;Eddie Hurley;Bill McGowan,,
1950/08/27,1950,08,27,NYA195008270,Chicago White Sox,New York Yankees,Yankee Stadium I,Johnny Stevens,Bill Summers,(none),Bill Grieve,,,Johnny Stevens;Bill Summers;Bill Grieve,,
1950/08/28,1950,08,28,NYA195008280,Chicago White Sox,New York Yankees,Yankee Stadium I,Bill Summers,Bill Grieve,(none),Johnny Stevens,,,Bill Summers;Bill Grieve;Johnny Stevens,,
1950/08/29,1950,08,29,NYA195008290,Cleveland Guardians,New York Yankees,Yankee Stadium I,Bill Grieve,Eddie Rommel,Joe Paparella,Bill Summers,,,Bill Grieve;Eddie Rommel;Joe Paparella;Bill Summers,,
1950/08/30,1950,08,30,NYA195008301,Cleveland Guardians,New York Yankees,Yankee Stadium I,Eddie Rommel,Bill McKinley,Bill Summers,Bill Grieve,,,Eddie Rommel;Bill McKinley;Bill Summers;Bill Grieve,,
1950/08/30,1950,08,30,NYA195008302,Cleveland Guardians,New York Yankees,Yankee Stadium I,Bill McKinley,Bill Summers,Bill Grieve,Eddie Rommel,,,Bill McKinley;Bill Summers;Bill Grieve;Eddie Rommel,,
1950/08/31,1950,08,31,NYA195008310,Cleveland Guardians,New York Yankees,Yankee Stadium I,Bill Summers,Bill Grieve,Eddie Rommel,Bill McKinley,,,Bill Summers;Bill Grieve;Eddie Rommel;Bill McKinley,,
1950/09/01,1950,09,01,NYA195009010,Washington Senators,New York Yankees,Yankee Stadium I,Jim Honochick,Charlie Berry,(none),Art Passarella,,,Jim Honochick;Charlie Berry;Art Passarella,,
1950/09/02,1950,09,02,NYA195009020,Washington Senators,New York Yankees,Yankee Stadium I,Charlie Berry,Art Passarella,(none),Jim Honochick,,,Charlie Berry;Art Passarella;Jim Honochick,,
1950/09/04,1950,09,04,NYA195009041,Philadelphia Athletics,New York Yankees,Yankee Stadium I,Art Passarella,Jim Honochick,(none),Charlie Berry,,,Art Passarella;Jim Honochick;Charlie Berry,,
1950/09/04,1950,09,04,NYA195009042,Philadelphia Athletics,New York Yankees,Yankee Stadium I,Jim Honochick,Charlie Berry,(none),Art Passarella,,,Jim Honochick;Charlie Berry;Art Passarella,,
1950/09/23,1950,09,23,NYA195009230,Boston Red Sox,New York Yankees,Yankee Stadium I,Joe Paparella,Cal Hubbard,Art Passarella,Eddie Rommel,,,Joe Paparella;Cal Hubbard;Art Passarella;Eddie Rommel,,
1950/09/24,1950,09,24,NYA195009240,Boston Red Sox,New York Yankees,Yankee Stadium I,Cal Hubbard,Art Passarella,Eddie Rommel,Joe Paparella,,,Cal Hubbard;Art Passarella;Eddie Rommel;Joe Paparella,,
1950/09/25,1950,09,25,NYA195009251,Washington Senators,New York Yankees,Yankee Stadium I,Eddie Rommel,Joe Paparella,Eddie Hurley,Cal Hubbard,,,Eddie Rommel;Joe Paparella;Eddie Hurley;Cal Hubbard,,
1950/09/25,1950,09,25,NYA195009252,Washington Senators,New York Yankees,Yankee Stadium I,Joe Paparella,Eddie Hurley,Cal Hubbard,Eddie Rommel,,,Joe Paparella;Eddie Hurley;Cal Hubbard;Eddie Rommel,,
1950/09/26,1950,09,26,NYA195009261,Washington Senators,New York Yankees,Yankee Stadium I,Eddie Hurley,Cal Hubbard,Eddie Rommel,Joe Paparella,,,Eddie Hurley;Cal Hubbard;Eddie Rommel;Joe Paparella,,
1950/09/26,1950,09,26,NYA195009262,Washington Senators,New York Yankees,Yankee Stadium I,Cal Hubbard,Eddie Rommel,Joe Paparella,Eddie Hurley,,,Cal Hubbard;Eddie Rommel;Joe Paparella;Eddie Hurley,,
1950/04/21,1950,04,21,PHA195004210,Boston Red Sox,Philadelphia Athletics,Shibe Park,Joe Paparella,Cal Hubbard,(none),Eddie Rommel,,,Joe Paparella;Cal Hubbard;Eddie Rommel,,
1950/04/22,1950,04,22,PHA195004220,Boston Red Sox,Philadelphia Athletics,Shibe Park,Eddie Rommel,Joe Paparella,(none),Cal Hubbard,,,Eddie Rommel;Joe Paparella;Cal Hubbard,,
1950/04/23,1950,04,23,PHA195004231,Boston Red Sox,Philadelphia Athletics,Shibe Park,Eddie Rommel,Joe Paparella,(none),Cal Hubbard,,,Eddie Rommel;Joe Paparella;Cal Hubbard,,
1950/04/23,1950,04,23,PHA195004232,Boston Red Sox,Philadelphia Athletics,Shibe Park,Joe Paparella,Cal Hubbard,(none),Eddie Rommel,,,Joe Paparella;Cal Hubbard;Eddie Rommel,,
1950/04/25,1950,04,25,PHA195004250,New York Yankees,Philadelphia Athletics,Shibe Park,Cal Hubbard,Eddie Rommel,(none),Joe Paparella,,,Cal Hubbard;Eddie Rommel;Joe Paparella,,
1950/04/26,1950,04,26,PHA195004260,Washington Senators,Philadelphia Athletics,Shibe Park,Eddie Hurley,Jim Honochick,Bill McGowan,Bill McKinley,,,Eddie Hurley;Jim Honochick;Bill McGowan;Bill McKinley,,
1950/04/27,1950,04,27,PHA195004270,Washington Senators,Philadelphia Athletics,Shibe Park,Jim Honochick,Bill McGowan,Bill McKinley,Eddie Hurley,,,Jim Honochick;Bill McGowan;Bill McKinley;Eddie Hurley,,
1950/05/04,1950,05,04,PHA195005040,Detroit Tigers,Philadelphia Athletics,Shibe Park,Eddie Hurley,Jim Honochick,Bill McGowan,Bill McKinley,,,Eddie Hurley;Jim Honochick;Bill McGowan;Bill McKinley,,
1950/05/06,1950,05,06,PHA195005060,St.Louis Browns,Philadelphia Athletics,Shibe Park,Jim Honochick,Bill McGowan,Bill McKinley,Eddie Hurley,,,Jim Honochick;Bill McGowan;Bill McKinley;Eddie Hurley,,
1950/05/07,1950,05,07,PHA195005071,Chicago White Sox,Philadelphia Athletics,Shibe Park,Eddie Rommel,Joe Paparella,(none),Cal Hubbard,,,Eddie Rommel;Joe Paparella;Cal Hubbard,,
1950/05/07,1950,05,07,PHA195005072,Chicago White Sox,Philadelphia Athletics,Shibe Park,Joe Paparella,Cal Hubbard,(none),Eddie Rommel,,,Joe Paparella;Cal Hubbard;Eddie Rommel,,
1950/05/09,1950,05,09,PHA195005090,Cleveland Guardians,Philadelphia Athletics,Shibe Park,Cal Hubbard,Eddie Rommel,(none),Joe Paparella,,,Cal Hubbard;Eddie Rommel;Joe Paparella,,
1950/05/10,1950,05,10,PHA195005100,Cleveland Guardians,Philadelphia Athletics,Shibe Park,Eddie Rommel,Joe Paparella,(none),Cal Hubbard,,,Eddie Rommel;Joe Paparella;Cal Hubbard,,
1950/05/11,1950,05,11,PHA195005110,Cleveland Guardians,Philadelphia Athletics,Shibe Park,Joe Paparella,Cal Hubbard,(none),Eddie Rommel,,,Joe Paparella;Cal Hubbard;Eddie Rommel,,
1950/05/26,1950,05,26,PHA195005260,New York Yankees,Philadelphia Athletics,Shibe Park,Bill Grieve,Johnny Stevens,(none),Bill Summers,,,Bill Grieve;Johnny Stevens;Bill Summers,,
1950/05/27,1950,05,27,PHA195005270,New York Yankees,Philadelphia Athletics,Shibe Park,Johnny Stevens,Bill Summers,(none),Bill Grieve,,,Johnny Stevens;Bill Summers;Bill Grieve,,
1950/05/28,1950,05,28,PHA195005281,New York Yankees,Philadelphia Athletics,Shibe Park,Bill Summers,Bill Grieve,(none),Johnny Stevens,,,Bill Summers;Bill Grieve;Johnny Stevens,,
1950/05/28,1950,05,28,PHA195005282,New York Yankees,Philadelphia Athletics,Shibe Park,Bill Grieve,Johnny Stevens,(none),Bill Summers,,,Bill Grieve;Johnny Stevens;Bill Summers,,
1950/05/30,1950,05,30,PHA195005301,Washington Senators,Philadelphia Athletics,Shibe Park,Jim Boyer,Art Passarella,(none),Hank Soar,,,Jim Boyer;Art Passarella;Hank Soar,,
1950/05/30,1950,05,30,PHA195005302,Washington Senators,Philadelphia Athletics,Shibe Park,Art Passarella,Charlie Berry,Hank Soar,Jim Boyer,,,Art Passarella;Charlie Berry;Hank Soar;Jim Boyer,,
1950/06/02,1950,06,02,PHA195006021,Detroit Tigers,Philadelphia Athletics,Shibe Park,Bill Grieve,Johnny Stevens,(none),Bill Summers,,,Bill Grieve;Johnny Stevens;Bill Summers,,
1950/06/02,1950,06,02,PHA195006022,Detroit Tigers,Philadelphia Athletics,Shibe Park,Johnny Stevens,Bill Summers,(none),Bill Grieve,,,Johnny Stevens;Bill Summers;Bill Grieve,,
1950/06/04,1950,06,04,PHA195006041,St.Louis Browns,Philadelphia Athletics,Shibe Park,Bill Grieve,Johnny Stevens,(none),Bill Summers,,,Bill Grieve;Johnny Stevens;Bill Summers,,
1950/06/04,1950,06,04,PHA195006042,St.Louis Browns,Philadelphia Athletics,Shibe Park,Johnny Stevens,Bill Summers,(none),Bill Grieve,,,Johnny Stevens;Bill Summers;Bill Grieve,,
1950/06/08,1950,06,08,PHA195006080,Chicago White Sox,Philadelphia Athletics,Shibe Park,Charlie Berry,Hank Soar,(none),Art Passarella,,,Charlie Berry;Hank Soar;Art Passarella,,
1950/06/10,1950,06,10,PHA195006100,Cleveland Guardians,Philadelphia Athletics,Shibe Park,Jim Boyer,Art Passarella,Charlie Berry,Hank Soar,,,Jim Boyer;Art Passarella;Charlie Berry;Hank Soar,,
1950/06/11,1950,06,11,PHA195006111,Cleveland Guardians,Philadelphia Athletics,Shibe Park,Art Passarella,Charlie Berry,Hank Soar,Jim Boyer,,,Art Passarella;Charlie Berry;Hank Soar;Jim Boyer,,
1950/06/11,1950,06,11,PHA195006112,Cleveland Guardians,Philadelphia Athletics,Shibe Park,Charlie Berry,Hank Soar,Jim Boyer,Art Passarella,,,Charlie Berry;Hank Soar;Jim Boyer;Art Passarella,,
1950/06/27,1950,06,27,PHA195006270,Boston Red Sox,Philadelphia Athletics,Shibe Park,Bill Summers,Jim Honochick,(none),Bill Grieve,,,Bill Summers;Jim Honochick;Bill Grieve,,
1950/06/28,1950,06,28,PHA195006280,Boston Red Sox,Philadelphia Athletics,Shibe Park,Jim Honochick,Bill Grieve,(none),Bill Summers,,,Jim Honochick;Bill Grieve;Bill Summers,,
1950/06/29,1950,06,29,PHA195006290,Boston Red Sox,Philadelphia Athletics,Shibe Park,Bill Grieve,Bill Summers,(none),Jim Honochick,,,Bill Grieve;Bill Summers;Jim Honochick,,
1950/07/07,1950,07,07,PHA195007070,Washington Senators,Philadelphia Athletics,Shibe Park,Hank Soar,Charlie Berry,(none),Jim Boyer,,,Hank Soar;Charlie Berry;Jim Boyer,,
1950/07/08,1950,07,08,PHA195007080,Washington Senators,Philadelphia Athletics,Shibe Park,Charlie Berry,Jim Boyer,(none),Hank Soar,,,Charlie Berry;Jim Boyer;Hank Soar,,
1950/07/09,1950,07,09,PHA195007091,Washington Senators,Philadelphia Athletics,Shibe Park,Jim Boyer,Hank Soar,(none),Charlie Berry,,,Jim Boyer;Hank Soar;Charlie Berry,,
1950/07/09,1950,07,09,PHA195007092,Washington Senators,Philadelphia Athletics,Shibe Park,Hank Soar,Charlie Berry,(none),Jim Boyer,,,Hank Soar;Charlie Berry;Jim Boyer,,
1950/07/14,1950,07,14,PHA195007141,St.Louis Browns,Philadelphia Athletics,Shibe Park,Bill McGowan,Jim Honochick,(none),Bill McKinley,,,Bill McGowan;Jim Honochick;Bill McKinley,,
1950/07/15,1950,07,15,PHA195007150,St.Louis Browns,Philadelphia Athletics,Shibe Park,Bill McKinley,Bill McGowan,(none),Jim Honochick,,,Bill McKinley;Bill McGowan;Jim Honochick,,
1950/07/16,1950,07,16,PHA195007161,Detroit Tigers,Philadelphia Athletics,Shibe Park,Bill McGowan,Eddie Rommel,(none),Bill McKinley,,,Bill McGowan;Eddie Rommel;Bill McKinley,,
1950/07/16,1950,07,16,PHA195007162,Detroit Tigers,Philadelphia Athletics,Shibe Park,Eddie Rommel,Bill McKinley,(none),Bill McGowan,,,Eddie Rommel;Bill McKinley;Bill McGowan,,
1950/07/17,1950,07,17,PHA195007171,Detroit Tigers,Philadelphia Athletics,Shibe Park,Bill McKinley,Bill McGowan,(none),Eddie Rommel,,,Bill McKinley;Bill McGowan;Eddie Rommel,,
1950/07/17,1950,07,17,PHA195007172,Detroit Tigers,Philadelphia Athletics,Shibe Park,Bill McGowan,Eddie Rommel,(none),Bill McKinley,,,Bill McGowan;Eddie Rommel;Bill McKinley,Jimmy Dykes ejected by Bill McGowan;Aaron Robinson ejected by Bill McGowan,
1950/07/18,1950,07,18,PHA195007180,Cleveland Guardians,Philadelphia Athletics,Shibe Park,Eddie Rommel,Hank Soar,Joe Paparella,Cal Hubbard,,,Eddie Rommel;Hank Soar;Joe Paparella;Cal Hubbard,,
1950/07/19,1950,07,19,PHA195007190,Cleveland Guardians,Philadelphia Athletics,Shibe Park,Hank Soar,Joe Paparella,Cal Hubbard,Eddie Rommel,,,Hank Soar;Joe Paparella;Cal Hubbard;Eddie Rommel,,
1950/07/20,1950,07,20,PHA195007200,Cleveland Guardians,Philadelphia Athletics,Shibe Park,Joe Paparella,Cal Hubbard,Eddie Rommel,Hank Soar,,,Joe Paparella;Cal Hubbard;Eddie Rommel;Hank Soar,,
1950/07/22,1950,07,22,PHA195007220,Chicago White Sox,Philadelphia Athletics,Shibe Park,Hank Soar,Joe Paparella,(none),Eddie Rommel,,,Hank Soar;Joe Paparella;Eddie Rommel,,
1950/07/23,1950,07,23,PHA195007231,Chicago White Sox,Philadelphia Athletics,Shibe Park,Joe Paparella,Eddie Rommel,(none),Hank Soar,,,Joe Paparella;Eddie Rommel;Hank Soar,,
1950/07/23,1950,07,23,PHA195007232,Chicago White Sox,Philadelphia Athletics,Shibe Park,Eddie Rommel,Hank Soar,(none),Joe Paparella,,,Eddie Rommel;Hank Soar;Joe Paparella,,
