Date,Year,Month,Day,RetroID,Visitor,Home,Site,Home,FirstBase,SecondBase,ThirdBase,LeftField,RightField,AllUmpires,Ejections,Changes
1950/05/11,1950,05,11,BOS195005111,Detroit Tigers,Boston Red Sox,Fenway Park,Bill Grieve,Johnny Stevens,(none),Bill Summers,,,Bill Grieve;Johnny Stevens;Bill Summers,,
1950/05/11,1950,05,11,BOS195005112,Detroit Tigers,Boston Red Sox,Fenway Park,Johnny Stevens,Bill Summers,(none),Bill Grieve,,,Johnny Stevens;Bill Summers;Bill Grieve,,
1950/05/12,1950,05,12,BOS195005120,Washington Senators,Boston Red Sox,Fenway Park,Hank Soar,Jim Boyer,Art Passarella,Charlie Berry,,,Hank Soar;Jim Boyer;Art Passarella;Charlie Berry,,
1950/05/13,1950,05,13,BOS195005130,Washington Senators,Boston Red Sox,Fenway Park,Jim Boyer,Art Passarella,Charlie Berry,Hank Soar,,,Jim Boyer;Art Passarella;Charlie Berry;Hank Soar,,
1950/05/14,1950,05,14,BOS195005141,Washington Senators,Boston Red Sox,Fenway Park,Art Passarella,Charlie Berry,Hank Soar,Jim Boyer,,,Art Passarella;Charlie Berry;Hank Soar;Jim Boyer,,
1950/05/14,1950,05,14,BOS195005142,Washington Senators,Boston Red Sox,Fenway Park,Charlie Berry,Hank Soar,Jim Boyer,Art Passarella,,,Charlie Berry;Hank Soar;Jim Boyer;Art Passarella,,
1950/06/02,1950,06,02,BOS195006020,Cleveland Guardians,Boston Red Sox,Fenway Park,Bill McKinley,Eddie Hurley,Bill McGowan,Jim Honochick,,,Bill McKinley;Eddie Hurley;Bill McGowan;Jim Honochick,,
1950/06/03,1950,06,03,BOS195006030,Cleveland Guardians,Boston Red Sox,Fenway Park,Eddie Hurley,Bill McGowan,Jim Honochick,Bill McKinley,,,Eddie Hurley;Bill McGowan;Jim Honochick;Bill McKinley,,
1950/06/04,1950,06,04,BOS195006040,Chicago White Sox,Boston Red Sox,Fenway Park,Bill McGowan,Jim Honochick,Bill McKinley,Eddie Hurley,,,Bill McGowan;Jim Honochick;Bill McKinley;Eddie Hurley,,
1950/06/05,1950,06,05,BOS195006050,Chicago White Sox,Boston Red Sox,Fenway Park,Jim Honochick,Bill McKinley,(none),Eddie Hurley,,,Jim Honochick;Bill McKinley;Eddie Hurley,,
1950/06/06,1950,06,06,BOS195006060,Chicago White Sox,Boston Red Sox,Fenway Park,Bill McKinley,Eddie Hurley,(none),Jim Honochick,,,Bill McKinley;Eddie Hurley;Jim Honochick,,
1950/06/07,1950,06,07,BOS195006070,St.Louis Browns,Boston Red Sox,Fenway Park,Joe Paparella,Cal Hubbard,(none),Eddie Rommel,,,Joe Paparella;Cal Hubbard;Eddie Rommel,,
1950/06/08,1950,06,08,BOS195006080,St.Louis Browns,Boston Red Sox,Fenway Park,Cal Hubbard,Eddie Rommel,(none),Joe Paparella,,,Cal Hubbard;Eddie Rommel;Joe Paparella,,
1950/06/09,1950,06,09,BOS195006090,St.Louis Browns,Boston Red Sox,Fenway Park,Eddie Rommel,Joe Paparella,(none),Cal Hubbard,,,Eddie Rommel;Joe Paparella;Cal Hubbard,,
1950/06/10,1950,06,10,BOS195006100,Detroit Tigers,Boston Red Sox,Fenway Park,Joe Paparella,Cal Hubbard,(none),Eddie Rommel,,,Joe Paparella;Cal Hubbard;Eddie Rommel,,
1950/06/11,1950,06,11,BOS195006111,Detroit Tigers,Boston Red Sox,Fenway Park,Cal Hubbard,Eddie Rommel,(none),Joe Paparella,,,Cal Hubbard;Eddie Rommel;Joe Paparella,,
1950/06/11,1950,06,11,BOS195006112,Detroit Tigers,Boston Red Sox,Fenway Park,Eddie Rommel,Joe Paparella,(none),Cal Hubbard,,,Eddie Rommel;Joe Paparella;Cal Hubbard,,
1950/06/30,1950,06,30,BOS195006301,New York Yankees,Boston Red Sox,Fenway Park,Art Passarella,Hank Soar,Charlie Berry,Jim Boyer,,,Art Passarella;Hank Soar;Charlie Berry;Jim Boyer,,
1950/06/30,1950,06,30,BOS195006302,New York Yankees,Boston Red Sox,Fenway Park,Hank Soar,Charlie Berry,Jim Boyer,Art Passarella,,,Hank Soar;Charlie Berry;Jim Boyer;Art Passarella,,
1950/07/01,1950,07,01,BOS195007010,New York Yankees,Boston Red Sox,Fenway Park,Charlie Berry,Jim Boyer,Art Passarella,Hank Soar,,,Charlie Berry;Jim Boyer;Art Passarella;Hank Soar,,
1950/07/02,1950,07,02,BOS195007020,New York Yankees,Boston Red Sox,Fenway Park,Jim Boyer,Art Passarella,Hank Soar,Charlie Berry,,,Jim Boyer;Art Passarella;Hank Soar;Charlie Berry,,
1950/07/05,1950,07,05,BOS195007050,Washington Senators,Boston Red Sox,Fenway Park,Art Passarella,Hank Soar,Charlie Berry,Jim Boyer,,,Art Passarella;Hank Soar;Charlie Berry;Jim Boyer,,
1950/07/13,1950,07,13,BOS195007130,Chicago White Sox,Boston Red Sox,Fenway Park,Bill Grieve,Bill Summers,(none),Johnny Stevens,,,Bill Grieve;Bill Summers;Johnny Stevens,,
1950/07/14,1950,07,14,BOS195007140,Chicago White Sox,Boston Red Sox,Fenway Park,Bill Summers,Johnny Stevens,(none),Bill Grieve,,,Bill Summers;Johnny Stevens;Bill Grieve,,
1950/07/15,1950,07,15,BOS195007150,Chicago White Sox,Boston Red Sox,Fenway Park,Johnny Stevens,Bill Grieve,(none),Bill Summers,,,Johnny Stevens;Bill Grieve;Bill Summers,,
1950/07/16,1950,07,16,BOS195007161,Cleveland Guardians,Boston Red Sox,Fenway Park,Bill Grieve,Bill Summers,Joe Paparella,Johnny Stevens,,,Bill Grieve;Bill Summers;Joe Paparella;Johnny Stevens,,
1950/07/16,1950,07,16,BOS195007162,Cleveland Guardians,Boston Red Sox,Fenway Park,Bill Summers,Joe Paparella,Johnny Stevens,Bill Grieve,,,Bill Summers;Joe Paparella;Johnny Stevens;Bill Grieve,,
1950/07/17,1950,07,17,BOS195007171,Cleveland Guardians,Boston Red Sox,Fenway Park,Joe Paparella,Johnny Stevens,Bill Grieve,Bill Summers,,,Joe Paparella;Johnny Stevens;Bill Grieve;Bill Summers,,
1950/07/17,1950,07,17,BOS195007172,Cleveland Guardians,Boston Red Sox,Fenway Park,Johnny Stevens,Bill Grieve,Bill Summers,Joe Paparella,,,Johnny Stevens;Bill Grieve;Bill Summers;Joe Paparella,,
1950/07/18,1950,07,18,BOS195007180,Detroit Tigers,Boston Red Sox,Fenway Park,Art Passarella,Jim Boyer,Bill McKinley,Charlie Berry,,,Art Passarella;Jim Boyer;Bill McKinley;Charlie Berry,,
1950/07/19,1950,07,19,BOS195007190,Detroit Tigers,Boston Red Sox,Fenway Park,Jim Boyer,Bill McKinley,Charlie Berry,Art Passarella,,,Jim Boyer;Bill McKinley;Charlie Berry;Art Passarella,,
1950/07/20,1950,07,20,BOS195007200,Detroit Tigers,Boston Red Sox,Fenway Park,Bill McKinley,Art Passarella,(none),Jim Boyer,,,Bill McKinley;Art Passarella;Jim Boyer,,
1950/07/21,1950,07,21,BOS195007210,St.Louis Browns,Boston Red Sox,Fenway Park,Charlie Berry,Eddie Hurley,(none),Art Passarella,,,Charlie Berry;Eddie Hurley;Art Passarella,,
1950/07/22,1950,07,22,BOS195007220,St.Louis Browns,Boston Red Sox,Fenway Park,Eddie Hurley,Art Passarella,(none),Charlie Berry,,,Eddie Hurley;Art Passarella;Charlie Berry,,
1950/07/23,1950,07,23,BOS195007230,St.Louis Browns,Boston Red Sox,Fenway Park,Art Passarella,Charlie Berry,(none),Eddie Hurley,,,Art Passarella;Charlie Berry;Eddie Hurley,,
1950/08/15,1950,08,15,BOS195008151,Philadelphia Athletics,Boston Red Sox,Fenway Park,Joe Paparella,Eddie Rommel,(none),Cal Hubbard,,,Joe Paparella;Eddie Rommel;Cal Hubbard,Birdie Tebbetts ejected by Joe Paparella,
1950/08/15,1950,08,15,BOS195008152,Philadelphia Athletics,Boston Red Sox,Fenway Park,Eddie Rommel,Cal Hubbard,(none),Joe Paparella,,,Eddie Rommel;Cal Hubbard;Joe Paparella,,
1950/08/16,1950,08,16,BOS195008161,Philadelphia Athletics,Boston Red Sox,Fenway Park,Cal Hubbard,Joe Paparella,(none),Eddie Rommel,,,Cal Hubbard;Joe Paparella;Eddie Rommel,,
1950/08/16,1950,08,16,BOS195008162,Philadelphia Athletics,Boston Red Sox,Fenway Park,Joe Paparella,Eddie Rommel,(none),Cal Hubbard,,,Joe Paparella;Eddie Rommel;Cal Hubbard,,
1950/08/17,1950,08,17,BOS195008170,Philadelphia Athletics,Boston Red Sox,Fenway Park,Eddie Rommel,Cal Hubbard,(none),Joe Paparella,,,Eddie Rommel;Cal Hubbard;Joe Paparella,,
1950/08/18,1950,08,18,BOS195008180,Washington Senators,Boston Red Sox,Fenway Park,Bill McKinley,Bill McGowan,Hank Soar,Eddie Hurley,,,Bill McKinley;Bill McGowan;Hank Soar;Eddie Hurley,,
1950/08/19,1950,08,19,BOS195008190,Washington Senators,Boston Red Sox,Fenway Park,Bill McGowan,Hank Soar,Eddie Hurley,Bill McKinley,,,Bill McGowan;Hank Soar;Eddie Hurley;Bill McKinley,,
1950/08/22,1950,08,22,BOS195008220,St.Louis Browns,Boston Red Sox,Fenway Park,Bill Summers,Bill Grieve,(none),Johnny Stevens,,,Bill Summers;Bill Grieve;Johnny Stevens,,
1950/08/23,1950,08,23,BOS195008230,St.Louis Browns,Boston Red Sox,Fenway Park,Bill Grieve,Johnny Stevens,(none),Bill Summers,,,Bill Grieve;Johnny Stevens;Bill Summers,,
1950/08/24,1950,08,24,BOS195008240,St.Louis Browns,Boston Red Sox,Fenway Park,Johnny Stevens,Bill Summers,(none),Bill Grieve,,,Johnny Stevens;Bill Summers;Bill Grieve,,
1950/08/25,1950,08,25,BOS195008250,Detroit Tigers,Boston Red Sox,Fenway Park,Bill Summers,Bill Grieve,Bill McKinley,Johnny Stevens,,,Bill Summers;Bill Grieve;Bill McKinley;Johnny Stevens,,
1950/08/26,1950,08,26,BOS195008260,Detroit Tigers,Boston Red Sox,Fenway Park,Bill Grieve,Bill McKinley,Johnny Stevens,Bill Summers,,,Bill Grieve;Bill McKinley;Johnny Stevens;Bill Summers,,
1950/08/27,1950,08,27,BOS195008270,Cleveland Guardians,Boston Red Sox,Fenway Park,Bill McKinley,Eddie Hurley,Bill McGowan,Hank Soar,,,Bill McKinley;Eddie Hurley;Bill McGowan;Hank Soar,,
1950/08/28,1950,08,28,BOS195008280,Cleveland Guardians,Boston Red Sox,Fenway Park,Eddie Hurley,Bill McGowan,Hank Soar,Bill McKinley,,,Eddie Hurley;Bill McGowan;Hank Soar;Bill McKinley,,
1950/08/29,1950,08,29,BOS195008290,Chicago White Sox,Boston Red Sox,Fenway Park,Bill McGowan,Hank Soar,(none),Eddie Hurley,,,Bill McGowan;Hank Soar;Eddie Hurley,,
1950/08/30,1950,08,30,BOS195008300,Chicago White Sox,Boston Red Sox,Fenway Park,Hank Soar,Eddie Hurley,(none),Bill McGowan,,,Hank Soar;Eddie Hurley;Bill McGowan,,
1950/08/31,1950,08,31,BOS195008310,Chicago White Sox,Boston Red Sox,Fenway Park,Eddie Hurley,Bill McGowan,(none),Hank Soar,,,Eddie Hurley;Bill McGowan;Hank Soar,,
1950/09/06,1950,09,06,BOS195009060,New York Yankees,Boston Red Sox,Fenway Park,Bill Grieve,Bill Summers,(none),Johnny Stevens,,,Bill Grieve;Bill Summers;Johnny Stevens,,
1950/09/07,1950,09,07,BOS195009070,New York Yankees,Boston Red Sox,Fenway Park,Bill Summers,Johnny Stevens,(none),Bill Grieve,,,Bill Summers;Johnny Stevens;Bill Grieve,,
1950/09/09,1950,09,09,BOS195009091,Philadelphia Athletics,Boston Red Sox,Fenway Park,Johnny Stevens,Bill Grieve,(none),Bill Summers,,,Johnny Stevens;Bill Grieve;Bill Summers,,
1950/09/09,1950,09,09,BOS195009092,Philadelphia Athletics,Boston Red Sox,Fenway Park,Bill Grieve,Bill Summers,(none),Johnny Stevens,,,Bill Grieve;Bill Summers;Johnny Stevens,,
1950/09/10,1950,09,10,BOS195009100,Philadelphia Athletics,Boston Red Sox,Fenway Park,Bill Summers,Johnny Stevens,(none),Bill Grieve,,,Bill Summers;Johnny Stevens;Bill Grieve,,
1950/09/27,1950,09,27,BOS195009271,Washington Senators,Boston Red Sox,Fenway Park,Eddie Rommel,Joe Paparella,Eddie Hurley,Cal Hubbard,,,Eddie Rommel;Joe Paparella;Eddie Hurley;Cal Hubbard,,
1950/09/27,1950,09,27,BOS195009272,Washington Senators,Boston Red Sox,Fenway Park,Joe Paparella,Eddie Hurley,Cal Hubbard,Eddie Rommel,,,Joe Paparella;Eddie Hurley;Cal Hubbard;Eddie Rommel,,
1950/09/28,1950,09,28,BOS195009280,Washington Senators,Boston Red Sox,Fenway Park,Eddie Hurley,Cal Hubbard,Eddie Rommel,Joe Paparella,,,Eddie Hurley;Cal Hubbard;Eddie Rommel;Joe Paparella,,
1950/09/29,1950,09,29,BOS195009290,Washington Senators,Boston Red Sox,Fenway Park,Cal Hubbard,Eddie Rommel,Joe Paparella,Eddie Hurley,,,Cal Hubbard;Eddie Rommel;Joe Paparella;Eddie Hurley,Mickey Grasso ejected by Cal Hubbard,
1950/09/30,1950,09,30,BOS195009300,New York Yankees,Boston Red Sox,Fenway Park,Eddie Rommel,Bill McGowan,Art Passarella,Cal Hubbard,,,Eddie Rommel;Bill McGowan;Art Passarella;Cal Hubbard,,
1950/10/01,1950,10,01,BOS195010010,New York Yankees,Boston Red Sox,Fenway Park,Bill McGowan,Art Passarella,Cal Hubbard,Eddie Rommel,,,Bill McGowan;Art Passarella;Cal Hubbard;Eddie Rommel,,
1950/04/21,1950,04,21,BRO195004210,New York Giants,Brooklyn Dodgers,Ebbets Field,Augie Donatelli,Scotty Robb,(none),Al Barlick,,,Augie Donatelli;Scotty Robb;Al Barlick,,
1950/04/22,1950,04,22,BRO195004220,New York Giants,Brooklyn Dodgers,Ebbets Field,Scotty Robb,Al Barlick,(none),Augie Donatelli,,,Scotty Robb;Al Barlick;Augie Donatelli,Clyde Sukeforth ejected by Scotty Robb,
1950/04/26,1950,04,26,BRO195004260,Philadelphia Phillies,Brooklyn Dodgers,Ebbets Field,Dusty Boggess,Lon Warneke,(none),Babe Pinelli,,,Dusty Boggess;Lon Warneke;Babe Pinelli,,
1950/04/27,1950,04,27,BRO195004270,Philadelphia Phillies,Brooklyn Dodgers,Ebbets Field,Lon Warneke,Babe Pinelli,(none),Dusty Boggess,,,Lon Warneke;Babe Pinelli;Dusty Boggess,,
1950/05/13,1950,05,13,BRO195005130,Boston Braves,Brooklyn Dodgers,Ebbets Field,Larry Goetz,Lou Jorda,(none),Frank Dascoli,,,Larry Goetz;Lou Jorda;Frank Dascoli,,
1950/05/14,1950,05,14,BRO195005140,Boston Braves,Brooklyn Dodgers,Ebbets Field,Lou Jorda,Frank Dascoli,(none),Larry Goetz,,,Lou Jorda;Frank Dascoli;Larry Goetz,,
1950/05/16,1950,05,16,BRO195005160,St. Louis Cardinals,Brooklyn Dodgers,Ebbets Field,Scotty Robb,Al Barlick,(none),Lee Ballanfant,,,Scotty Robb;Al Barlick;Lee Ballanfant,,
1950/05/17,1950,05,17,BRO195005170,St. Louis Cardinals,Brooklyn Dodgers,Ebbets Field,Al Barlick,Lee Ballanfant,(none),Scotty Robb,,,Al Barlick;Lee Ballanfant;Scotty Robb,,
1950/05/18,1950,05,18,BRO195005180,St. Louis Cardinals,Brooklyn Dodgers,Ebbets Field,Lee Ballanfant,Scotty Robb,(none),Al Barlick,,,Lee Ballanfant;Scotty Robb;Al Barlick,,
1950/05/20,1950,05,20,BRO195005201,Pittsburgh Pirates,Brooklyn Dodgers,Ebbets Field,Augie Donatelli,Frank Dascoli,(none),Lou Jorda,,,Augie Donatelli;Frank Dascoli;Lou Jorda,,
1950/05/20,1950,05,20,BRO195005202,Pittsburgh Pirates,Brooklyn Dodgers,Ebbets Field,Frank Dascoli,Lou Jorda,(none),Augie Donatelli,,,Frank Dascoli;Lou Jorda;Augie Donatelli,,
1950/05/21,1950,05,21,BRO195005210,Cincinnati Reds,Brooklyn Dodgers,Ebbets Field,Lou Jorda,Augie Donatelli,(none),Frank Dascoli,,,Lou Jorda;Augie Donatelli;Frank Dascoli,Rex Barney ejected by Lou Jorda,
1950/05/22,1950,05,22,BRO195005220,Cincinnati Reds,Brooklyn Dodgers,Ebbets Field,Augie Donatelli,Frank Dascoli,(none),Lou Jorda,,,Augie Donatelli;Frank Dascoli;Lou Jorda,,
1950/05/23,1950,05,23,BRO195005230,Chicago Cubs,Brooklyn Dodgers,Ebbets Field,Jocko Conlan,Artie Gore,(none),Bill Stewart,,,Jocko Conlan;Artie Gore;Bill Stewart,,
1950/05/24,1950,05,24,BRO195005240,Chicago Cubs,Brooklyn Dodgers,Ebbets Field,Artie Gore,Bill Stewart,(none),Jocko Conlan,,,Artie Gore;Bill Stewart;Jocko Conlan,,
1950/05/25,1950,05,25,BRO195005250,Chicago Cubs,Brooklyn Dodgers,Ebbets Field,Bill Stewart,Jocko Conlan,(none),Artie Gore,,,Bill Stewart;Jocko Conlan;Artie Gore,,
1950/05/30,1950,05,30,BRO195005301,Philadelphia Phillies,Brooklyn Dodgers,Ebbets Field,Al Barlick,Augie Donatelli,(none),Lee Ballanfant,,,Al Barlick;Augie Donatelli;Lee Ballanfant,,
1950/05/30,1950,05,30,BRO195005302,Philadelphia Phillies,Brooklyn Dodgers,Ebbets Field,Augie Donatelli,Lee Ballanfant,(none),Al Barlick,,,Augie Donatelli;Lee Ballanfant;Al Barlick,,
1950/06/13,1950,06,13,BRO195006130,Chicago Cubs,Brooklyn Dodgers,Ebbets Field,Babe Pinelli,Dusty Boggess,(none),Scotty Robb,,,Babe Pinelli;Dusty Boggess;Scotty Robb,,
1950/06/16,1950,06,16,BRO195006160,St. Louis Cardinals,Brooklyn Dodgers,Ebbets Field,Al Barlick,Augie Donatelli,(none),Lee Ballanfant,,,Al Barlick;Augie Donatelli;Lee Ballanfant,,
1950/06/17,1950,06,17,BRO195006170,St. Louis Cardinals,Brooklyn Dodgers,Ebbets Field,Augie Donatelli,Lee Ballanfant,(none),Al Barlick,,,Augie Donatelli;Lee Ballanfant;Al Barlick,,
1950/06/18,1950,06,18,BRO195006180,St. Louis Cardinals,Brooklyn Dodgers,Ebbets Field,Lee Ballanfant,Al Barlick,(none),Augie Donatelli,,,Lee Ballanfant;Al Barlick;Augie Donatelli,,
1950/06/19,1950,06,19,BRO195006190,New York Giants,Brooklyn Dodgers,Ebbets Field,Artie Gore,Frank Dascoli,(none),Lou Jorda,,,Artie Gore;Frank Dascoli;Lou Jorda,,
1950/06/20,1950,06,20,BRO195006200,Cincinnati Reds,Brooklyn Dodgers,Ebbets Field,Frank Dascoli,Lou Jorda,(none),Larry Goetz,,,Frank Dascoli;Lou Jorda;Larry Goetz,Duke Snider ejected by Frank Dascoli,
1950/06/21,1950,06,21,BRO195006210,Cincinnati Reds,Brooklyn Dodgers,Ebbets Field,Lou Jorda,Larry Goetz,(none),Frank Dascoli,,,Lou Jorda;Larry Goetz;Frank Dascoli,,
1950/06/22,1950,06,22,BRO195006220,Cincinnati Reds,Brooklyn Dodgers,Ebbets Field,Larry Goetz,Frank Dascoli,(none),Lou Jorda,,,Larry Goetz;Frank Dascoli;Lou Jorda,,
1950/06/23,1950,06,23,BRO195006230,Pittsburgh Pirates,Brooklyn Dodgers,Ebbets Field,Jocko Conlan,Artie Gore,(none),Bill Stewart,,,Jocko Conlan;Artie Gore;Bill Stewart,Pete Castiglione ejected by Artie Gore;Billy Meyer ejected by Artie Gore;Junior Walsh ejected by Jocko Conlan;Jim Russell ejected by Jocko Conlan,
1950/06/24,1950,06,24,BRO195006240,Pittsburgh Pirates,Brooklyn Dodgers,Ebbets Field,Artie Gore,Bill Stewart,(none),Jocko Conlan,,,Artie Gore;Bill Stewart;Jocko Conlan,,Home: Lon Warneke 8th inning;FirstBase: Lee Ballanfant 8th inning;ThirdBase: Al Barlick 8th inning
1950/06/25,1950,06,25,BRO195006250,Pittsburgh Pirates,Brooklyn Dodgers,Ebbets Field,Bill Stewart,Jocko Conlan,(none),Artie Gore,,,Bill Stewart;Jocko Conlan;Artie Gore,George Shuba ejected by Bill Stewart,
1950/06/27,1950,06,27,BRO195006270,New York Giants,Brooklyn Dodgers,Ebbets Field,Dusty Boggess,Lon Warneke,Scotty Robb,Babe Pinelli,,,Dusty Boggess;Lon Warneke;Scotty Robb;Babe Pinelli,Rex Barney ejected by Dusty Boggess;Clyde Sukeforth ejected by Dusty Boggess,
1950/06/28,1950,06,28,BRO195006280,New York Giants,Brooklyn Dodgers,Ebbets Field,Lon Warneke,Scotty Robb,Babe Pinelli,Dusty Boggess,,,Lon Warneke;Scotty Robb;Babe Pinelli;Dusty Boggess,,
1950/06/29,1950,06,29,BRO195006290,New York Giants,Brooklyn Dodgers,Ebbets Field,Scotty Robb,Babe Pinelli,Dusty Boggess,Lon Warneke,,,Scotty Robb;Babe Pinelli;Dusty Boggess;Lon Warneke,,
1950/07/06,1950,07,06,BRO195007060,Boston Braves,Brooklyn Dodgers,Ebbets Field,Bill Stewart,Jocko Conlan,(none),Lon Warneke,,,Bill Stewart;Jocko Conlan;Lon Warneke,,
1950/07/07,1950,07,07,BRO195007070,Philadelphia Phillies,Brooklyn Dodgers,Ebbets Field,Lou Jorda,Larry Goetz,(none),Frank Dascoli,,,Lou Jorda;Larry Goetz;Frank Dascoli,Jackie Robinson ejected by Lou Jorda;Jake Pitler ejected by Lou Jorda,
1950/07/08,1950,07,08,BRO195007080,Philadelphia Phillies,Brooklyn Dodgers,Ebbets Field,Larry Goetz,Frank Dascoli,(none),Lou Jorda,,,Larry Goetz;Frank Dascoli;Lou Jorda,,
1950/07/09,1950,07,09,BRO195007090,Philadelphia Phillies,Brooklyn Dodgers,Ebbets Field,Frank Dascoli,Lou Jorda,(none),Larry Goetz,,,Frank Dascoli;Lou Jorda;Larry Goetz,Jake Pitler ejected by Lou Jorda,
1950/07/25,1950,07,25,BRO195007250,St. Louis Cardinals,Brooklyn Dodgers,Ebbets Field,Dusty Boggess,Scotty Robb,(none),Babe Pinelli,,,Dusty Boggess;Scotty Robb;Babe Pinelli,,
1950/07/26,1950,07,26,BRO195007260,St. Louis Cardinals,Brooklyn Dodgers,Ebbets Field,Scotty Robb,Babe Pinelli,(none),Dusty Boggess,,,Scotty Robb;Babe Pinelli;Dusty Boggess,,
1950/07/27,1950,07,27,BRO195007270,St. Louis Cardinals,Brooklyn Dodgers,Ebbets Field,Babe Pinelli,Dusty Boggess,(none),Scotty Robb,,,Babe Pinelli;Dusty Boggess;Scotty Robb,,
1950/07/28,1950,07,28,BRO195007280,Chicago Cubs,Brooklyn Dodgers,Ebbets Field,Lou Jorda,Larry Goetz,(none),Frank Dascoli,,,Lou Jorda;Larry Goetz;Frank Dascoli,,
1950/07/29,1950,07,29,BRO195007291,Chicago Cubs,Brooklyn Dodgers,Ebbets Field,Larry Goetz,Frank Dascoli,(none),Lou Jorda,,,Larry Goetz;Frank Dascoli;Lou Jorda,Hal Jeffcoat ejected by Lou Jorda;Frankie Frisch ejected by Lou Jorda,
1950/07/29,1950,07,29,BRO195007292,Chicago Cubs,Brooklyn Dodgers,Ebbets Field,Frank Dascoli,Lou Jorda,(none),Larry Goetz,,,Frank Dascoli;Lou Jorda;Larry Goetz,Ron Northey ejected by Frank Dascoli,
1950/07/30,1950,07,30,BRO195007300,Chicago Cubs,Brooklyn Dodgers,Ebbets Field,Lou Jorda,Larry Goetz,(none),Frank Dascoli,,,Lou Jorda;Larry Goetz;Frank Dascoli,,
1950/07/31,1950,07,31,BRO195007310,Chicago Cubs,Brooklyn Dodgers,Ebbets Field,Larry Goetz,Frank Dascoli,(none),Lou Jorda,,,Larry Goetz;Frank Dascoli;Lou Jorda,,
1950/08/01,1950,08,01,BRO195008010,Pittsburgh Pirates,Brooklyn Dodgers,Ebbets Field,Augie Donatelli,Lon Warneke,Lee Ballanfant,Al Barlick,,,Augie Donatelli;Lon Warneke;Lee Ballanfant;Al Barlick,,
1950/08/02,1950,08,02,BRO195008020,Pittsburgh Pirates,Brooklyn Dodgers,Ebbets Field,Lon Warneke,Lee Ballanfant,Al Barlick,Augie Donatelli,,,Lon Warneke;Lee Ballanfant;Al Barlick;Augie Donatelli,,
1950/08/04,1950,08,04,BRO195008040,Cincinnati Reds,Brooklyn Dodgers,Ebbets Field,Jocko Conlan,Artie Gore,(none),Bill Stewart,,,Jocko Conlan;Artie Gore;Bill Stewart,,
1950/08/05,1950,08,05,BRO195008050,Cincinnati Reds,Brooklyn Dodgers,Ebbets Field,Artie Gore,Bill Stewart,(none),Jocko Conlan,,,Artie Gore;Bill Stewart;Jocko Conlan,,
