Date,Year,Month,Day,RetroID,Visitor,Home,Site,Home,FirstBase,SecondBase,ThirdBase,LeftField,RightField,AllUmpires,Ejections,Changes
1995/07/11,1995,07,11,ALS199507110,National League All Stars,American League All Stars,Rangers Ballpark in Arlington,Durwood Merrill,Charlie Williams,Al Clark,Mike Winters,Ted Hendry,Ed Rapuano,Durwood Merrill;Charlie Williams;Al Clark;Mike Winters;Ted Hendry;Ed Rapuano,,
1996/07/09,1996,07,09,NLS199607090,American League All Stars,National League All Stars,Veterans Stadium,Randy Marsh,Larry McCoy,Charlie Reliford,Joe Brinkman,Larry Poncino,Chuck Meriwether,Randy Marsh;Larry McCoy;Charlie Reliford;Joe Brinkman;Larry Poncino;Chuck Meriwether,,
1997/07/08,1997,07,08,ALS199707080,National League All Stars,American League All Stars,Progressive Field,Larry Barnett,Gerry Davis,Drew Coble,Jeff Kellogg,Terry Craft,Wally Bell,Larry Barnett;Gerry Davis;Drew Coble;Jeff Kellogg;Terry Craft;Wally Bell,,
1998/07/07,1998,07,07,NLS199807070,American League All Stars,National League All Stars,Coors Field,Ed Montague,Derryl Cousins,Brian Gorman,Rick Reed,Rich Rieker,Tim McClelland,Ed Montague;Derryl Cousins;Brian Gorman;Rick Reed;Rich Rieker;Tim McClelland,,
1999/07/13,1999,07,13,ALS199907130,National League All Stars,American League All Stars,Fenway Park,Jim Evans,Terry Tata,Dale Ford,Angel Hernandez,Mark Johnson,Larry Vanover,Jim Evans;Terry Tata;Dale Ford;Angel Hernandez;Mark Johnson;Larry Vanover,,
2000/07/11,2000,07,11,NLS200007110,American League All Stars,National League All Stars,Turner Field,Mike Reilly,Mark Hirschbeck,Wally Bell,Paul Schrieber,Brian O'Nora,Laz Diaz,Mike Reilly;Mark Hirschbeck;Wally Bell;Paul Schrieber;Brian O'Nora;Laz Diaz,,
2001/07/10,2001,07,10,ALS200107100,National League All Stars,American League All Stars,Safeco Field,Dana DeMuth,Dale Scott,Jim Joyce,Jerry Layne,Ron Kulpa,Tony Randazzo,Dana DeMuth;Dale Scott;Jim Joyce;Jerry Layne;Ron Kulpa;Tony Randazzo,,
2002/07/09,2002,07,09,NLS200207090,American League All Stars,National League All Stars,Miller Park,Gerry Davis,Tim Tschida,Chuck Meriwether,Jerry Meals,Marty Foster,Paul Emmel,Gerry Davis;Tim Tschida;Chuck Meriwether;Jerry Meals;Marty Foster;Paul Emmel,,
2003/07/15,2003,07,15,ALS200307150,National League All Stars,American League All Stars,Guaranteed Rate Field;U.S. Cellular Field,Tim McClelland,Larry Young,Gary Darling,Gary Cederstrom,Mark Carlson,Bill Welke,Tim McClelland;Larry Young;Gary Darling;Gary Cederstrom;Mark Carlson;Bill Welke,,
2004/07/13,2004,07,13,NLS200407130,American League All Stars,National League All Stars,Minute Maid Park,Ed Montague,John Hirschbeck,Doug Eddings,Jim Reynolds,Marvin Hudson,Sam Holbrook,Ed Montague;John Hirschbeck;Doug Eddings;Jim Reynolds;Marvin Hudson;Sam Holbrook,,
2005/07/12,2005,07,12,ALS200507120,National League All Stars,American League All Stars,Comerica Park,Joe West,Tim Welke,Eric Cooper,Mike DiMuro,CB Bucknor,Andy Fletcher,Joe West;Tim Welke;Eric Cooper;Mike DiMuro;CB Bucknor;Andy Fletcher,,
2006/07/11,2006,07,11,NLS200607110,American League All Stars,National League All Stars,PNC Park,Jerry Crawford,Randy Marsh,Fieldin Culbreth,Jeff Nelson,Mike Everitt,Alfonso Marquez,Jerry Crawford;Randy Marsh;Fieldin Culbreth;Jeff Nelson;Mike Everitt;Alfonso Marquez,,
2007/07/10,2007,07,10,NLS200707100,American League All Stars,National League All Stars,AT&T Park,Bruce Froemming,Charlie Reliford,Mike Winters,Kerwin Danley,Ted Barrett,Bill Miller,Bruce Froemming;Charlie Reliford;Mike Winters;Kerwin Danley;Ted Barrett;Bill Miller,,
2008/07/15,2008,07,15,ALS200807150,National League All Stars,American League All Stars,Yankee Stadium I,Derryl Cousins,Ed Rapuano,Tom Hallion,Mark Wegner,Greg Gibson,Phil Cuzzi,Derryl Cousins;Ed Rapuano;Tom Hallion;Mark Wegner;Greg Gibson;Phil Cuzzi,,
2009/07/14,2009,07,14,NLS200907140,American League All Stars,National League All Stars,Busch Stadium III,Dana DeMuth,Brian Gorman,Jeff Kellogg,Angel Hernandez,Tim Timmons,Paul Nauert,Dana DeMuth;Brian Gorman;Jeff Kellogg;Angel Hernandez;Tim Timmons;Paul Nauert,,
2010/07/13,2010,07,13,ALS201007130,National League All Stars,American League All Stars,Angel Stadium of Anaheim,Mike Reilly,Mike Winters,Brian O'Nora,Laz Diaz,Bruce Dreckman,Jim Wolf,Mike Reilly;Mike Winters;Brian O'Nora;Laz Diaz;Bruce Dreckman;Jim Wolf,,
2011/07/12,2011,07,12,NLS201107120,American League All Stars,National League All Stars,Chase Field,Dale Scott,Jerry Layne,Hunter Wendelstedt,Dan Iassogna,Ed Hickox,Chris Guccione,Dale Scott;Jerry Layne;Hunter Wendelstedt;Dan Iassogna;Ed Hickox;Chris Guccione,,
2012/07/10,2012,07,10,ALS201207100,National League All Stars,American League All Stars,Kauffman Stadium,Gerry Davis,Jim Joyce,Brian Runge,Tony Randazzo,Lance Barksdale,Brian Knight,Gerry Davis;Jim Joyce;Brian Runge;Tony Randazzo;Lance Barksdale;Brian Knight,,
2013/07/16,2013,07,16,NLS201307160,American League All Stars,National League All Stars,Citi Field,John Hirschbeck,Wally Bell,Larry Vanover,Paul Emmel,Rob Drake,Chad Fairchild,John Hirschbeck;Wally Bell;Larry Vanover;Paul Emmel;Rob Drake;Chad Fairchild,,
2014/07/15,2014,07,15,ALS201407150,National League All Stars,American League All Stars,Target Field,Gary Cederstrom,Jeff Nelson,Bob Davidson,Scott Barry,Todd Tichenor,Vic Carapazza,Gary Cederstrom;Jeff Nelson;Bob Davidson;Scott Barry;Todd Tichenor;Vic Carapazza,,
2015/07/14,2015,07,14,NLS201507140,American League All Stars,National League All Stars,Great American Ballpark,Tim Welke,Jerry Meals,Paul Schrieber,Ron Kulpa,James Hoye,Alan Porter,Tim Welke;Jerry Meals;Paul Schrieber;Ron Kulpa;James Hoye;Alan Porter,,
2016/07/12,2016,07,12,ALS201607120,National League All Stars,American League All Stars,PETCO Park,Mike Winters,Kerwin Danley,Marty Foster,Bill Welke,Adrian Johnson,Dan Bellino,Mike Winters;Kerwin Danley;Marty Foster;Bill Welke;Adrian Johnson;Dan Bellino,,
2017/07/11,2017,07,11,NLS201707110,American League All Stars,National League All Stars,Marlins Park,Joe West,Angel Hernandez,Mark Carlson,Chris Conroy,Manny Gonzalez,Mike Estabrook,Joe West;Angel Hernandez;Mark Carlson;Chris Conroy;Manny Gonzalez;Mike Estabrook,,
2018/07/17,2018,07,17,NLS201807170,American League All Stars,National League All Stars,Nationals Park,Ted Barrett,Jim Reynolds,Alfonso Marquez,Andy Fletcher,Mike Muchlinski,Cory Blaser,Ted Barrett;Jim Reynolds;Alfonso Marquez;Andy Fletcher;Mike Muchlinski;Cory Blaser,,
2019/07/09,2019,07,09,ALS201907090,National League All Stars,American League All Stars,,Mark Wegner,Brian O'Nora,Phil Cuzzi,Tim Timmons,D.J. Reyburn,Jordan Baker,Mark Wegner;Brian O'Nora;Phil Cuzzi;Tim Timmons;D.J. Reyburn;Jordan Baker,,
2021/07/13,2021,07,13,NLS202107130,American League All Stars,National League All Stars,,Tom Hallion,CB Bucknor,Chris Guccione,Lance Barrett,David Rackley,Adam Hamari,Tom Hallion;CB Bucknor;Chris Guccione;Lance Barrett;David Rackley;Adam Hamari,,
2022/07/19,2022,07,19,NLS202207190,American League All Stars,National League All Stars,Dodger Stadium,Bill Miller,Lance Barksdale,Mark Ripperger,Will Little,Gabe Morales,Carlos Torres,Bill Miller;Lance Barksdale;Mark Ripperger;Will Little;Gabe Morales;Carlos Torres,,
