Date,Year,Month,Day,RetroID,Visitor,Home,Site,Home,FirstBase,SecondBase,ThirdBase,LeftField,RightField,AllUmpires,Ejections,Changes
1970/05/02,1970,05,02,ATL197005020,Chicago Cubs,Atlanta Braves,Atlanta-Fulton County Stadium,Harry Wendelstedt,Tony Venzon,Frank Secory,Bob Engel,,,Harry Wendelstedt;Tony Venzon;Frank Secory;Bob Engel,Leo Durocher ejected by Harry Wendelstedt;Ken Holtzman ejected by Harry Wendelstedt,
1970/05/04,1970,05,04,ATL197005040,Pittsburgh Pirates,Atlanta Braves,Atlanta-Fulton County Stadium,Ken Burkhart,Ed Sudol,Lee Weyer,Andy Olsen,,,Ken Burkhart;Ed Sudol;Lee Weyer;Andy Olsen,,
1970/05/05,1970,05,05,ATL197005050,Pittsburgh Pirates,Atlanta Braves,Atlanta-Fulton County Stadium,Ed Sudol,Lee Weyer,Andy Olsen,Ken Burkhart,,,Ed Sudol;Lee Weyer;Andy Olsen;Ken Burkhart,,
1970/05/06,1970,05,06,ATL197005060,Pittsburgh Pirates,Atlanta Braves,Atlanta-Fulton County Stadium,Lee Weyer,Andy Olsen,Ken Burkhart,Ed Sudol,,,Lee Weyer;Andy Olsen;Ken Burkhart;Ed Sudol,,
1970/05/08,1970,05,08,ATL197005080,St. Louis Cardinals,Atlanta Braves,Atlanta-Fulton County Stadium,Andy Olsen,Ken Burkhart,Ed Sudol,Lee Weyer,,,Andy Olsen;Ken Burkhart;Ed Sudol;Lee Weyer,,
1970/05/09,1970,05,09,ATL197005090,St. Louis Cardinals,Atlanta Braves,Atlanta-Fulton County Stadium,Ken Burkhart,Ed Sudol,Lee Weyer,Andy Olsen,,,Ken Burkhart;Ed Sudol;Lee Weyer;Andy Olsen,,
1970/05/10,1970,05,10,ATL197005100,St. Louis Cardinals,Atlanta Braves,Atlanta-Fulton County Stadium,Ed Sudol,Lee Weyer,Andy Olsen,Ken Burkhart,,,Ed Sudol;Lee Weyer;Andy Olsen;Ken Burkhart,,
1970/05/26,1970,05,26,ATL197005260,Houston Astros,Atlanta Braves,Atlanta-Fulton County Stadium,Tom Gorman,Mel Steiner,Bill Williams,Nick Colosi,,,Tom Gorman;Mel Steiner;Bill Williams;Nick Colosi,,
1970/05/27,1970,05,27,ATL197005270,Houston Astros,Atlanta Braves,Atlanta-Fulton County Stadium,Mel Steiner,Bill Williams,Nick Colosi,Tom Gorman,,,Mel Steiner;Bill Williams;Nick Colosi;Tom Gorman,,
1970/05/29,1970,05,29,ATL197005290,Philadelphia Phillies,Atlanta Braves,Atlanta-Fulton County Stadium,Chris Pelekoudas,John Kibler,Satch Davidson,Augie Donatelli,,,Chris Pelekoudas;John Kibler;Satch Davidson;Augie Donatelli,,
1970/05/30,1970,05,30,ATL197005300,Philadelphia Phillies,Atlanta Braves,Atlanta-Fulton County Stadium,John Kibler,Satch Davidson,Augie Donatelli,Chris Pelekoudas,,,John Kibler;Satch Davidson;Augie Donatelli;Chris Pelekoudas,,
1970/05/31,1970,05,31,ATL197005310,Philadelphia Phillies,Atlanta Braves,Atlanta-Fulton County Stadium,Satch Davidson,Augie Donatelli,Chris Pelekoudas,John Kibler,,,Satch Davidson;Augie Donatelli;Chris Pelekoudas;John Kibler,,
1970/06/02,1970,06,02,ATL197006020,New York Mets,Atlanta Braves,Atlanta-Fulton County Stadium,Mel Steiner,Bill Williams,Nick Colosi,Tom Gorman,,,Mel Steiner;Bill Williams;Nick Colosi;Tom Gorman,,
1970/06/04,1970,06,04,ATL197006040,New York Mets,Atlanta Braves,Atlanta-Fulton County Stadium,Bill Williams,Nick Colosi,Tom Gorman,Mel Steiner,,,Bill Williams;Nick Colosi;Tom Gorman;Mel Steiner,,
1970/06/05,1970,06,05,ATL197006050,Montreal Expos,Atlanta Braves,Atlanta-Fulton County Stadium,Doug Harvey,Frank Dezelan,Shag Crawford,Stan Landes,,,Doug Harvey;Frank Dezelan;Shag Crawford;Stan Landes,,
1970/06/06,1970,06,06,ATL197006060,Montreal Expos,Atlanta Braves,Atlanta-Fulton County Stadium,Frank Dezelan,Shag Crawford,Stan Landes,Doug Harvey,,,Frank Dezelan;Shag Crawford;Stan Landes;Doug Harvey,Adolfo Phillips ejected by Frank Dezelan;Dick Williams ejected by Frank Dezelan;Lum Harris ejected by Frank Dezelan;Orlando Cepeda ejected by Frank Dezelan,
1970/06/07,1970,06,07,ATL197006070,Montreal Expos,Atlanta Braves,Atlanta-Fulton County Stadium,Shag Crawford,Stan Landes,Doug Harvey,Frank Dezelan,,,Shag Crawford;Stan Landes;Doug Harvey;Frank Dezelan,,
1970/06/19,1970,06,19,ATL197006191,Houston Astros,Atlanta Braves,Atlanta-Fulton County Stadium,Paul Pryor,Dick Stello,Al Barlick,Ed Vargo,,,Paul Pryor;Dick Stello;Al Barlick;Ed Vargo,,
1970/06/19,1970,06,19,ATL197006192,Houston Astros,Atlanta Braves,Atlanta-Fulton County Stadium,Dick Stello,Al Barlick,Ed Vargo,Paul Pryor,,,Dick Stello;Al Barlick;Ed Vargo;Paul Pryor,,
1970/06/20,1970,06,20,ATL197006200,Houston Astros,Atlanta Braves,Atlanta-Fulton County Stadium,Al Barlick,Ed Vargo,Paul Pryor,Dick Stello,,,Al Barlick;Ed Vargo;Paul Pryor;Dick Stello,,
1970/06/21,1970,06,21,ATL197006210,Houston Astros,Atlanta Braves,Atlanta-Fulton County Stadium,Ed Vargo,Paul Pryor,Dick Stello,Al Barlick,,,Ed Vargo;Paul Pryor;Dick Stello;Al Barlick,,
1970/06/22,1970,06,22,ATL197006220,Los Angeles Dodgers,Atlanta Braves,Atlanta-Fulton County Stadium,Bob Engel,Tony Venzon,(none),Frank Secory,,,Bob Engel;Tony Venzon;Frank Secory,,
1970/06/23,1970,06,23,ATL197006230,Los Angeles Dodgers,Atlanta Braves,Atlanta-Fulton County Stadium,Harry Wendelstedt,Tony Venzon,Frank Secory,Bob Engel,,,Harry Wendelstedt;Tony Venzon;Frank Secory;Bob Engel,,
1970/06/24,1970,06,24,ATL197006240,Los Angeles Dodgers,Atlanta Braves,Atlanta-Fulton County Stadium,Tony Venzon,Frank Secory,Bob Engel,Harry Wendelstedt,,,Tony Venzon;Frank Secory;Bob Engel;Harry Wendelstedt,,
1970/07/03,1970,07,03,ATL197007031,San Diego Padres,Atlanta Braves,Atlanta-Fulton County Stadium,Ed Vargo,Paul Pryor,Dick Stello,Al Barlick,,,Ed Vargo;Paul Pryor;Dick Stello;Al Barlick,,
1970/07/03,1970,07,03,ATL197007032,San Diego Padres,Atlanta Braves,Atlanta-Fulton County Stadium,Paul Pryor,Dick Stello,Al Barlick,Ed Vargo,,,Paul Pryor;Dick Stello;Al Barlick;Ed Vargo,,
1970/07/04,1970,07,04,ATL197007040,San Diego Padres,Atlanta Braves,Atlanta-Fulton County Stadium,Dick Stello,Al Barlick,Ed Vargo,Paul Pryor,,,Dick Stello;Al Barlick;Ed Vargo;Paul Pryor,,
1970/07/05,1970,07,05,ATL197007050,San Diego Padres,Atlanta Braves,Atlanta-Fulton County Stadium,Al Barlick,Ed Vargo,Paul Pryor,Dick Stello,,,Al Barlick;Ed Vargo;Paul Pryor;Dick Stello,,
1970/07/06,1970,07,06,ATL197007060,San Francisco Giants,Atlanta Braves,Atlanta-Fulton County Stadium,Ed Sudol,Lee Weyer,Andy Olsen,Ken Burkhart,,,Ed Sudol;Lee Weyer;Andy Olsen;Ken Burkhart,,
1970/07/07,1970,07,07,ATL197007070,San Francisco Giants,Atlanta Braves,Atlanta-Fulton County Stadium,Lee Weyer,Andy Olsen,Ken Burkhart,Ed Sudol,,,Lee Weyer;Andy Olsen;Ken Burkhart;Ed Sudol,,
1970/07/08,1970,07,08,ATL197007080,San Francisco Giants,Atlanta Braves,Atlanta-Fulton County Stadium,Andy Olsen,Ken Burkhart,Ed Sudol,Lee Weyer,,,Andy Olsen;Ken Burkhart;Ed Sudol;Lee Weyer,,
1970/07/09,1970,07,09,ATL197007090,San Francisco Giants,Atlanta Braves,Atlanta-Fulton County Stadium,Ken Burkhart,Ed Sudol,Lee Weyer,Andy Olsen,,,Ken Burkhart;Ed Sudol;Lee Weyer;Andy Olsen,,
1970/07/10,1970,07,10,ATL197007101,Cincinnati Reds,Atlanta Braves,Atlanta-Fulton County Stadium,Ed Sudol,Lee Weyer,Andy Olsen,Ken Burkhart,,,Ed Sudol;Lee Weyer;Andy Olsen;Ken Burkhart,,
1970/07/10,1970,07,10,ATL197007102,Cincinnati Reds,Atlanta Braves,Atlanta-Fulton County Stadium,Lee Weyer,Andy Olsen,Ken Burkhart,Ed Sudol,,,Lee Weyer;Andy Olsen;Ken Burkhart;Ed Sudol,Lum Harris ejected by Andy Olsen;Hal McRae ejected by Lee Weyer,
1970/07/11,1970,07,11,ATL197007110,Cincinnati Reds,Atlanta Braves,Atlanta-Fulton County Stadium,Andy Olsen,Ken Burkhart,Ed Sudol,Lee Weyer,,,Andy Olsen;Ken Burkhart;Ed Sudol;Lee Weyer,,
1970/07/12,1970,07,12,ATL197007120,Cincinnati Reds,Atlanta Braves,Atlanta-Fulton County Stadium,Ken Burkhart,Ed Sudol,Lee Weyer,Andy Olsen,,,Ken Burkhart;Ed Sudol;Lee Weyer;Andy Olsen,Sparky Anderson ejected by Ken Burkhart,
1970/07/20,1970,07,20,ATL197007201,Chicago Cubs,Atlanta Braves,Atlanta-Fulton County Stadium,Doug Harvey,Frank Dezelan,(none),Stan Landes,,,Doug Harvey;Frank Dezelan;Stan Landes,,
1970/07/20,1970,07,20,ATL197007202,Chicago Cubs,Atlanta Braves,Atlanta-Fulton County Stadium,Frank Dezelan,Stan Landes,(none),Doug Harvey,,,Frank Dezelan;Stan Landes;Doug Harvey,,
1970/07/21,1970,07,21,ATL197007210,Chicago Cubs,Atlanta Braves,Atlanta-Fulton County Stadium,Stan Landes,Doug Harvey,(none),Frank Dezelan,,,Stan Landes;Doug Harvey;Frank Dezelan,,
1970/07/28,1970,07,28,ATL197007280,St. Louis Cardinals,Atlanta Braves,Atlanta-Fulton County Stadium,Nick Colosi,Ed Sudol,Mel Steiner,Bill Williams,,,Nick Colosi;Ed Sudol;Mel Steiner;Bill Williams,,
1970/07/29,1970,07,29,ATL197007290,St. Louis Cardinals,Atlanta Braves,Atlanta-Fulton County Stadium,Ed Sudol,Mel Steiner,Bill Williams,Nick Colosi,,,Ed Sudol;Mel Steiner;Bill Williams;Nick Colosi,,
1970/07/30,1970,07,30,ATL197007300,St. Louis Cardinals,Atlanta Braves,Atlanta-Fulton County Stadium,Mel Steiner,Bill Williams,Nick Colosi,Ed Sudol,,,Mel Steiner;Bill Williams;Nick Colosi;Ed Sudol,,
1970/07/31,1970,07,31,ATL197007310,Pittsburgh Pirates,Atlanta Braves,Atlanta-Fulton County Stadium,Bill Williams,Nick Colosi,Ed Sudol,Mel Steiner,,,Bill Williams;Nick Colosi;Ed Sudol;Mel Steiner,,
1970/08/01,1970,08,01,ATL197008010,Pittsburgh Pirates,Atlanta Braves,Atlanta-Fulton County Stadium,Nick Colosi,Ed Sudol,Mel Steiner,Bill Williams,,,Nick Colosi;Ed Sudol;Mel Steiner;Bill Williams,,
1970/08/02,1970,08,02,ATL197008020,Pittsburgh Pirates,Atlanta Braves,Atlanta-Fulton County Stadium,Ed Sudol,Mel Steiner,Bill Williams,Nick Colosi,,,Ed Sudol;Mel Steiner;Bill Williams;Nick Colosi,,
1970/08/11,1970,08,11,ATL197008110,Montreal Expos,Atlanta Braves,Atlanta-Fulton County Stadium,Frank Dezelan,Shag Crawford,Stan Landes,Doug Harvey,,,Frank Dezelan;Shag Crawford;Stan Landes;Doug Harvey,,
1970/08/12,1970,08,12,ATL197008120,Montreal Expos,Atlanta Braves,Atlanta-Fulton County Stadium,Shag Crawford,Stan Landes,Doug Harvey,Frank Dezelan,,,Shag Crawford;Stan Landes;Doug Harvey;Frank Dezelan,,
1970/08/13,1970,08,13,ATL197008130,Montreal Expos,Atlanta Braves,Atlanta-Fulton County Stadium,Stan Landes,Doug Harvey,Frank Dezelan,Shag Crawford,,,Stan Landes;Doug Harvey;Frank Dezelan;Shag Crawford,,
1970/08/14,1970,08,14,ATL197008141,New York Mets,Atlanta Braves,Atlanta-Fulton County Stadium,Doug Harvey,Frank Dezelan,Shag Crawford,Stan Landes,,,Doug Harvey;Frank Dezelan;Shag Crawford;Stan Landes,,
1970/08/14,1970,08,14,ATL197008142,New York Mets,Atlanta Braves,Atlanta-Fulton County Stadium,Frank Dezelan,Shag Crawford,Stan Landes,Doug Harvey,,,Frank Dezelan;Shag Crawford;Stan Landes;Doug Harvey,,
1970/08/15,1970,08,15,ATL197008150,New York Mets,Atlanta Braves,Atlanta-Fulton County Stadium,Shag Crawford,Stan Landes,Doug Harvey,Frank Dezelan,,,Shag Crawford;Stan Landes;Doug Harvey;Frank Dezelan,,
1970/08/16,1970,08,16,ATL197008160,New York Mets,Atlanta Braves,Atlanta-Fulton County Stadium,Stan Landes,Doug Harvey,Frank Dezelan,Shag Crawford,,,Stan Landes;Doug Harvey;Frank Dezelan;Shag Crawford,,
1970/08/18,1970,08,18,ATL197008180,Philadelphia Phillies,Atlanta Braves,Atlanta-Fulton County Stadium,Dick Tremblay,Al Barlick,(none),Dick Stello,,,Dick Tremblay;Al Barlick;Dick Stello,,
1970/08/19,1970,08,19,ATL197008190,Philadelphia Phillies,Atlanta Braves,Atlanta-Fulton County Stadium,Al Barlick,Dick Stello,(none),Dick Tremblay,,,Al Barlick;Dick Stello;Dick Tremblay,,
1970/08/20,1970,08,20,ATL197008200,Philadelphia Phillies,Atlanta Braves,Atlanta-Fulton County Stadium,Ed Vargo,Dick Stello,Dick Tremblay,Al Barlick,,,Ed Vargo;Dick Stello;Dick Tremblay;Al Barlick,,
1970/09/01,1970,09,01,ATL197009011,Los Angeles Dodgers,Atlanta Braves,Atlanta-Fulton County Stadium,Satch Davidson,Augie Donatelli,(none),Dick Stello,,,Satch Davidson;Augie Donatelli;Dick Stello,,
1970/09/01,1970,09,01,ATL197009012,Los Angeles Dodgers,Atlanta Braves,Atlanta-Fulton County Stadium,Augie Donatelli,Dick Stello,(none),Satch Davidson,,,Augie Donatelli;Dick Stello;Satch Davidson,,
1970/09/02,1970,09,02,ATL197009020,Los Angeles Dodgers,Atlanta Braves,Atlanta-Fulton County Stadium,Stan Landes,Dick Stello,Satch Davidson,Augie Donatelli,,,Stan Landes;Dick Stello;Satch Davidson;Augie Donatelli,,
1970/09/03,1970,09,03,ATL197009030,Los Angeles Dodgers,Atlanta Braves,Atlanta-Fulton County Stadium,Dick Stello,Satch Davidson,Augie Donatelli,Stan Landes,,,Dick Stello;Satch Davidson;Augie Donatelli;Stan Landes,,
1970/09/05,1970,09,05,ATL197009051,San Francisco Giants,Atlanta Braves,Atlanta-Fulton County Stadium,Satch Davidson,Augie Donatelli,Stan Landes,Dick Stello,,,Satch Davidson;Augie Donatelli;Stan Landes;Dick Stello,,
1970/09/05,1970,09,05,ATL197009052,San Francisco Giants,Atlanta Braves,Atlanta-Fulton County Stadium,Augie Donatelli,Stan Landes,Dick Stello,Satch Davidson,,,Augie Donatelli;Stan Landes;Dick Stello;Satch Davidson,,
1970/09/06,1970,09,06,ATL197009060,San Francisco Giants,Atlanta Braves,Atlanta-Fulton County Stadium,Stan Landes,Dick Stello,Satch Davidson,Augie Donatelli,,,Stan Landes;Dick Stello;Satch Davidson;Augie Donatelli,,
1970/09/18,1970,09,18,ATL197009180,Cincinnati Reds,Atlanta Braves,Atlanta-Fulton County Stadium,Tony Venzon,Bill Williams,Frank Secory,Frank Dezelan,,,Tony Venzon;Bill Williams;Frank Secory;Frank Dezelan,,
1970/09/19,1970,09,19,ATL197009190,Cincinnati Reds,Atlanta Braves,Atlanta-Fulton County Stadium,Frank Secory,Bill Williams,Frank Dezelan,Tony Venzon,,,Frank Secory;Bill Williams;Frank Dezelan;Tony Venzon,,
1970/09/20,1970,09,20,ATL197009200,Cincinnati Reds,Atlanta Braves,Atlanta-Fulton County Stadium,Bill Williams,Frank Dezelan,Tony Venzon,Frank Secory,,,Bill Williams;Frank Dezelan;Tony Venzon;Frank Secory,,
1970/09/22,1970,09,22,ATL197009220,San Diego Padres,Atlanta Braves,Atlanta-Fulton County Stadium,Mel Steiner,Nick Colosi,Tom Gorman,Chris Pelekoudas,,,Mel Steiner;Nick Colosi;Tom Gorman;Chris Pelekoudas,,
1970/09/23,1970,09,23,ATL197009230,San Diego Padres,Atlanta Braves,Atlanta-Fulton County Stadium,Nick Colosi,Tom Gorman,Chris Pelekoudas,Mel Steiner,,,Nick Colosi;Tom Gorman;Chris Pelekoudas;Mel Steiner,,
1970/09/24,1970,09,24,ATL197009240,San Diego Padres,Atlanta Braves,Atlanta-Fulton County Stadium,Tom Gorman,Chris Pelekoudas,Mel Steiner,Nick Colosi,,,Tom Gorman;Chris Pelekoudas;Mel Steiner;Nick Colosi,,
1970/09/25,1970,09,25,ATL197009250,Houston Astros,Atlanta Braves,Atlanta-Fulton County Stadium,Bill Williams,Bob Engel,Nick Colosi,Tom Gorman,,,Bill Williams;Bob Engel;Nick Colosi;Tom Gorman,,
1970/09/26,1970,09,26,ATL197009260,Houston Astros,Atlanta Braves,Atlanta-Fulton County Stadium,Bob Engel,Nick Colosi,Tom Gorman,Bill Williams,,,Bob Engel;Nick Colosi;Tom Gorman;Bill Williams,,
1970/09/27,1970,09,27,ATL197009270,Houston Astros,Atlanta Braves,Atlanta-Fulton County Stadium,Nick Colosi,Tom Gorman,Bill Williams,Bob Engel,,,Nick Colosi;Tom Gorman;Bill Williams;Bob Engel,,
1970/04/10,1970,04,10,BAL197004100,Detroit Tigers,Baltimore Orioles,Memorial Stadium,Emmett Ashford,Hank Soar,Lou DiMuro,Jerry Neudecker,,,Emmett Ashford;Hank Soar;Lou DiMuro;Jerry Neudecker,,
1970/04/11,1970,04,11,BAL197004110,Detroit Tigers,Baltimore Orioles,Memorial Stadium,Hank Soar,Lou DiMuro,Jerry Neudecker,Emmett Ashford,,,Hank Soar;Lou DiMuro;Jerry Neudecker;Emmett Ashford,,
1970/04/12,1970,04,12,BAL197004120,Detroit Tigers,Baltimore Orioles,Memorial Stadium,Lou DiMuro,Jerry Neudecker,Emmett Ashford,Hank Soar,,,Lou DiMuro;Jerry Neudecker;Emmett Ashford;Hank Soar,,
1970/04/16,1970,04,16,BAL197004160,Washington Senators,Baltimore Orioles,Memorial Stadium,Frank Umont,Jake O'Donnell,George Maloney,Jim Honochick,,,Frank Umont;Jake O'Donnell;George Maloney;Jim Honochick,,
1970/04/17,1970,04,17,BAL197004170,New York Yankees,Baltimore Orioles,Memorial Stadium,Jake O'Donnell,George Maloney,Jim Honochick,Frank Umont,,,Jake O'Donnell;George Maloney;Jim Honochick;Frank Umont,,
1970/04/18,1970,04,18,BAL197004180,New York Yankees,Baltimore Orioles,Memorial Stadium,George Maloney,Jim Honochick,Frank Umont,Jake O'Donnell,,,George Maloney;Jim Honochick;Frank Umont;Jake O'Donnell,,
1970/04/19,1970,04,19,BAL197004191,New York Yankees,Baltimore Orioles,Memorial Stadium,Jim Honochick,Frank Umont,Jake O'Donnell,George Maloney,,,Jim Honochick;Frank Umont;Jake O'Donnell;George Maloney,,
1970/04/19,1970,04,19,BAL197004192,New York Yankees,Baltimore Orioles,Memorial Stadium,Frank Umont,Jake O'Donnell,George Maloney,Jim Honochick,,,Frank Umont;Jake O'Donnell;George Maloney;Jim Honochick,,
1970/05/01,1970,05,01,BAL197005010,Minnesota Twins,Baltimore Orioles,Memorial Stadium,Jerry Neudecker,Emmett Ashford,Hank Soar,Lou DiMuro,,,Jerry Neudecker;Emmett Ashford;Hank Soar;Lou DiMuro,Frankie Crosetti ejected by Jerry Neudecker,
1970/05/02,1970,05,02,BAL197005020,Minnesota Twins,Baltimore Orioles,Memorial Stadium,Emmett Ashford,Hank Soar,Lou DiMuro,Jerry Neudecker,,,Emmett Ashford;Hank Soar;Lou DiMuro;Jerry Neudecker,,
1970/05/03,1970,05,03,BAL197005030,Minnesota Twins,Baltimore Orioles,Memorial Stadium,Hank Soar,Lou DiMuro,Jerry Neudecker,Emmett Ashford,,,Hank Soar;Lou DiMuro;Jerry Neudecker;Emmett Ashford,,
1970/05/05,1970,05,05,BAL197005050,Kansas City Royals,Baltimore Orioles,Memorial Stadium,Ed Runge,Bill Kunkel,Bill Haller,Jim Odom,,,Ed Runge;Bill Kunkel;Bill Haller;Jim Odom,Billy Hunter ejected by Ed Runge,
1970/05/06,1970,05,06,BAL197005060,Kansas City Royals,Baltimore Orioles,Memorial Stadium,Bill Kunkel,Bill Haller,Jim Odom,Ed Runge,,,Bill Kunkel;Bill Haller;Jim Odom;Ed Runge,,
1970/05/07,1970,05,07,BAL197005070,Kansas City Royals,Baltimore Orioles,Memorial Stadium,Bill Haller,Jim Odom,Ed Runge,Bill Kunkel,,,Bill Haller;Jim Odom;Ed Runge;Bill Kunkel,,
1970/05/08,1970,05,08,BAL197005080,Chicago White Sox,Baltimore Orioles,Memorial Stadium,Jim Odom,Ed Runge,Bill Kunkel,Bill Haller,,,Jim Odom;Ed Runge;Bill Kunkel;Bill Haller,,
1970/05/09,1970,05,09,BAL197005090,Chicago White Sox,Baltimore Orioles,Memorial Stadium,Ed Runge,Bill Kunkel,Bill Haller,Jim Odom,,,Ed Runge;Bill Kunkel;Bill Haller;Jim Odom,,
1970/05/10,1970,05,10,BAL197005101,Chicago White Sox,Baltimore Orioles,Memorial Stadium,Bill Kunkel,Bill Haller,Jim Odom,Ed Runge,,,Bill Kunkel;Bill Haller;Jim Odom;Ed Runge,,
1970/05/10,1970,05,10,BAL197005102,Chicago White Sox,Baltimore Orioles,Memorial Stadium,Bill Haller,Jim Odom,Ed Runge,Bill Kunkel,,,Bill Haller;Jim Odom;Ed Runge;Bill Kunkel,,
1970/05/22,1970,05,22,BAL197005220,Boston Red Sox,Baltimore Orioles,Memorial Stadium,Nestor Chylak,Russ Goetz,Don Denkinger,Art Frantz,,,Nestor Chylak;Russ Goetz;Don Denkinger;Art Frantz,,
1970/05/23,1970,05,23,BAL197005230,Boston Red Sox,Baltimore Orioles,Memorial Stadium,Russ Goetz,Don Denkinger,Art Frantz,Nestor Chylak,,,Russ Goetz;Don Denkinger;Art Frantz;Nestor Chylak,,
1970/05/24,1970,05,24,BAL197005241,Boston Red Sox,Baltimore Orioles,Memorial Stadium,Don Denkinger,Art Frantz,Nestor Chylak,Russ Goetz,,,Don Denkinger;Art Frantz;Nestor Chylak;Russ Goetz,,
1970/05/24,1970,05,24,BAL197005242,Boston Red Sox,Baltimore Orioles,Memorial Stadium,Art Frantz,Nestor Chylak,Russ Goetz,Don Denkinger,,,Art Frantz;Nestor Chylak;Russ Goetz;Don Denkinger,,
1970/05/25,1970,05,25,BAL197005250,Cleveland Indians,Baltimore Orioles,Memorial Stadium,Nestor Chylak,Russ Goetz,Don Denkinger,Art Frantz,,,Nestor Chylak;Russ Goetz;Don Denkinger;Art Frantz,,
1970/05/26,1970,05,26,BAL197005260,Cleveland Indians,Baltimore Orioles,Memorial Stadium,Russ Goetz,Don Denkinger,Art Frantz,Nestor Chylak,,,Russ Goetz;Don Denkinger;Art Frantz;Nestor Chylak,,
1970/05/27,1970,05,27,BAL197005270,Cleveland Indians,Baltimore Orioles,Memorial Stadium,Don Denkinger,Art Frantz,Nestor Chylak,Russ Goetz,,,Don Denkinger;Art Frantz;Nestor Chylak;Russ Goetz,,
1970/06/09,1970,06,09,BAL197006090,California Angels,Baltimore Orioles,Memorial Stadium,Marty Springstead,Larry Barnett,Larry Napp,John Rice,,,Marty Springstead;Larry Barnett;Larry Napp;John Rice,,
1970/06/10,1970,06,10,BAL197006100,California Angels,Baltimore Orioles,Memorial Stadium,Larry Barnett,Larry Napp,John Rice,Marty Springstead,,,Larry Barnett;Larry Napp;John Rice;Marty Springstead,,
1970/06/11,1970,06,11,BAL197006110,California Angels,Baltimore Orioles,Memorial Stadium,John Rice,Marty Springstead,Larry Barnett,Johnny Stevens,,,John Rice;Marty Springstead;Larry Barnett;Johnny Stevens,,
1970/06/12,1970,06,12,BAL197006120,Oakland Athletics,Baltimore Orioles,Memorial Stadium,John Rice,Marty Springstead,Larry Barnett,Larry Napp,,,John Rice;Marty Springstead;Larry Barnett;Larry Napp,,
1970/06/13,1970,06,13,BAL197006130,Oakland Athletics,Baltimore Orioles,Memorial Stadium,Marty Springstead,Larry Barnett,Larry Napp,John Rice,,,Marty Springstead;Larry Barnett;Larry Napp;John Rice,,
1970/06/14,1970,06,14,BAL197006140,Oakland Athletics,Baltimore Orioles,Memorial Stadium,Larry Barnett,Larry Napp,John Rice,Marty Springstead,,,Larry Barnett;Larry Napp;John Rice;Marty Springstead,,
1970/06/15,1970,06,15,BAL197006150,Milwaukee Brewers,Baltimore Orioles,Memorial Stadium,Merle Anthony,Red Flaherty,Bob Stewart,Ron Luciano,,,Merle Anthony;Red Flaherty;Bob Stewart;Ron Luciano,,
1970/06/17,1970,06,17,BAL197006170,Milwaukee Brewers,Baltimore Orioles,Memorial Stadium,Red Flaherty,Bob Stewart,Ron Luciano,Merle Anthony,,,Red Flaherty;Bob Stewart;Ron Luciano;Merle Anthony,,
