Date,Year,Month,Day,RetroID,Visitor,Home,Site,Home,FirstBase,SecondBase,ThirdBase,LeftField,RightField,AllUmpires,Ejections,Changes
1941/04/15,1941,04,15,BRO194104150,New York Giants,Brooklyn Dodgers,Ebbets Field,George Magerkurth,Bill Stewart,(none),Tom Dunn,,,George Magerkurth;Bill Stewart;Tom Dunn,,
1941/04/16,1941,04,16,BRO194104160,New York Giants,Brooklyn Dodgers,Ebbets Field,Tom Dunn,Bill Stewart,(none),George Magerkurth,,,Tom Dunn;Bill Stewart;George Magerkurth,,
1941/04/17,1941,04,17,BRO194104170,New York Giants,Brooklyn Dodgers,Ebbets Field,George Magerkurth,Bill Stewart,(none),Tom Dunn,,,George Magerkurth;Bill Stewart;Tom Dunn,,
1941/04/23,1941,04,23,BRO194104230,Philadelphia Phillies,Brooklyn Dodgers,Ebbets Field,George Magerkurth,Bill Stewart,(none),Tom Dunn,,,George Magerkurth;Bill Stewart;Tom Dunn,,
1941/04/24,1941,04,24,BRO194104240,Philadelphia Phillies,Brooklyn Dodgers,Ebbets Field,Bill Stewart,Tom Dunn,(none),George Magerkurth,,,Bill Stewart;Tom Dunn;George Magerkurth,,
1941/04/25,1941,04,25,BRO194104250,Boston Braves,Brooklyn Dodgers,Ebbets Field,Babe Pinelli,Lee Ballanfant,(none),Al Barlick,,,Babe Pinelli;Lee Ballanfant;Al Barlick,,
1941/04/26,1941,04,26,BRO194104260,Boston Braves,Brooklyn Dodgers,Ebbets Field,Lee Ballanfant,Al Barlick,(none),Babe Pinelli,,,Lee Ballanfant;Al Barlick;Babe Pinelli,,
1941/04/27,1941,04,27,BRO194104270,New York Giants,Brooklyn Dodgers,Ebbets Field,Al Barlick,Babe Pinelli,(none),Lee Ballanfant,,,Al Barlick;Babe Pinelli;Lee Ballanfant,,
1941/04/28,1941,04,28,BRO194104280,Cincinnati Reds,Brooklyn Dodgers,Ebbets Field,Babe Pinelli,Lee Ballanfant,(none),Al Barlick,,,Babe Pinelli;Lee Ballanfant;Al Barlick,,
1941/04/29,1941,04,29,BRO194104290,Cincinnati Reds,Brooklyn Dodgers,Ebbets Field,Beans Reardon,Jocko Conlan,(none),Larry Goetz,,,Beans Reardon;Jocko Conlan;Larry Goetz,,
1941/04/30,1941,04,30,BRO194104300,Cincinnati Reds,Brooklyn Dodgers,Ebbets Field,Jocko Conlan,Larry Goetz,(none),Beans Reardon,,,Jocko Conlan;Larry Goetz;Beans Reardon,,
1941/05/01,1941,05,01,BRO194105010,Cincinnati Reds,Brooklyn Dodgers,Ebbets Field,Larry Goetz,Beans Reardon,(none),Jocko Conlan,,,Larry Goetz;Beans Reardon;Jocko Conlan,,
1941/05/02,1941,05,02,BRO194105020,Chicago Cubs,Brooklyn Dodgers,Ebbets Field,Tom Dunn,George Magerkurth,(none),Bill Stewart,,,Tom Dunn;George Magerkurth;Bill Stewart,,
1941/05/03,1941,05,03,BRO194105030,Chicago Cubs,Brooklyn Dodgers,Ebbets Field,George Magerkurth,Bill Stewart,(none),Tom Dunn,,,George Magerkurth;Bill Stewart;Tom Dunn,,
1941/05/04,1941,05,04,BRO194105040,Pittsburgh Pirates,Brooklyn Dodgers,Ebbets Field,Al Barlick,Babe Pinelli,(none),Lee Ballanfant,,,Al Barlick;Babe Pinelli;Lee Ballanfant,,
1941/05/06,1941,05,06,BRO194105060,Pittsburgh Pirates,Brooklyn Dodgers,Ebbets Field,Babe Pinelli,Lee Ballanfant,(none),Al Barlick,,,Babe Pinelli;Lee Ballanfant;Al Barlick,,
1941/05/07,1941,05,07,BRO194105070,St. Louis Cardinals,Brooklyn Dodgers,Ebbets Field,Lou Jorda,George Barr,(none),Ziggy Sears,,,Lou Jorda;George Barr;Ziggy Sears,,
1941/05/08,1941,05,08,BRO194105080,St. Louis Cardinals,Brooklyn Dodgers,Ebbets Field,George Barr,Ziggy Sears,(none),Lou Jorda,,,George Barr;Ziggy Sears;Lou Jorda,,
1941/05/24,1941,05,24,BRO194105240,Philadelphia Phillies,Brooklyn Dodgers,Ebbets Field,Jocko Conlan,Larry Goetz,(none),Beans Reardon,,,Jocko Conlan;Larry Goetz;Beans Reardon,Johnny Podgajny ejected by Jocko Conlan,
1941/05/25,1941,05,25,BRO194105250,Philadelphia Phillies,Brooklyn Dodgers,Ebbets Field,Larry Goetz,Beans Reardon,(none),Jocko Conlan,,,Larry Goetz;Beans Reardon;Jocko Conlan,,
1941/05/26,1941,05,26,BRO194105260,Philadelphia Phillies,Brooklyn Dodgers,Ebbets Field,Beans Reardon,Jocko Conlan,(none),Larry Goetz,,,Beans Reardon;Jocko Conlan;Larry Goetz,,
1941/06/01,1941,06,01,BRO194106010,St. Louis Cardinals,Brooklyn Dodgers,Ebbets Field,Beans Reardon,Jocko Conlan,(none),Larry Goetz,,,Beans Reardon;Jocko Conlan;Larry Goetz,,
1941/06/02,1941,06,02,BRO194106020,St. Louis Cardinals,Brooklyn Dodgers,Ebbets Field,Jocko Conlan,Larry Goetz,(none),Beans Reardon,,,Jocko Conlan;Larry Goetz;Beans Reardon,,
1941/06/03,1941,06,03,BRO194106030,St. Louis Cardinals,Brooklyn Dodgers,Ebbets Field,Larry Goetz,Beans Reardon,(none),Jocko Conlan,,,Larry Goetz;Beans Reardon;Jocko Conlan,,
1941/06/06,1941,06,06,BRO194106060,Chicago Cubs,Brooklyn Dodgers,Ebbets Field,Beans Reardon,Jocko Conlan,(none),Larry Goetz,,,Beans Reardon;Jocko Conlan;Larry Goetz,Dizzy Dean ejected by Beans Reardon;Clyde McCullough ejected by Beans Reardon,
1941/06/07,1941,06,07,BRO194106070,Cincinnati Reds,Brooklyn Dodgers,Ebbets Field,Lou Jorda,George Barr,(none),Ziggy Sears,,,Lou Jorda;George Barr;Ziggy Sears,,
1941/06/08,1941,06,08,BRO194106080,Cincinnati Reds,Brooklyn Dodgers,Ebbets Field,George Barr,Ziggy Sears,(none),Lou Jorda,,,George Barr;Ziggy Sears;Lou Jorda,,
1941/06/09,1941,06,09,BRO194106090,Cincinnati Reds,Brooklyn Dodgers,Ebbets Field,Ziggy Sears,Lou Jorda,(none),George Barr,,,Ziggy Sears;Lou Jorda;George Barr,,
1941/06/10,1941,06,10,BRO194106100,Pittsburgh Pirates,Brooklyn Dodgers,Ebbets Field,Bill Stewart,Tom Dunn,(none),George Magerkurth,,,Bill Stewart;Tom Dunn;George Magerkurth,,
1941/06/11,1941,06,11,BRO194106110,Pittsburgh Pirates,Brooklyn Dodgers,Ebbets Field,Tom Dunn,George Magerkurth,(none),Bill Stewart,,,Tom Dunn;George Magerkurth;Bill Stewart,,
1941/06/26,1941,06,26,BRO194106260,Boston Braves,Brooklyn Dodgers,Ebbets Field,Al Barlick,Babe Pinelli,(none),Lee Ballanfant,,,Al Barlick;Babe Pinelli;Lee Ballanfant,,
1941/06/30,1941,06,30,BRO194106300,Philadelphia Phillies,Brooklyn Dodgers,Ebbets Field,Babe Pinelli,Lee Ballanfant,(none),Al Barlick,,,Babe Pinelli;Lee Ballanfant;Al Barlick,,
1941/07/01,1941,07,01,BRO194107010,Philadelphia Phillies,Brooklyn Dodgers,Ebbets Field,Lee Ballanfant,Al Barlick,(none),Babe Pinelli,,,Lee Ballanfant;Al Barlick;Babe Pinelli,,
1941/07/02,1941,07,02,BRO194107020,Philadelphia Phillies,Brooklyn Dodgers,Ebbets Field,Al Barlick,Babe Pinelli,(none),Lee Ballanfant,,,Al Barlick;Babe Pinelli;Lee Ballanfant,,
1941/07/05,1941,07,05,BRO194107050,Boston Braves,Brooklyn Dodgers,Ebbets Field,Tom Dunn,George Magerkurth,(none),Bill Stewart,,,Tom Dunn;George Magerkurth;Bill Stewart,,
1941/07/06,1941,07,06,BRO194107061,Boston Braves,Brooklyn Dodgers,Ebbets Field,George Magerkurth,Bill Stewart,(none),Tom Dunn,,,George Magerkurth;Bill Stewart;Tom Dunn,,
1941/07/06,1941,07,06,BRO194107062,Boston Braves,Brooklyn Dodgers,Ebbets Field,Bill Stewart,Tom Dunn,(none),George Magerkurth,,,Bill Stewart;Tom Dunn;George Magerkurth,,
1941/07/10,1941,07,10,BRO194107100,Cincinnati Reds,Brooklyn Dodgers,Ebbets Field,Jocko Conlan,Larry Goetz,(none),Beans Reardon,,,Jocko Conlan;Larry Goetz;Beans Reardon,,
1941/07/11,1941,07,11,BRO194107110,Cincinnati Reds,Brooklyn Dodgers,Ebbets Field,Larry Goetz,Beans Reardon,(none),Jocko Conlan,,,Larry Goetz;Beans Reardon;Jocko Conlan,,
1941/07/12,1941,07,12,BRO194107120,Cincinnati Reds,Brooklyn Dodgers,Ebbets Field,Beans Reardon,Jocko Conlan,(none),Larry Goetz,,,Beans Reardon;Jocko Conlan;Larry Goetz,,
1941/07/13,1941,07,13,BRO194107131,Chicago Cubs,Brooklyn Dodgers,Ebbets Field,Bill Stewart,Tom Dunn,(none),George Magerkurth,,,Bill Stewart;Tom Dunn;George Magerkurth,,
1941/07/13,1941,07,13,BRO194107132,Chicago Cubs,Brooklyn Dodgers,Ebbets Field,Tom Dunn,George Magerkurth,(none),Bill Stewart,,,Tom Dunn;George Magerkurth;Bill Stewart,,
1941/07/14,1941,07,14,BRO194107140,Chicago Cubs,Brooklyn Dodgers,Ebbets Field,George Magerkurth,Bill Stewart,(none),Tom Dunn,,,George Magerkurth;Bill Stewart;Tom Dunn,,
1941/07/15,1941,07,15,BRO194107151,Chicago Cubs,Brooklyn Dodgers,Ebbets Field,Bill Stewart,Tom Dunn,(none),George Magerkurth,,,Bill Stewart;Tom Dunn;George Magerkurth,,
1941/07/15,1941,07,15,BRO194107152,Chicago Cubs,Brooklyn Dodgers,Ebbets Field,Tom Dunn,George Magerkurth,(none),Bill Stewart,,,Tom Dunn;George Magerkurth;Bill Stewart,,
1941/07/16,1941,07,16,BRO194107160,St. Louis Cardinals,Brooklyn Dodgers,Ebbets Field,Lee Ballanfant,Al Barlick,Babe Pinelli,Ziggy Sears,,,Lee Ballanfant;Al Barlick;Babe Pinelli;Ziggy Sears,,
1941/07/18,1941,07,18,BRO194107180,St. Louis Cardinals,Brooklyn Dodgers,Ebbets Field,Al Barlick,Babe Pinelli,(none),Lee Ballanfant,,,Al Barlick;Babe Pinelli;Lee Ballanfant,,
1941/07/20,1941,07,20,BRO194107201,Pittsburgh Pirates,Brooklyn Dodgers,Ebbets Field,Ziggy Sears,Lou Jorda,(none),George Barr,,,Ziggy Sears;Lou Jorda;George Barr,,
1941/07/20,1941,07,20,BRO194107202,Pittsburgh Pirates,Brooklyn Dodgers,Ebbets Field,Lou Jorda,George Barr,(none),Ziggy Sears,,,Lou Jorda;George Barr;Ziggy Sears,Bob Elliott ejected by Lou Jorda;Frankie Frisch ejected by Lou Jorda,
1941/07/21,1941,07,21,BRO194107210,Pittsburgh Pirates,Brooklyn Dodgers,Ebbets Field,George Barr,Ziggy Sears,(none),Lou Jorda,,,George Barr;Ziggy Sears;Lou Jorda,,
1941/08/04,1941,08,04,BRO194108040,New York Giants,Brooklyn Dodgers,Ebbets Field,George Barr,Ziggy Sears,(none),Lou Jorda,,,George Barr;Ziggy Sears;Lou Jorda,,
1941/08/08,1941,08,08,BRO194108080,Boston Braves,Brooklyn Dodgers,Ebbets Field,Jocko Conlan,Beans Reardon,(none),(none),,,Jocko Conlan;Beans Reardon,,
1941/08/09,1941,08,09,BRO194108090,Boston Braves,Brooklyn Dodgers,Ebbets Field,Beans Reardon,Jocko Conlan,(none),Larry Goetz,,,Beans Reardon;Jocko Conlan;Larry Goetz,,
1941/08/10,1941,08,10,BRO194108101,Boston Braves,Brooklyn Dodgers,Ebbets Field,Jocko Conlan,Larry Goetz,(none),Beans Reardon,,,Jocko Conlan;Larry Goetz;Beans Reardon,,
1941/08/10,1941,08,10,BRO194108102,Boston Braves,Brooklyn Dodgers,Ebbets Field,Jocko Conlan,Larry Goetz,(none),Beans Reardon,,,Jocko Conlan;Larry Goetz;Beans Reardon,,
1941/08/11,1941,08,11,BRO194108110,New York Giants,Brooklyn Dodgers,Ebbets Field,Ziggy Sears,George Barr,(none),Lou Jorda,,,Ziggy Sears;George Barr;Lou Jorda,,
1941/08/12,1941,08,12,BRO194108121,New York Giants,Brooklyn Dodgers,Ebbets Field,Lou Jorda,George Barr,(none),Ziggy Sears,,,Lou Jorda;George Barr;Ziggy Sears,,
1941/08/12,1941,08,12,BRO194108122,New York Giants,Brooklyn Dodgers,Ebbets Field,George Barr,Ziggy Sears,(none),Lou Jorda,,,George Barr;Ziggy Sears;Lou Jorda,,
1941/08/13,1941,08,13,BRO194108130,Philadelphia Phillies,Brooklyn Dodgers,Ebbets Field,Ziggy Sears,Lou Jorda,(none),George Barr,,,Ziggy Sears;Lou Jorda;George Barr,,
1941/08/18,1941,08,18,BRO194108180,Pittsburgh Pirates,Brooklyn Dodgers,Ebbets Field,Jocko Conlan,Larry Goetz,(none),Beans Reardon,,,Jocko Conlan;Larry Goetz;Beans Reardon,,
1941/08/19,1941,08,19,BRO194108191,Pittsburgh Pirates,Brooklyn Dodgers,Ebbets Field,Beans Reardon,Larry Goetz,(none),Jocko Conlan,,,Beans Reardon;Larry Goetz;Jocko Conlan,,
1941/08/19,1941,08,19,BRO194108192,Pittsburgh Pirates,Brooklyn Dodgers,Ebbets Field,Jocko Conlan,Larry Goetz,(none),Beans Reardon,,,Jocko Conlan;Larry Goetz;Beans Reardon,Frankie Frisch ejected by Jocko Conlan,
1941/08/20,1941,08,20,BRO194108200,Pittsburgh Pirates,Brooklyn Dodgers,Ebbets Field,Beans Reardon,Larry Goetz,(none),Jocko Conlan,,,Beans Reardon;Larry Goetz;Jocko Conlan,,
1941/08/21,1941,08,21,BRO194108210,Chicago Cubs,Brooklyn Dodgers,Ebbets Field,Lou Jorda,George Barr,(none),Ziggy Sears,,,Lou Jorda;George Barr;Ziggy Sears,Leo Durocher ejected by George Barr;Jimmie Wilson ejected by Ziggy Sears,
1941/08/22,1941,08,22,BRO194108220,Chicago Cubs,Brooklyn Dodgers,Ebbets Field,Ziggy Sears,Lou Jorda,(none),George Barr,,,Ziggy Sears;Lou Jorda;George Barr,,
1941/08/23,1941,08,23,BRO194108230,Chicago Cubs,Brooklyn Dodgers,Ebbets Field,Lou Jorda,George Barr,(none),Ziggy Sears,,,Lou Jorda;George Barr;Ziggy Sears,,
1941/08/24,1941,08,24,BRO194108241,St. Louis Cardinals,Brooklyn Dodgers,Ebbets Field,George Magerkurth,Bill Stewart,Bill Klem,Tom Dunn,,,George Magerkurth;Bill Stewart;Bill Klem;Tom Dunn,,
1941/08/24,1941,08,24,BRO194108242,St. Louis Cardinals,Brooklyn Dodgers,Ebbets Field,Bill Stewart,Tom Dunn,Bill Klem,George Magerkurth,,,Bill Stewart;Tom Dunn;Bill Klem;George Magerkurth,,
1941/08/26,1941,08,26,BRO194108261,St. Louis Cardinals,Brooklyn Dodgers,Ebbets Field,Tom Dunn,George Magerkurth,Bill Klem,Bill Stewart,,,Tom Dunn;George Magerkurth;Bill Klem;Bill Stewart,,
1941/08/26,1941,08,26,BRO194108262,St. Louis Cardinals,Brooklyn Dodgers,Ebbets Field,George Magerkurth,Bill Stewart,Bill Klem,Tom Dunn,,,George Magerkurth;Bill Stewart;Bill Klem;Tom Dunn,,
1941/08/27,1941,08,27,BRO194108270,Cincinnati Reds,Brooklyn Dodgers,Ebbets Field,Babe Pinelli,Al Barlick,(none),Lee Ballanfant,,,Babe Pinelli;Al Barlick;Lee Ballanfant,,
1941/09/01,1941,09,01,BRO194109011,Boston Braves,Brooklyn Dodgers,Ebbets Field,Lee Ballanfant,Babe Pinelli,(none),Al Barlick,,,Lee Ballanfant;Babe Pinelli;Al Barlick,,
1941/09/01,1941,09,01,BRO194109012,Boston Braves,Brooklyn Dodgers,Ebbets Field,Babe Pinelli,Al Barlick,(none),Lee Ballanfant,,,Babe Pinelli;Al Barlick;Lee Ballanfant,,
1941/09/02,1941,09,02,BRO194109020,Boston Braves,Brooklyn Dodgers,Ebbets Field,Al Barlick,Lee Ballanfant,(none),Babe Pinelli,,,Al Barlick;Lee Ballanfant;Babe Pinelli,,
1941/09/06,1941,09,06,BRO194109060,New York Giants,Brooklyn Dodgers,Ebbets Field,George Magerkurth,Bill Stewart,(none),Tom Dunn,,,George Magerkurth;Bill Stewart;Tom Dunn,,
1941/09/07,1941,09,07,BRO194109071,New York Giants,Brooklyn Dodgers,Ebbets Field,Bill Stewart,Tom Dunn,(none),George Magerkurth,,,Bill Stewart;Tom Dunn;George Magerkurth,,
1941/09/07,1941,09,07,BRO194109072,New York Giants,Brooklyn Dodgers,Ebbets Field,Tom Dunn,George Magerkurth,(none),Bill Stewart,,,Tom Dunn;George Magerkurth;Bill Stewart,Leo Durocher ejected by Tom Dunn,
1941/09/27,1941,09,27,BRO194109270,Philadelphia Phillies,Brooklyn Dodgers,Ebbets Field,Jocko Conlan,Larry Goetz,(none),Beans Reardon,,,Jocko Conlan;Larry Goetz;Beans Reardon,,
1941/09/28,1941,09,28,BRO194109280,Philadelphia Phillies,Brooklyn Dodgers,Ebbets Field,Larry Goetz,Beans Reardon,(none),Jocko Conlan,,,Larry Goetz;Beans Reardon;Jocko Conlan,,
1941/04/18,1941,04,18,BSN194104180,Brooklyn Dodgers,Boston Braves,Braves Field,Tom Dunn,Bill Stewart,(none),George Magerkurth,,,Tom Dunn;Bill Stewart;George Magerkurth,,
1941/04/19,1941,04,19,BSN194104191,Brooklyn Dodgers,Boston Braves,Braves Field,George Magerkurth,Bill Stewart,(none),Tom Dunn,,,George Magerkurth;Bill Stewart;Tom Dunn,,
1941/04/19,1941,04,19,BSN194104192,Brooklyn Dodgers,Boston Braves,Braves Field,Tom Dunn,George Magerkurth,(none),Bill Stewart,,,Tom Dunn;George Magerkurth;Bill Stewart,,
1941/04/20,1941,04,20,BSN194104200,Philadelphia Phillies,Boston Braves,Braves Field,George Magerkurth,Bill Stewart,(none),Tom Dunn,,,George Magerkurth;Bill Stewart;Tom Dunn,,
1941/04/23,1941,04,23,BSN194104230,New York Giants,Boston Braves,Braves Field,Al Barlick,Babe Pinelli,(none),Lee Ballanfant,,,Al Barlick;Babe Pinelli;Lee Ballanfant,,
1941/04/29,1941,04,29,BSN194104290,Chicago Cubs,Boston Braves,Braves Field,Al Barlick,Babe Pinelli,(none),(none),,,Al Barlick;Babe Pinelli,,
1941/04/30,1941,04,30,BSN194104300,Chicago Cubs,Boston Braves,Braves Field,Al Barlick,Babe Pinelli,(none),Lee Ballanfant,,,Al Barlick;Babe Pinelli;Lee Ballanfant,,
1941/05/03,1941,05,03,BSN194105030,Cincinnati Reds,Boston Braves,Braves Field,Lou Jorda,George Barr,(none),Ziggy Sears,,,Lou Jorda;George Barr;Ziggy Sears,,
1941/05/04,1941,05,04,BSN194105040,St. Louis Cardinals,Boston Braves,Braves Field,Larry Goetz,Beans Reardon,(none),Jocko Conlan,,,Larry Goetz;Beans Reardon;Jocko Conlan,,
1941/05/05,1941,05,05,BSN194105050,St. Louis Cardinals,Boston Braves,Braves Field,Beans Reardon,Jocko Conlan,(none),Larry Goetz,,,Beans Reardon;Jocko Conlan;Larry Goetz,,
1941/05/06,1941,05,06,BSN194105060,St. Louis Cardinals,Boston Braves,Braves Field,Jocko Conlan,Larry Goetz,(none),Beans Reardon,,,Jocko Conlan;Larry Goetz;Beans Reardon,,
1941/05/07,1941,05,07,BSN194105070,Pittsburgh Pirates,Boston Braves,Braves Field,Bill Stewart,Tom Dunn,(none),(none),,,Bill Stewart;Tom Dunn,Frankie Frisch ejected by Tom Dunn;Maurice Van Robays ejected by Tom Dunn;Casey Stengel ejected by Bill Stewart;Nick Strincevich ejected by Bill Stewart,
1941/05/25,1941,05,25,BSN194105250,New York Giants,Boston Braves,Braves Field,Ziggy Sears,Lou Jorda,(none),George Barr,,,Ziggy Sears;Lou Jorda;George Barr,,
1941/06/02,1941,06,02,BSN194106020,Pittsburgh Pirates,Boston Braves,Braves Field,Ziggy Sears,Lou Jorda,(none),George Barr,,,Ziggy Sears;Lou Jorda;George Barr,,
1941/06/03,1941,06,03,BSN194106030,Pittsburgh Pirates,Boston Braves,Braves Field,Lou Jorda,George Barr,(none),Ziggy Sears,,,Lou Jorda;George Barr;Ziggy Sears,,
1941/06/04,1941,06,04,BSN194106040,St. Louis Cardinals,Boston Braves,Braves Field,George Barr,Ziggy Sears,(none),Lou Jorda,,,George Barr;Ziggy Sears;Lou Jorda,,
1941/06/06,1941,06,06,BSN194106060,St. Louis Cardinals,Boston Braves,Braves Field,Ziggy Sears,Lou Jorda,(none),George Barr,,,Ziggy Sears;Lou Jorda;George Barr,,
1941/06/07,1941,06,07,BSN194106070,Chicago Cubs,Boston Braves,Braves Field,Lee Ballanfant,Al Barlick,(none),Babe Pinelli,,,Lee Ballanfant;Al Barlick;Babe Pinelli,,
1941/06/09,1941,06,09,BSN194106090,Chicago Cubs,Boston Braves,Braves Field,Lee Ballanfant,Al Barlick,(none),Babe Pinelli,,,Lee Ballanfant;Al Barlick;Babe Pinelli,,
1941/06/10,1941,06,10,BSN194106100,Cincinnati Reds,Boston Braves,Braves Field,Larry Goetz,Beans Reardon,(none),Jocko Conlan,,,Larry Goetz;Beans Reardon;Jocko Conlan,,
1941/06/11,1941,06,11,BSN194106110,Cincinnati Reds,Boston Braves,Braves Field,Beans Reardon,Jocko Conlan,(none),Larry Goetz,,,Beans Reardon;Jocko Conlan;Larry Goetz,,
1941/06/12,1941,06,12,BSN194106120,Cincinnati Reds,Boston Braves,Braves Field,Jocko Conlan,Larry Goetz,(none),Beans Reardon,,,Jocko Conlan;Larry Goetz;Beans Reardon,,
1941/06/28,1941,06,28,BSN194106280,Brooklyn Dodgers,Boston Braves,Braves Field,Johnny Cooney,Freddie Fitzsimmons,(none),(none),,,Johnny Cooney;Freddie Fitzsimmons,,umphp: Babe Pinelli 2nd inning;FirstBase: Lee Ballanfant 2nd inning;ThirdBase: Al Barlick 2nd inning
1941/06/29,1941,06,29,BSN194106291,Brooklyn Dodgers,Boston Braves,Braves Field,Lee Ballanfant,Al Barlick,(none),Babe Pinelli,,,Lee Ballanfant;Al Barlick;Babe Pinelli,,
1941/06/29,1941,06,29,BSN194106292,Brooklyn Dodgers,Boston Braves,Braves Field,Al Barlick,Babe Pinelli,(none),Lee Ballanfant,,,Al Barlick;Babe Pinelli;Lee Ballanfant,,
1941/06/30,1941,06,30,BSN194106300,New York Giants,Boston Braves,Braves Field,Bill Stewart,Tom Dunn,(none),George Magerkurth,,,Bill Stewart;Tom Dunn;George Magerkurth,,
1941/07/01,1941,07,01,BSN194107010,New York Giants,Boston Braves,Braves Field,Tom Dunn,George Magerkurth,(none),Bill Stewart,,,Tom Dunn;George Magerkurth;Bill Stewart,,
1941/07/02,1941,07,02,BSN194107021,New York Giants,Boston Braves,Braves Field,George Magerkurth,Bill Stewart,(none),Tom Dunn,,,George Magerkurth;Bill Stewart;Tom Dunn,,
1941/07/02,1941,07,02,BSN194107022,New York Giants,Boston Braves,Braves Field,Bill Stewart,Tom Dunn,(none),George Magerkurth,,,Bill Stewart;Tom Dunn;George Magerkurth,,
1941/07/03,1941,07,03,BSN194107030,Philadelphia Phillies,Boston Braves,Braves Field,Babe Pinelli,Lee Ballanfant,(none),Al Barlick,,,Babe Pinelli;Lee Ballanfant;Al Barlick,,
1941/07/04,1941,07,04,BSN194107041,Philadelphia Phillies,Boston Braves,Braves Field,Lee Ballanfant,Al Barlick,(none),Babe Pinelli,,,Lee Ballanfant;Al Barlick;Babe Pinelli,,
1941/07/04,1941,07,04,BSN194107042,Philadelphia Phillies,Boston Braves,Braves Field,Al Barlick,Babe Pinelli,(none),Lee Ballanfant,,,Al Barlick;Babe Pinelli;Lee Ballanfant,,
1941/07/10,1941,07,10,BSN194107100,Chicago Cubs,Boston Braves,Braves Field,Lou Jorda,George Barr,(none),Ziggy Sears,,,Lou Jorda;George Barr;Ziggy Sears,,
1941/07/11,1941,07,11,BSN194107110,Chicago Cubs,Boston Braves,Braves Field,George Barr,Ziggy Sears,(none),Lou Jorda,,,George Barr;Ziggy Sears;Lou Jorda,,
1941/07/13,1941,07,13,BSN194107131,Cincinnati Reds,Boston Braves,Braves Field,Babe Pinelli,Lee Ballanfant,(none),Al Barlick,,,Babe Pinelli;Lee Ballanfant;Al Barlick,,
1941/07/13,1941,07,13,BSN194107132,Cincinnati Reds,Boston Braves,Braves Field,Lee Ballanfant,Al Barlick,(none),Babe Pinelli,,,Lee Ballanfant;Al Barlick;Babe Pinelli,,
1941/07/14,1941,07,14,BSN194107140,Cincinnati Reds,Boston Braves,Braves Field,Al Barlick,Babe Pinelli,(none),Lee Ballanfant,,,Al Barlick;Babe Pinelli;Lee Ballanfant,,
1941/07/15,1941,07,15,BSN194107150,Cincinnati Reds,Boston Braves,Braves Field,Babe Pinelli,Lee Ballanfant,(none),Al Barlick,,,Babe Pinelli;Lee Ballanfant;Al Barlick,,
1941/07/16,1941,07,16,BSN194107161,Pittsburgh Pirates,Boston Braves,Braves Field,George Magerkurth,Bill Stewart,(none),Tom Dunn,,,George Magerkurth;Bill Stewart;Tom Dunn,,
1941/07/16,1941,07,16,BSN194107162,Pittsburgh Pirates,Boston Braves,Braves Field,Bill Stewart,Tom Dunn,(none),George Magerkurth,,,Bill Stewart;Tom Dunn;George Magerkurth,,
1941/07/18,1941,07,18,BSN194107181,Pittsburgh Pirates,Boston Braves,Braves Field,Beans Reardon,George Magerkurth,(none),Bill Stewart,,,Beans Reardon;George Magerkurth;Bill Stewart,,
1941/07/19,1941,07,19,BSN194107190,St. Louis Cardinals,Boston Braves,Braves Field,Jocko Conlan,Larry Goetz,(none),Beans Reardon,,,Jocko Conlan;Larry Goetz;Beans Reardon,,
1941/07/20,1941,07,20,BSN194107201,St. Louis Cardinals,Boston Braves,Braves Field,Larry Goetz,Beans Reardon,(none),Jocko Conlan,,,Larry Goetz;Beans Reardon;Jocko Conlan,,
1941/08/11,1941,08,11,BSN194108110,Philadelphia Phillies,Boston Braves,Braves Field,Jocko Conlan,Larry Goetz,(none),Beans Reardon,,,Jocko Conlan;Larry Goetz;Beans Reardon,,
1941/08/13,1941,08,13,BSN194108131,New York Giants,Boston Braves,Braves Field,Jocko Conlan,Larry Goetz,(none),Beans Reardon,,,Jocko Conlan;Larry Goetz;Beans Reardon,,
1941/08/13,1941,08,13,BSN194108132,New York Giants,Boston Braves,Braves Field,Beans Reardon,Larry Goetz,(none),Jocko Conlan,,,Beans Reardon;Larry Goetz;Jocko Conlan,,
1941/08/14,1941,08,14,BSN194108140,New York Giants,Boston Braves,Braves Field,Jocko Conlan,Larry Goetz,(none),Beans Reardon,,,Jocko Conlan;Larry Goetz;Beans Reardon,,
1941/08/16,1941,08,16,BSN194108160,Brooklyn Dodgers,Boston Braves,Braves Field,Lou Jorda,George Barr,(none),Ziggy Sears,,,Lou Jorda;George Barr;Ziggy Sears,,
1941/08/17,1941,08,17,BSN194108171,Brooklyn Dodgers,Boston Braves,Braves Field,George Barr,Ziggy Sears,(none),Lou Jorda,,,George Barr;Ziggy Sears;Lou Jorda,,
1941/08/17,1941,08,17,BSN194108172,Brooklyn Dodgers,Boston Braves,Braves Field,Ziggy Sears,Lou Jorda,(none),George Barr,,,Ziggy Sears;Lou Jorda;George Barr,Casey Stengel ejected by Lou Jorda,
1941/08/20,1941,08,20,BSN194108201,St. Louis Cardinals,Boston Braves,Braves Field,Al Barlick,Babe Pinelli,(none),Lee Ballanfant,,,Al Barlick;Babe Pinelli;Lee Ballanfant,,
1941/08/20,1941,08,20,BSN194108202,St. Louis Cardinals,Boston Braves,Braves Field,Babe Pinelli,Lee Ballanfant,(none),Al Barlick,,,Babe Pinelli;Lee Ballanfant;Al Barlick,,
